com.github.gfx.ribbonizer:plugin;com.github.gfx.ribbonizer;plugin
com.github.jenshaase.uimascala:ngramlanguageidentifier_2.11;com.github.jenshaase.uimascala;ngramlanguageidentifier_2.11
com.github.jenshaase.uimascala:opennlpsegmenter_2.11;com.github.jenshaase.uimascala;opennlpsegmenter_2.11
com.github.jenshaase.uimascala:typesystem_2.11;com.github.jenshaase.uimascala;typesystem_2.11
com.github.jenshaase.uimascala:regextokenizer_2.11;com.github.jenshaase.uimascala;regextokenizer_2.11
com.github.jenshaase.uimascala:stanfordsegmenter_2.11;com.github.jenshaase.uimascala;stanfordsegmenter_2.11
com.github.jenshaase.uimascala:core_2.11;com.github.jenshaase.uimascala;core_2.11
com.github.jenshaase.uimascala:sbt-plugin-1555225206;com.github.jenshaase.uimascala;sbt-plugin
org.webjars.bower:jquery-resizable-columns;org.webjars.bower;jquery-resizable-columns
org.webjars.bower:store.js;org.webjars.bower;store.js
com.github.alkedr:reporting-matchers;com.github.alkedr;reporting-matchers
com.sequencing:android-oauth;com.sequencing;android-oauth
com.sequencing:file-selector;com.sequencing;file-selector
org.webjars.bower:paper;org.webjars.bower;paper
org.webjars.bower:bootstrap-combobox;org.webjars.bower;bootstrap-combobox
org.lucee:commons-fileupload;org.lucee;commons-fileupload
com.jensfendler:ninja-quartz;com.jensfendler;ninja-quartz
org.webjars.bower:ng-sweet-alert;org.webjars.bower;ng-sweet-alert
de.rocketinternet:android.bucket;de.rocketinternet;android.bucket
com.github.vivekkothari:dropwizard-extra-kafka;com.github.vivekkothari;dropwizard-extra-kafka
com.github.vivekkothari:dropwizard-extra-hbase;com.github.vivekkothari;dropwizard-extra-hbase
com.github.vivekkothari:dropwizard-extra-curator;com.github.vivekkothari;dropwizard-extra-curator
com.github.vivekkothari:dropwizard-extra-zookeeper;com.github.vivekkothari;dropwizard-extra-zookeeper
com.github.vivekkothari:dropwizard-extra-util;com.github.vivekkothari;dropwizard-extra-util
com.github.vivekkothari:dropwizard-extra;com.github.vivekkothari;dropwizard-extra
org.webjars.bower:angular-pageslide-directive;org.webjars.bower;angular-pageslide-directive
com.github.mstream-trader:commons-guice-ratpack-integration-tests;com.github.mstream-trader;commons-guice-ratpack-integration-tests
com.github.mstream-trader:commons-guice-ratpack;com.github.mstream-trader;commons-guice-ratpack
com.github.mstream-trader:commons-guice-ratpack-parent;com.github.mstream-trader;commons-guice-ratpack-parent
com.github.cquiroz:scala-java-locales_sjs0.6_2.12.0-M5;com.github.cquiroz;scala-java-locales_sjs0.6_2.12.0-M5
com.github.cquiroz:scala-java-locales_2.12.0-M5;com.github.cquiroz;scala-java-locales_2.12.0-M5
com.github.mstream-trader:commons-guice;com.github.mstream-trader;commons-guice
com.github.mstream-trader:commons-guice-parent;com.github.mstream-trader;commons-guice-parent
com.github.mstream-trader:commons-guice-integration-tests;com.github.mstream-trader;commons-guice-integration-tests
org.webjars.npm:react-prop-types-element-of-type;org.webjars.npm;react-prop-types-element-of-type
org.webjars.npm:can-use-dom;org.webjars.npm;can-use-dom
net.offecka:konfiguration;net.offecka;konfiguration
net.offecka:kutils;net.offecka;kutils
ir.ac.iust:htmlchardet;ir.ac.iust;htmlchardet
com.sksamuel.exts:exts_2.12.0-M3;com.sksamuel.exts;exts_2.12.0-M3
com.object0r:TorRange;com.object0r;TorRange
org.code-house.eaio-uuid:uuid;org.code-house.eaio-uuid;uuid
io.fabric8.quickstarts:karaf-camel-amq;io.fabric8.quickstarts;karaf-camel-amq
io.fabric8.quickstarts:war-cxf-cdi-servlet;io.fabric8.quickstarts;war-cxf-cdi-servlet
io.fabric8.quickstarts:node-hello-world-rest;io.fabric8.quickstarts;node-hello-world-rest
io.fabric8.archetypes:war-wildfly-archetype;io.fabric8.archetypes;war-wildfly-archetype
io.fabric8.quickstarts:war;io.fabric8.quickstarts;war
io.fabric8.quickstarts:wildfly-camel-jaxrs;io.fabric8.quickstarts;wildfly-camel-jaxrs
io.fabric8.archetypes:wildfly-camel-jaxrs-archetype;io.fabric8.archetypes;wildfly-camel-jaxrs-archetype
io.fabric8.quickstarts:karaf;io.fabric8.quickstarts;karaf
io.fabric8.quickstarts:karaf-camel-rest-sql;io.fabric8.quickstarts;karaf-camel-rest-sql
io.fabric8.archetypes:wildfly-camel-ejb-archetype;io.fabric8.archetypes;wildfly-camel-ejb-archetype
io.fabric8.quickstarts:wildfly-camel-jaxws;io.fabric8.quickstarts;wildfly-camel-jaxws
io.fabric8.quickstarts:wildfly;io.fabric8.quickstarts;wildfly
io.fabric8.quickstarts:node;io.fabric8.quickstarts;node
io.fabric8.quickstarts:wildfly-camel-ejb;io.fabric8.quickstarts;wildfly-camel-ejb
io.fabric8.quickstarts:war-camel-servlet;io.fabric8.quickstarts;war-camel-servlet
io.fabric8.archetypes:wildfly-camel-cdi-archetype;io.fabric8.archetypes;wildfly-camel-cdi-archetype
io.fabric8.quickstarts:war-wildfly;io.fabric8.quickstarts;war-wildfly
io.fabric8.archetypes:war-camel-servlet-archetype;io.fabric8.archetypes;war-camel-servlet-archetype
io.fabric8.quickstarts:fabric8-quickstart-parent;io.fabric8.quickstarts;fabric8-quickstart-parent
io.fabric8.archetypes:wildfly-camel-jaxws-archetype;io.fabric8.archetypes;wildfly-camel-jaxws-archetype
io.fabric8.quickstarts:wildfly-camel-cdi;io.fabric8.quickstarts;wildfly-camel-cdi
io.fabric8.quickstarts:karaf-camel-log;io.fabric8.quickstarts;karaf-camel-log
io.fabric8.archetypes:war-cxf-cdi-servlet-archetype;io.fabric8.archetypes;war-cxf-cdi-servlet-archetype
com.wealdtech.hawk:hawk-server-jersey;com.wealdtech.hawk;hawk-server-jersey
com.wealdtech.hawk:hawk-core;com.wealdtech.hawk;hawk-core
com.wealdtech.hawk:hawk-client-jersey;com.wealdtech.hawk;hawk-client-jersey
org.ocpsoft.logging:logging-adapter-jboss;org.ocpsoft.logging;logging-adapter-jboss
org.ocpsoft.logging:logging-adapter-slf4j;org.ocpsoft.logging;logging-adapter-slf4j
org.ocpsoft.logging:logging-api;org.ocpsoft.logging;logging-api
org.ocpsoft.logging:logging-parent;org.ocpsoft.logging;logging-parent
xyz.mkotb:xenapi-java;xyz.mkotb;xenapi-java
ml.rugal:ssh-common;ml.rugal;ssh-common
com.github.grgrzybek:tomcat-slf4j-logback;com.github.grgrzybek;tomcat-slf4j-logback
net.oneandone.maven:ono-maven-shared;net.oneandone.maven;ono-maven-shared
io.taig:sbt-sonatype-1555225206;io.taig;sbt-sonatype
net.sf.corn:corn-cps;net.sf.corn;corn-cps
net.fortytwo.rdfagents:rdfagents-csparql;net.fortytwo.rdfagents;rdfagents-csparql
net.fortytwo.rdfagents:rdfagents-demos;net.fortytwo.rdfagents;rdfagents-demos
net.fortytwo.rdfagents:rdfagents-jade;net.fortytwo.rdfagents;rdfagents-jade
net.fortytwo.rdfagents:rdfagents-core;net.fortytwo.rdfagents;rdfagents-core
net.fortytwo.rdfagents:rdfagents-all;net.fortytwo.rdfagents;rdfagents-all
net.fortytwo.sesametools:writeonly-sail;net.fortytwo.sesametools;writeonly-sail
net.fortytwo.sesametools:uri-translator;net.fortytwo.sesametools;uri-translator
net.fortytwo.sesametools:sesamize;net.fortytwo.sesametools;sesamize
net.fortytwo.sesametools:repository-sail;net.fortytwo.sesametools;repository-sail
net.fortytwo.sesametools:readonly-sail;net.fortytwo.sesametools;readonly-sail
net.fortytwo.sesametools:rdf-transaction-sail;net.fortytwo.sesametools;rdf-transaction-sail
net.fortytwo.sesametools:linked-data-server;net.fortytwo.sesametools;linked-data-server
net.fortytwo.sesametools:mapping-sail;net.fortytwo.sesametools;mapping-sail
net.fortytwo.sesametools:deduplication-sail;net.fortytwo.sesametools;deduplication-sail
net.fortytwo.sesametools:constrained-sail;net.fortytwo.sesametools;constrained-sail
net.fortytwo.sesametools:caching-sail;net.fortytwo.sesametools;caching-sail
net.fortytwo.sesametools:replay-sail;net.fortytwo.sesametools;replay-sail
net.fortytwo.sesametools:common;net.fortytwo.sesametools;common
net.fortytwo.sesametools:sesametools-all;net.fortytwo.sesametools;sesametools-all
com.liferay:com.liferay.dynamic.data.mapping.data.provider.rest;com.liferay;com.liferay.dynamic.data.mapping.data.provider.rest
com.github.antennaesdk.common:server-api;com.github.antennaesdk.common;server-api
com.github.antennaesdk:mms-parent;com.github.antennaesdk;mms-parent
com.github.antennaesdk.server:mms;com.github.antennaesdk.server;mms
com.github.dnvriend:akka-persistence-query-extensions_2.11;com.github.dnvriend;akka-persistence-query-extensions_2.11
com.github.antennaesdk.common:client-api;com.github.antennaesdk.common;client-api
com.github.antennaesdk.server:message-server;com.github.antennaesdk.server;message-server
com.github.ljbo82:jni-maven-plugin;com.github.ljbo82;jni-maven-plugin
com.github.ljbo82:java-util;com.github.ljbo82;java-util
com.mattunderscore:mattunderscore-build-rules;com.mattunderscore;mattunderscore-build-rules
org.nutz:nutz-plugins-webqq;org.nutz;nutz-plugins-webqq
net.onedaybeard.ecs:matrix-artemis;net.onedaybeard.ecs;matrix-artemis
net.onedaybeard.ecs:ecs-matrix;net.onedaybeard.ecs;ecs-matrix
net.onedaybeard.ecs:matrix;net.onedaybeard.ecs;matrix
net.onedaybeard.ecs:matrix-cli;net.onedaybeard.ecs;matrix-cli
net.onedaybeard.ecs:matrix-ashley;net.onedaybeard.ecs;matrix-ashley
de.jodamob.android:SuperReflect;de.jodamob.android;SuperReflect
org.apereo.cas:cas-bom;org.apereo.cas;cas-bom
org.webjars.npm:angular2-datatable;org.webjars.npm;angular2-datatable
com.myjavadoc:hibernate4-maven-plugin;com.myjavadoc;hibernate4-maven-plugin
io.github.benas:jql-shell;io.github.benas;jql-shell
io.github.benas:jql-maven-plugin;io.github.benas;jql-maven-plugin
io.github.benas:jql-core;io.github.benas;jql-core
io.github.benas:jql;io.github.benas;jql
com.github.czyzby:kotlin-times;com.github.czyzby;kotlin-times
org.symphonyoss:ssf-enforcer-rules;org.symphonyoss;ssf-enforcer-rules
org.symphonyoss:ssf-jar-resource-bundle;org.symphonyoss;ssf-jar-resource-bundle
org.webjars.bower:knockout-sortable;org.webjars.bower;knockout-sortable
com.github.dakusui:fruitjuice;com.github.dakusui;fruitjuice
io.taig:sbt-googleplay-1555225206;io.taig;sbt-googleplay
org.opencb.ga4gh:ga4gh;org.opencb.ga4gh;ga4gh
com.weaverplatform:weaver-connector-java;com.weaverplatform;weaver-connector-java
io.lambdacube.aspecio:aspecio-core;io.lambdacube.aspecio;aspecio-core
io.lambdacube.aspecio:aspecio;io.lambdacube.aspecio;aspecio
com.cinnober.msgcodec:msgcodec-xml;com.cinnober.msgcodec;msgcodec-xml
com.cinnober.msgcodec:msgcodec-test;com.cinnober.msgcodec;msgcodec-test
com.cinnober.msgcodec:msgcodec-json;com.cinnober.msgcodec;msgcodec-json
com.cinnober.msgcodec:msgcodec-javadoc;com.cinnober.msgcodec;msgcodec-javadoc
com.cinnober.msgcodec:msgcodec-examples;com.cinnober.msgcodec;msgcodec-examples
com.cinnober.msgcodec:msgcodec-blink;com.cinnober.msgcodec;msgcodec-blink
com.cinnober.msgcodec:msgcodec;com.cinnober.msgcodec;msgcodec
ch.abertschi.sct.arquillian:arquillian-service-call-tracker-extension;ch.abertschi.sct.arquillian;arquillian-service-call-tracker-extension
ch.abertschi.sct.arquillian:arquillian-service-call-tracker-extension-api;ch.abertschi.sct.arquillian;arquillian-service-call-tracker-extension-api
ch.abertschi.sct.arquillian:arquillian-service-call-tracker-extension-impl;ch.abertschi.sct.arquillian;arquillian-service-call-tracker-extension-impl
org.webjars.bower:mdPickers;org.webjars.bower;mdPickers
org.webjars.bower:ng-swagger-ui;org.webjars.bower;ng-swagger-ui
com.metamx:rainer_2.10;com.metamx;rainer_2.10
ch.abertschi.sct:service-call-tracker-impl;ch.abertschi.sct;service-call-tracker-impl
ch.abertschi.sct:service-call-tracker-parent;ch.abertschi.sct;service-call-tracker-parent
ch.abertschi.sct:service-call-tracker-api;ch.abertschi.sct;service-call-tracker-api
eu.fbk.rdfpro:rdfpro;eu.fbk.rdfpro;rdfpro
eu.fbk.rdfpro:rdfpro-tql;eu.fbk.rdfpro;rdfpro-tql
eu.fbk.rdfpro:rdfpro-core;eu.fbk.rdfpro;rdfpro-core
eu.fbk.rdfpro:rdfpro-groovy;eu.fbk.rdfpro;rdfpro-groovy
eu.fbk.rdfpro:rdfpro-jsonld;eu.fbk.rdfpro;rdfpro-jsonld
eu.fbk.rdfpro:rdfpro-dist;eu.fbk.rdfpro;rdfpro-dist
com.stratio.common:common-utils_2.10;com.stratio.common;common-utils_2.10
org.webjars.npm:metalsmith-layouts;org.webjars.npm;metalsmith-layouts
cn.easyproject:easybackup-mysql;cn.easyproject;easybackup-mysql
org.webjars.bower:jquery-match-height;org.webjars.bower;jquery-match-height
org.grails:grails-compat;org.grails;grails-compat
org.webjars.bower:vimeo-player-js;org.webjars.bower;vimeo-player-js
org.webjars.npm:angular-aop;org.webjars.npm;angular-aop
org.webjars.npm:angular-permission;org.webjars.npm;angular-permission
org.wso2.carbon.analytics.emm:analytics-emm-features;org.wso2.carbon.analytics.emm;analytics-emm-features
org.wso2.carbon.analytics.emm:org.wso2.carbon.analytics.emm.feature;org.wso2.carbon.analytics.emm;org.wso2.carbon.analytics.emm.feature
org.wso2.carbon.analytics.emm:analytics-emm-components;org.wso2.carbon.analytics.emm;analytics-emm-components
org.wso2.carbon.analytics.emm:wso2analytics-emm-parent;org.wso2.carbon.analytics.emm;wso2analytics-emm-parent
org.wso2.carbon.analytics.cdmf:org.wso2.carbon.analytics.emm.feature;org.wso2.carbon.analytics.cdmf;org.wso2.carbon.analytics.emm.feature
org.webjars.npm:es6-module-loader;org.webjars.npm;es6-module-loader
com.blackducksoftware.plugins:protex-plugin-integration;com.blackducksoftware.plugins;protex-plugin-integration
io.pivotal.spring.cloud:spring-cloud-services-connector;io.pivotal.spring.cloud;spring-cloud-services-connector
com.blackducksoftware.integration:protex-common;com.blackducksoftware.integration;protex-common
com.blackducksoftware.integration:protex-wrapped-sdk;com.blackducksoftware.integration;protex-wrapped-sdk
com.blackducksoftware.integration:suite-common-license-encryption;com.blackducksoftware.integration;suite-common-license-encryption
com.blackducksoftware.integration:suite-common-parent;com.blackducksoftware.integration;suite-common-parent
com.blackducksoftware.integration:suite-common;com.blackducksoftware.integration;suite-common
com.blackducksoftware.integration:suite-common-encryption;com.blackducksoftware.integration;suite-common-encryption
io.imoji.sdk:imoji-sdk-ui;io.imoji.sdk;imoji-sdk-ui
com.lyft:scissors;com.lyft;scissors
org.webjars.bower:fuelux;org.webjars.bower;fuelux
io.datasnap:datasnap-android-sdk;io.datasnap;datasnap-android-sdk
com.github.NyBatis:NyBatisCore;com.github.NyBatis;NyBatisCore
cn.bingoogolapple:bga-badgeview;cn.bingoogolapple;bga-badgeview
com.scarabsoft:jrest-android;com.scarabsoft;jrest-android
com.christianbahl.appkit:core;com.christianbahl.appkit;core
com.christianbahl.appkit:core-common;com.christianbahl.appkit;core-common
com.christianbahl.appkit:rx;com.christianbahl.appkit;rx
com.christianbahl.appkit:viewstate;com.christianbahl.appkit;viewstate
uk.co.webamoeba.slf4j:slf4j-junit;uk.co.webamoeba.slf4j;slf4j-junit
org.webjars.bower:baobab;org.webjars.bower;baobab
org.zalando.jpa:first;org.zalando.jpa;first
org.zalando.jpa:eclipselink-session-customizer;org.zalando.jpa;eclipselink-session-customizer
org.zalando.jpa:spring-validation;org.zalando.jpa;spring-validation
org.zalando.jpa:samples;org.zalando.jpa;samples
org.zalando.jpa:eclipselink-session-customizer-parent;org.zalando.jpa;eclipselink-session-customizer-parent
com.github.XandrMaster:librarytest;com.github.XandrMaster;librarytest
org.webjars.npm:ethereumjs-account;org.webjars.npm;ethereumjs-account
org.webjars.npm:ethereumjs-vm;org.webjars.npm;ethereumjs-vm
org.webjars.npm:ethereumjs-abi;org.webjars.npm;ethereumjs-abi
nl.pdok:geoserver-manager;nl.pdok;geoserver-manager
org.webjars.npm:ethereumjs-wallet;org.webjars.npm;ethereumjs-wallet
kg.apc:jmeter-plugins-xml;kg.apc;jmeter-plugins-xml
org.webjars.npm:json-patch-utils;org.webjars.npm;json-patch-utils
com.dubsmash.volley:library;com.dubsmash.volley;library
org.lucee:javax.cdi;org.lucee;javax.cdi
org.lucee:javax.el;org.lucee;javax.el
org.lucee:javax.inject;org.lucee;javax.inject
org.lucee:jboss-interceptor;org.lucee;jboss-interceptor
org.lucee:jsr250;org.lucee;jsr250
com.isaacrf.epicbitmaprenderer:epicbitmaprenderer;com.isaacrf.epicbitmaprenderer;epicbitmaprenderer
com.qcloud:qcloud-sdk;com.qcloud;qcloud-sdk
net.oschina.bilbodai.common.retrofitor:retrofitor;net.oschina.bilbodai.common.retrofitor;retrofitor
org.webjars.npm:angular2-input-mask;org.webjars.npm;angular2-input-mask
com.github.texxel:DataSerializer;com.github.texxel;DataSerializer
org.webjars.bower:github-com-vaadin-vaadin-core-elements;org.webjars.bower;github-com-vaadin-vaadin-core-elements
org.webjars.bower:github-com-vaadin-vaadin-date-picker;org.webjars.bower;github-com-vaadin-vaadin-date-picker
org.webjars.bower:github-com-vaadin-vaadin-combo-box;org.webjars.bower;github-com-vaadin-vaadin-combo-box
org.wso2.appmanager:org.wso2.appmanager.ui.integration.test;org.wso2.appmanager;org.wso2.appmanager.ui.integration.test
org.wso2.appmanager:org.wso2.appmanager.integration.test;org.wso2.appmanager;org.wso2.appmanager.integration.test
org.wso2.appmanager:org.wso2.appmanager.test.common.utils;org.wso2.appmanager;org.wso2.appmanager.test.common.utils
org.wso2.appmanager:integration;org.wso2.appmanager;integration
org.wso2.appmanager:eam-distribution-parent;org.wso2.appmanager;eam-distribution-parent
org.wso2.appmanager:eam-toolbox;org.wso2.appmanager;eam-toolbox
org.wso2.appmanager:appm-profile;org.wso2.appmanager;appm-profile
org.wso2.appmanager:eam-profile-gen-parent;org.wso2.appmanager;eam-profile-gen-parent
org.wso2.appmanager:org.wso2.stratos.appmgt.login.ui.feature;org.wso2.appmanager;org.wso2.stratos.appmgt.login.ui.feature
org.wso2.appmanager:org.wso2.stratos.appmgt.dashboard.ui.feature;org.wso2.appmanager;org.wso2.stratos.appmgt.dashboard.ui.feature
org.wso2.appmanager:org.wso2.stratos.appmgt.utils.feature;org.wso2.appmanager;org.wso2.stratos.appmgt.utils.feature
org.wso2.appmanager:org.wso2.stratos.appmgt.styles.feature;org.wso2.appmanager;org.wso2.stratos.appmgt.styles.feature
org.wso2.appmanager:wso2stratos-appmgt-features;org.wso2.appmanager;wso2stratos-appmgt-features
org.wso2.appmanager:org.wso2.appmanager.styles.feature;org.wso2.appmanager;org.wso2.appmanager.styles.feature
org.wso2.appmanager:appmgt-features;org.wso2.appmanager;appmgt-features
org.wso2.appmanager:eam-features-parent;org.wso2.appmanager;eam-features-parent
org.wso2.appmanager:org.wso2.stratos.appmgt.login.ui;org.wso2.appmanager;org.wso2.stratos.appmgt.login.ui
org.wso2.appmanager:org.wso2.stratos.appmgt.dashboard.ui;org.wso2.appmanager;org.wso2.stratos.appmgt.dashboard.ui
org.wso2.appmanager:org.wso2.stratos.appmgt.styles;org.wso2.appmanager;org.wso2.stratos.appmgt.styles
org.wso2.appmanager:org.wso2.appmanager.styles;org.wso2.appmanager;org.wso2.appmanager.styles
org.wso2.appmanager:appmgt-styles-parent;org.wso2.appmanager;appmgt-styles-parent
org.wso2.appmanager:wso2-enterprise-appmanager-parent;org.wso2.appmanager;wso2-enterprise-appmanager-parent
org.lucee:antlr;org.lucee;antlr
io.github.mkjung:vlc-android-sdk-ivi;io.github.mkjung;vlc-android-sdk-ivi
com.github.tientun:retrofit-mock-response;com.github.tientun;retrofit-mock-response
com.mysaasa:used-util;com.mysaasa;used-util
org.gramar:gramar;org.gramar;gramar
org.thymeleaf.extras:thymeleaf-extras-conditionalcomments;org.thymeleaf.extras;thymeleaf-extras-conditionalcomments
io.v:syncbase;io.v;syncbase
org.http4s:http4s-argonaut62_2.11;org.http4s;http4s-argonaut62_2.11
