com.github.gfx.ribbonizer:plugin;com.github.gfx.ribbonizer;plugin
org.wso2.appserver.shade.slf4j:slf4j-shaded;org.wso2.appserver.shade.slf4j;slf4j-shaded
org.wso2.appserver:shaded-libs;org.wso2.appserver;shaded-libs
io.skullabs.stalkr:stalkr-crawler;io.skullabs.stalkr;stalkr-crawler
io.skullabs.stalkr:stalkr-death-by-captcha;io.skullabs.stalkr;stalkr-death-by-captcha
io.skullabs.stalkr:stalkr-commons;io.skullabs.stalkr;stalkr-commons
io.skullabs.stalkr:stalkr-http;io.skullabs.stalkr;stalkr-http
org.daisy.libs:logback-osgi-adapter;org.daisy.libs;logback-osgi-adapter
org.springframework.cloud.stream.app.plugin:spring-cloud-stream-app-documentation-maven-plugin;org.springframework.cloud.stream.app.plugin;spring-cloud-stream-app-documentation-maven-plugin
org.geolatte:geolatte-common;org.geolatte;geolatte-common
org.webjars:moowheel;org.webjars;moowheel
com.englishtown.vertx:vertx-guice;com.englishtown.vertx;vertx-guice
com.englishtown.vertx:vertx-guice-parent;com.englishtown.vertx;vertx-guice-parent
org.webjars.npm:text-mask-all;org.webjars.npm;text-mask-all
com.github.shiver-me-timbers:smt-building;com.github.shiver-me-timbers;smt-building
com.smartbear.readyapi:ready-api-testserver-client;com.smartbear.readyapi;ready-api-testserver-client
org.webjars.bower:github-com-manolo-highcharts-dist;org.webjars.bower;github-com-manolo-highcharts-dist
org.restcomm:sbc-testsuite;org.restcomm;sbc-testsuite
fr.lirmm.graphik:graal-distro;fr.lirmm.graphik;graal-distro
fr.lirmm.graphik:graal-examples;fr.lirmm.graphik;graal-examples
fr.lirmm.graphik:graal-interpreter;fr.lirmm.graphik;graal-interpreter
fr.lirmm.graphik:forward-chaining;fr.lirmm.graphik;forward-chaining
fr.lirmm.graphik:utility-tools;fr.lirmm.graphik;utility-tools
fr.lirmm.graphik:graal-query;fr.lirmm.graphik;graal-query
fr.lirmm.graphik:graal-converter;fr.lirmm.graphik;graal-converter
fr.lirmm.graphik:graal-io-iris-dtg;fr.lirmm.graphik;graal-io-iris-dtg
fr.lirmm.graphik:graal-cqa;fr.lirmm.graphik;graal-cqa
fr.lirmm.graphik:graal-cli;fr.lirmm.graphik;graal-cli
fr.lirmm.graphik:graal-apps-incubator;fr.lirmm.graphik;graal-apps-incubator
fr.lirmm.graphik:graal-apps;fr.lirmm.graphik;graal-apps
fr.lirmm.graphik:graal-incubator-misc;fr.lirmm.graphik;graal-incubator-misc
fr.lirmm.graphik:graal-incubator;fr.lirmm.graphik;graal-incubator
fr.lirmm.graphik:graal-main-project;fr.lirmm.graphik;graal-main-project
org.webjars.npm:github-com-cayasso-cacheman;org.webjars.npm;github-com-cayasso-cacheman
com.github.sjitech:qj-rethinkdb-driver;com.github.sjitech;qj-rethinkdb-driver
me.grapebaba:hyperledger-java-client;me.grapebaba;hyperledger-java-client
me.grapebaba:hyperledger-java-examples;me.grapebaba;hyperledger-java-examples
me.grapebaba:hyperledger-java;me.grapebaba;hyperledger-java
com.github.arturopala:scala-xml-security_2.11;com.github.arturopala;scala-xml-security_2.11
org.webjars.npm:fixed-data-table;org.webjars.npm;fixed-data-table
org.amebastack.template:ameba-mvc-httl;org.amebastack.template;ameba-mvc-httl
ru.ilb.swagger:swagger-ui-ext;ru.ilb.swagger;swagger-ui-ext
com.github.captain-miao:autofittextview;com.github.captain-miao;autofittextview
com.github.0604hx:nerve-spring-web;com.github.0604hx;nerve-spring-web
com.github.0604hx:nerve-spring-repository-mongo;com.github.0604hx;nerve-spring-repository-mongo
com.mindorks:paracamera;com.mindorks;paracamera
com.trueaccord.scalapb:protoc-bridge_2.12.0-M2;com.trueaccord.scalapb;protoc-bridge_2.12.0-M2
org.jire.kotmem:Kotmem;org.jire.kotmem;Kotmem
org.jire.kton:KTON;org.jire.kton;KTON
com.github.0604hx:nerve-utils;com.github.0604hx;nerve-utils
com.intuit.autumn:autumn;com.intuit.autumn;autumn
com.intuit.autumn:autumn-manage;com.intuit.autumn;autumn-manage
com.intuit.autumn:autumn-metrics;com.intuit.autumn;autumn-metrics
com.intuit.autumn:autumn-service;com.intuit.autumn;autumn-service
com.intuit.autumn:autumn-utils;com.intuit.autumn;autumn-utils
com.intuit.autumn:autumn-web;com.intuit.autumn;autumn-web
com.intuit.autumn:autumn-client;com.intuit.autumn;autumn-client
com.intuit.autumn:autumn-exemplary;com.intuit.autumn;autumn-exemplary
com.intuit.autumn:autumn-api;com.intuit.autumn;autumn-api
com.intuit.autumn:autumn-crypto;com.intuit.autumn;autumn-crypto
com.intuit.autumn:autumn-view;com.intuit.autumn;autumn-view
me.frmr.newrelic:lift-newrelic_2.10;me.frmr.newrelic;lift-newrelic_2.10
me.frmr.newrelic:lift-newrelic_2.9.2;me.frmr.newrelic;lift-newrelic_2.9.2
me.frmr.newrelic:lift-newrelic_2.9.1;me.frmr.newrelic;lift-newrelic_2.9.1
com.lightbend.play:jnotify;com.lightbend.play;jnotify
com.google.protobuf:protobuf-lite;com.google.protobuf;protobuf-lite
com.googlecode:jfreesane;com.googlecode;jfreesane
de.zazaz.iot.bosch.indego:bosch-indego-controller-srvmock;de.zazaz.iot.bosch.indego;bosch-indego-controller-srvmock
de.zazaz.iot.bosch.indego:bosch-indego-controller-scratchpad;de.zazaz.iot.bosch.indego;bosch-indego-controller-scratchpad
de.zazaz.iot.bosch.indego:bosch-indego-controller-dist;de.zazaz.iot.bosch.indego;bosch-indego-controller-dist
de.zazaz.iot.bosch.indego:bosch-indego-controller-mqtt;de.zazaz.iot.bosch.indego;bosch-indego-controller-mqtt
de.zazaz.iot.bosch.indego:bosch-indego-controller-ifttt;de.zazaz.iot.bosch.indego;bosch-indego-controller-ifttt
de.zazaz.iot.bosch.indego:bosch-indego-controller-lib;de.zazaz.iot.bosch.indego;bosch-indego-controller-lib
de.zazaz.iot.bosch.indego:bosch-indego-controller;de.zazaz.iot.bosch.indego;bosch-indego-controller
com.mindorks:mindorkstestlibrary;com.mindorks;mindorkstestlibrary
tv.cntt:usnames;tv.cntt;usnames
com.google.protobuf:protoc-gen-javalite;com.google.protobuf;protoc-gen-javalite
com.marcosbarbero.core:spring-security-starter-ldap;com.marcosbarbero.core;spring-security-starter-ldap
com.github.ailyenko:bigquery-schema-parser;com.github.ailyenko;bigquery-schema-parser
org.webjars.bower:github-com-PolymerElements-iron-swipeable-container;org.webjars.bower;github-com-PolymerElements-iron-swipeable-container
org.webjars.bower:github-com-PolymerElements-iron-label;org.webjars.bower;github-com-PolymerElements-iron-label
com.github.SubhrajyotiSen:captchaview;com.github.SubhrajyotiSen;captchaview
org.webjars.bower:long;org.webjars.bower;long
org.webjars.bower:bytebuffer;org.webjars.bower;bytebuffer
org.webjars:hal-browser;org.webjars;hal-browser
br.com.objectos:net;br.com.objectos;net
org.cicomponents:cicomponents-test;org.cicomponents;cicomponents-test
org.cicomponents:cicomponents-github-api;org.cicomponents;cicomponents-github-api
org.cicomponents:cicomponents-github;org.cicomponents;cicomponents-github
org.cicomponents:cicomponents-git-api;org.cicomponents;cicomponents-git-api
org.cicomponents:cicomponents-git;org.cicomponents;cicomponents-git
org.cicomponents:cicomponents-fs-api;org.cicomponents;cicomponents-fs-api
org.cicomponents:cicomponents-fs;org.cicomponents;cicomponents-fs
org.webjars.npm:string-convert;org.webjars.npm;string-convert
org.cicomponents:cicomponents-core;org.cicomponents;cicomponents-core
org.cicomponents:cicomponents-common;org.cicomponents;cicomponents-common
org.webjars.npm:json2mq;org.webjars.npm;json2mq
org.cicomponents:cicomponents-ci;org.cicomponents;cicomponents-ci
org.cicomponents:cicomponents-badges-api;org.cicomponents;cicomponents-badges-api
org.cicomponents:cicomponents-badges;org.cicomponents;cicomponents-badges
org.cicomponents:cicomponents-api;org.cicomponents;cicomponents-api
eu.europa.ec.grow.espd:exchange-model;eu.europa.ec.grow.espd;exchange-model
org.webjars.bower:ui-utils;org.webjars.bower;ui-utils
org.webjars.bower:ng-symbiosis-routeprovider;org.webjars.bower;ng-symbiosis-routeprovider
org.webjars.bower:ng-symbiosis-repository;org.webjars.bower;ng-symbiosis-repository
org.webjars.bower:ng-symbiosis-model;org.webjars.bower;ng-symbiosis-model
org.webjars.bower:ng-symbiosis-utils;org.webjars.bower;ng-symbiosis-utils
org.webjars.bower:log;org.webjars.bower;log
com.mastercard.api:risk-based-decisioning;com.mastercard.api;risk-based-decisioning
hu.supercluster:overpasser-retrofit-legacy-adapter;hu.supercluster;overpasser-retrofit-legacy-adapter
hu.supercluster:overpasser-retrofit-adapter;hu.supercluster;overpasser-retrofit-adapter
hu.supercluster:overpasser;hu.supercluster;overpasser
be.wegenenverkeer:atomium-client-akka_2.11;be.wegenenverkeer;atomium-client-akka_2.11
be.wegenenverkeer:atomium-format-java;be.wegenenverkeer;atomium-format-java
be.wegenenverkeer:atomium-server-mongo_2.11;be.wegenenverkeer;atomium-server-mongo_2.11
be.wegenenverkeer:atomium-format_2.11;be.wegenenverkeer;atomium-format_2.11
com.futureplatforms.kirin:ios;com.futureplatforms.kirin;ios
com.futureplatforms.kirin:android;com.futureplatforms.kirin;android
com.futureplatforms.kirin:console;com.futureplatforms.kirin;console
com.futureplatforms.kirin:gwt;com.futureplatforms.kirin;gwt
com.futureplatforms.kirin:core;com.futureplatforms.kirin;core
com.futureplatforms.kirin:gwtstub;com.futureplatforms.kirin;gwtstub
com.futureplatforms.kirin:kirin;com.futureplatforms.kirin;kirin
com.github.slezadav:backgroundTasks;com.github.slezadav;backgroundTasks
com.github.asteraether.tomlib:TomLib;com.github.asteraether.tomlib;TomLib
org.jboss.resteasy:http-adapter-pom;org.jboss.resteasy;http-adapter-pom
org.webjars.bower:angular-component-factory;org.webjars.bower;angular-component-factory
org.webjars.bower:angular-data;org.webjars.bower;angular-data
org.sonarsource.fxcop:sonar-fxcop-library;org.sonarsource.fxcop;sonar-fxcop-library
se.marcuslonnberg:scala-docker_2.11;se.marcuslonnberg;scala-docker_2.11
com.easyrong:easyrong-manage-sdk;com.easyrong;easyrong-manage-sdk
org.webjars.bower:AngularJS-Toaster;org.webjars.bower;AngularJS-Toaster
com.vietkite.adnetwork:inad;com.vietkite.adnetwork;inad
com.jensfendler:ninja-ebean-ng-module;com.jensfendler;ninja-ebean-ng-module
com.jensfendler:ninja-ebean-ng;com.jensfendler;ninja-ebean-ng
org.webjars.bower:github-com-manolo-vaadin-charts;org.webjars.bower;github-com-manolo-vaadin-charts
net.oneandone:setenv;net.oneandone;setenv
com.github.oncizl:recycler-item-click;com.github.oncizl;recycler-item-click
com.fireflysource:firefly-slf4j-jdk7;com.fireflysource;firefly-slf4j-jdk7
com.fireflysource:firefly-common-jdk7;com.fireflysource;firefly-common-jdk7
com.fireflysource:firefly-db-jdk7;com.fireflysource;firefly-db-jdk7
com.fireflysource:firefly-nettool-jdk7;com.fireflysource;firefly-nettool-jdk7
com.fireflysource:firefly-template-jdk7;com.fireflysource;firefly-template-jdk7
com.fireflysource:firefly-jdk7;com.fireflysource;firefly-jdk7
com.fireflysource:firefly-framework-jdk7;com.fireflysource;firefly-framework-jdk7
com.github.oncizl:ms903;com.github.oncizl;ms903
com.github.oncizl:helper;com.github.oncizl;helper
com.github.oncizl:header-manager;com.github.oncizl;header-manager
io.github.ezutil:dazzle;io.github.ezutil;dazzle
com.github.captain-miao:multisizetextview;com.github.captain-miao;multisizetextview
com.flipkart.fdp.ml:adapters;com.flipkart.fdp.ml;adapters
io.entilzha:spark-s3_2.10;io.entilzha;spark-s3_2.10
com.sparklinedata:spark-datetime_2.10;com.sparklinedata;spark-datetime_2.10
org.webjars.bower:angular-morris-chart;org.webjars.bower;angular-morris-chart
net.onedaybeard.kbdluv:kbdluv-artemis;net.onedaybeard.kbdluv;kbdluv-artemis
com.google.api.grpc:grpc-core-proto;com.google.api.grpc;grpc-core-proto
org.clapper:grizzled-slf4j_2.12.0-M5;org.clapper;grizzled-slf4j_2.12.0-M5
com.aptoide.pt:controller-detector;com.aptoide.pt;controller-detector
io.chapp.commons:commons;io.chapp.commons;commons
io.chapp.commons:commons-locale;io.chapp.commons;commons-locale
io.github.soc:testng-interface_2.12.0-M5;io.github.soc;testng-interface_2.12.0-M5
io.github.soc:testng-scalajs-plugin_2.12.0-M5;io.github.soc;testng-scalajs-plugin_2.12.0-M5
io.github.soc:testng-interface_sjs0.6_2.12.0-M5;io.github.soc;testng-interface_sjs0.6_2.12.0-M5
io.github.soc:testng-runtime_sjs0.6_2.12.0-M5;io.github.soc;testng-runtime_sjs0.6_2.12.0-M5
org.webjars.bower:github-com-polymerelements-iron-scroll-threshold;org.webjars.bower;github-com-polymerelements-iron-scroll-threshold
org.webjars.bower:github-com-polymerelements-iron-swipeable-container;org.webjars.bower;github-com-polymerelements-iron-swipeable-container
org.webjars.npm:make-plural;org.webjars.npm;make-plural
org.webjars.npm:jquery-csrf-prefilter;org.webjars.npm;jquery-csrf-prefilter
org.webjars.bower:iron-input;org.webjars.bower;iron-input
com.fitbur.external:external-failsafe;com.fitbur.external;external-failsafe
de.dimensionv:commonutilities;de.dimensionv;commonutilities
org.webjars.npm:react-gateway;org.webjars.npm;react-gateway
org.eclipse.scout.sdk.deps:org.eclipse.pde.ui;org.eclipse.scout.sdk.deps;org.eclipse.pde.ui
org.eclipse.scout.sdk.deps:org.eclipse.pde.core;org.eclipse.scout.sdk.deps;org.eclipse.pde.core
org.eclipse.scout.sdk.deps:org.eclipse.ltk.ui.refactoring;org.eclipse.scout.sdk.deps;org.eclipse.ltk.ui.refactoring
org.eclipse.scout.sdk.deps:org.eclipse.ltk.core.refactoring;org.eclipse.scout.sdk.deps;org.eclipse.ltk.core.refactoring
org.eclipse.scout.sdk.deps:org.eclipse.search;org.eclipse.scout.sdk.deps;org.eclipse.search
org.eclipse.scout.sdk.deps:org.eclipse.text;org.eclipse.scout.sdk.deps;org.eclipse.text
org.eclipse.scout.sdk.deps:org.eclipse.debug.ui;org.eclipse.scout.sdk.deps;org.eclipse.debug.ui
org.eclipse.scout.sdk.deps:org.eclipse.debug.core;org.eclipse.scout.sdk.deps;org.eclipse.debug.core
org.eclipse.scout.sdk.deps:org.eclipse.core.jobs;org.eclipse.scout.sdk.deps;org.eclipse.core.jobs
org.eclipse.scout.sdk.deps:org.eclipse.core.runtime;org.eclipse.scout.sdk.deps;org.eclipse.core.runtime
org.eclipse.scout.sdk.deps:org.eclipse.core.variables;org.eclipse.scout.sdk.deps;org.eclipse.core.variables
org.eclipse.scout.sdk.deps:org.eclipse.core.filesystem;org.eclipse.scout.sdk.deps;org.eclipse.core.filesystem
org.eclipse.scout.sdk.deps:org.eclipse.core.expressions;org.eclipse.scout.sdk.deps;org.eclipse.core.expressions
org.eclipse.scout.sdk.deps:org.eclipse.core.contenttype;org.eclipse.scout.sdk.deps;org.eclipse.core.contenttype
org.eclipse.scout.sdk.deps:org.eclipse.core.commands;org.eclipse.scout.sdk.deps;org.eclipse.core.commands
org.eclipse.scout.sdk.deps:org.eclipse.core.resources;org.eclipse.scout.sdk.deps;org.eclipse.core.resources
org.eclipse.scout.sdk.deps:org.eclipse.compare;org.eclipse.scout.sdk.deps;org.eclipse.compare
org.eclipse.scout.sdk.deps:org.eclipse.equinox.preferences;org.eclipse.scout.sdk.deps;org.eclipse.equinox.preferences
org.eclipse.scout.sdk.deps:org.eclipse.equinox.registry;org.eclipse.scout.sdk.deps;org.eclipse.equinox.registry
org.eclipse.scout.sdk.deps:org.eclipse.equinox.security;org.eclipse.scout.sdk.deps;org.eclipse.equinox.security
org.eclipse.scout.sdk.deps:org.eclipse.equinox.common;org.eclipse.scout.sdk.deps;org.eclipse.equinox.common
org.eclipse.scout.sdk.deps:org.eclipse.osgi;org.eclipse.scout.sdk.deps;org.eclipse.osgi
org.eclipse.scout.sdk.deps:org.eclipse.ui.forms;org.eclipse.scout.sdk.deps;org.eclipse.ui.forms
org.eclipse.scout.sdk.deps:org.eclipse.ui.views;org.eclipse.scout.sdk.deps;org.eclipse.ui.views
org.eclipse.scout.sdk.deps:org.eclipse.ui;org.eclipse.scout.sdk.deps;org.eclipse.ui
org.eclipse.scout.sdk.deps:org.eclipse.ui.console;org.eclipse.scout.sdk.deps;org.eclipse.ui.console
org.eclipse.scout.sdk.deps:org.eclipse.ui.editors;org.eclipse.scout.sdk.deps;org.eclipse.ui.editors
org.eclipse.scout.sdk.deps:org.eclipse.ui.ide;org.eclipse.scout.sdk.deps;org.eclipse.ui.ide
org.eclipse.scout.sdk.deps:org.eclipse.swt.win32.win32.x86;org.eclipse.scout.sdk.deps;org.eclipse.swt.win32.win32.x86
org.eclipse.scout.sdk.deps:org.eclipse.jface.text;org.eclipse.scout.sdk.deps;org.eclipse.jface.text
org.eclipse.scout.sdk.deps:org.eclipse.jface;org.eclipse.scout.sdk.deps;org.eclipse.jface
org.eclipse.scout.sdk.deps:org.eclipse.ui.workbench.texteditor;org.eclipse.scout.sdk.deps;org.eclipse.ui.workbench.texteditor
org.eclipse.scout.sdk.deps:org.eclipse.ui.workbench;org.eclipse.scout.sdk.deps;org.eclipse.ui.workbench
org.eclipse.scout.sdk.deps:org.eclipse.jdt.debug.ui;org.eclipse.scout.sdk.deps;org.eclipse.jdt.debug.ui
org.eclipse.scout.sdk.deps:org.eclipse.jdt.launching;org.eclipse.scout.sdk.deps;org.eclipse.jdt.launching
org.eclipse.scout.sdk.deps:org.eclipse.jdt.ui;org.eclipse.scout.sdk.deps;org.eclipse.jdt.ui
org.eclipse.scout.sdk.deps:org.eclipse.jdt.core.manipulation;org.eclipse.scout.sdk.deps;org.eclipse.jdt.core.manipulation
org.eclipse.scout.sdk.deps:org.eclipse.jdt.junit;org.eclipse.scout.sdk.deps;org.eclipse.jdt.junit
org.eclipse.scout.sdk.deps:org.eclipse.jdt.core;org.eclipse.scout.sdk.deps;org.eclipse.jdt.core
org.zalando.stups:junit-redis;org.zalando.stups;junit-redis
com.github.anno4j:anno4j-ontologies-mico;com.github.anno4j;anno4j-ontologies-mico
cn.mapway:mapway-doc;cn.mapway;mapway-doc
org.mdedetrich:mdc-async_2.11;org.mdedetrich;mdc-async_2.11
org.webjars.bower:github-com-polymerelements-iron-test-helpers;org.webjars.bower;github-com-polymerelements-iron-test-helpers
io.github.mkjung:ivi-media-framework;io.github.mkjung;ivi-media-framework
com.github.ulisesbocchio:spring-boot-jar-resources-demo;com.github.ulisesbocchio;spring-boot-jar-resources-demo
com.sitewhere:sitewhere-groovy;com.sitewhere;sitewhere-groovy
com.sitewhere:sitewhere-ehcache;com.sitewhere;sitewhere-ehcache
eu.inn:binders-core_2.10;eu.inn;binders-core_2.10
io.bigdime:bigdime-dist;io.bigdime;bigdime-dist
eu.inn:binders-core_2.11;eu.inn;binders-core_2.11
io.bigdime:file-data;io.bigdime;file-data
io.bigdime:sql-data;io.bigdime;sql-data
io.bigdime:click-stream;io.bigdime;click-stream
io.bigdime:bigdime-adaptor;io.bigdime;bigdime-adaptor
io.bigdime:bigdime-reference-adaptors;io.bigdime;bigdime-reference-adaptors
io.bigdime:bigdime-management-console;io.bigdime;bigdime-management-console
io.bigdime.bigdime-monitoring:bigdime-monitoring-service;io.bigdime.bigdime-monitoring;bigdime-monitoring-service
io.bigdime.bigdime-monitoring:splunk-monitoring-impl;io.bigdime.bigdime-monitoring;splunk-monitoring-impl
io.bigdime.bigdime-monitoring:bigdime-monitoring-impl;io.bigdime.bigdime-monitoring;bigdime-monitoring-impl
io.bigdime:bigdime-monitoring;io.bigdime;bigdime-monitoring
io.bigdime:bigdime-validators;io.bigdime;bigdime-validators
io.bigdime:bigdime-data-handlers;io.bigdime;bigdime-data-handlers
io.bigdime:bigdime-runtimeinfo-management;io.bigdime;bigdime-runtimeinfo-management
io.bigdime:bigdime-core;io.bigdime;bigdime-core
io.bigdime:bigdime-metadata-management;io.bigdime;bigdime-metadata-management
io.bigdime:bigdime-hive-lib;io.bigdime;bigdime-hive-lib
io.bigdime:bigdime-avro-lib;io.bigdime;bigdime-avro-lib
io.bigdime:bigdime-kafka-lib;io.bigdime;bigdime-kafka-lib
io.bigdime:bigdime-hdfs-lib;io.bigdime;bigdime-hdfs-lib
io.bigdime:bigdime-common-test-utils;io.bigdime;bigdime-common-test-utils
io.bigdime:bigdime-composite-alerting-impl;io.bigdime;bigdime-composite-alerting-impl
io.bigdime:bigdime-hbase-lib;io.bigdime;bigdime-hbase-lib
io.bigdime:bigdime-libraries;io.bigdime;bigdime-libraries
io.bigdime:bigdime-commons;io.bigdime;bigdime-commons
io.bigdime:bigdime-alerting-impl;io.bigdime;bigdime-alerting-impl
io.bigdime:bigdime-alerting-api;io.bigdime;bigdime-alerting-api
io.bigdime:bigdime;io.bigdime;bigdime
com.groupon.dse:mezzanine;com.groupon.dse;mezzanine
org.webjars.bower:ngtoast;org.webjars.bower;ngtoast
com.nequi:nequi-eco-api-sdk;com.nequi;nequi-eco-api-sdk
io.iteratee:iteratee-twitter_2.10;io.iteratee;iteratee-twitter_2.10
org.webjars.bower:github-com-polymerelements-paper-toggle-button;org.webjars.bower;github-com-polymerelements-paper-toggle-button
org.webjars.bower:github-com-polymerelements-paper-radio-group;org.webjars.bower;github-com-polymerelements-paper-radio-group
org.webjars.bower:github-com-polymerelements-paper-fab;org.webjars.bower;github-com-polymerelements-paper-fab
org.webjars.bower:github-com-polymerelements-paper-drawer-panel;org.webjars.bower;github-com-polymerelements-paper-drawer-panel
org.webjars.bower:github-com-polymerelements-paper-dialog;org.webjars.bower;github-com-polymerelements-paper-dialog
org.webjars.bower:github-com-polymerelements-paper-dialog-scrollable;org.webjars.bower;github-com-polymerelements-paper-dialog-scrollable
org.bitbucket.cowwoc:sqlstate;org.bitbucket.cowwoc;sqlstate
org.webjars.bower:github-com-manolo-paper-elements;org.webjars.bower;github-com-manolo-paper-elements
com.pi4j:pi4j-service;com.pi4j;pi4j-service
org.webjars.bower:github-com-polymerelements-paper-elements;org.webjars.bower;github-com-polymerelements-paper-elements
com.darwinsys:crashburnfree-library;com.darwinsys;crashburnfree-library
jp.co.bizreach:robotparser-scala_2.11;jp.co.bizreach;robotparser-scala_2.11
br.com.bemobi:medescope;br.com.bemobi;medescope
org.bitbucket.cowwoc:SQLState;org.bitbucket.cowwoc;SQLState
com.cloudbees.maven.release:cloudbee-maven-release-version-policy;com.cloudbees.maven.release;cloudbee-maven-release-version-policy
org.webjars.bower:github-com-vaadin-vaadin-grid;org.webjars.bower;github-com-vaadin-vaadin-grid
org.webjars.bower:github-com-polymerelements-iron-demo-helpers;org.webjars.bower;github-com-polymerelements-iron-demo-helpers
org.webjars.bower:github-com-polymerelements-iron-form;org.webjars.bower;github-com-polymerelements-iron-form
net.wasdev.wlp.sample:ferret;net.wasdev.wlp.sample;ferret
com.nhl.bootique.bom:bootique-bom;com.nhl.bootique.bom;bootique-bom
com.nhl.bootique.bom:bootique-bom-parent;com.nhl.bootique.bom;bootique-bom-parent
com.nhl.bootique.linkrest:bootique-linkrest;com.nhl.bootique.linkrest;bootique-linkrest
com.nhl.bootique.linkmove:bootique-linkmove;com.nhl.bootique.linkmove;bootique-linkmove
com.nhl.bootique.jersey:bootique-jersey;com.nhl.bootique.jersey;bootique-jersey
com.nhl.bootique.tapestry:bootique-tapestry;com.nhl.bootique.tapestry;bootique-tapestry
com.nhl.bootique.job:bootique-job;com.nhl.bootique.job;bootique-job
org.webjars.bower:github-com-fntneves-jquery-labelauty;org.webjars.bower;github-com-fntneves-jquery-labelauty
com.glookast.api:api-fims;com.glookast.api;api-fims
org.webjars.bower:angular-timezone-selector;org.webjars.bower;angular-timezone-selector
com.glookast.commons:commons-xml;com.glookast.commons;commons-xml
org.webjars.npm:vaadin__angular2-polymer;org.webjars.npm;vaadin__angular2-polymer
com.bimface:bimface-sdk;com.bimface;bimface-sdk
org.webjars.bower:github-com-polymerelements-paper-toast;org.webjars.bower;github-com-polymerelements-paper-toast
com.bimface:api-sdk;com.bimface;api-sdk
org.knowhowlab.maven.plugins:keepass-maven-plugin;org.knowhowlab.maven.plugins;keepass-maven-plugin
org.webjars.bower:microplugin;org.webjars.bower;microplugin
org.webjars.bower:angular-pretty-xml;org.webjars.bower;angular-pretty-xml
in.clouthink.daas:daas-we;in.clouthink.daas;daas-we
org.webjars.bower:angular-resize;org.webjars.bower;angular-resize
io.github.dheid:blowfishj;io.github.dheid;blowfishj
com.github.alexdlaird:finicityclient;com.github.alexdlaird;finicityclient
org.webjars.bower:jquery-cropbox;org.webjars.bower;jquery-cropbox
org.freedesktop:wayland;org.freedesktop;wayland
org.freedesktop:stubs;org.freedesktop;stubs
org.webjars.bower:jqBootstrapValidation;org.webjars.bower;jqBootstrapValidation
cz.cesnet.cloud:jocci-api;cz.cesnet.cloud;jocci-api
cz.cesnet.cloud:jocci-core;cz.cesnet.cloud;jocci-core
com.rafalzajfert:android-logger;com.rafalzajfert;android-logger
com.glookast.api:api-fims-schemas;com.glookast.api;api-fims-schemas
com.opentable.testing:otj-test-log-config;com.opentable.testing;otj-test-log-config
com.github.eeichinger.service-virtualisation:jdbc-service-virtualisation;com.github.eeichinger.service-virtualisation;jdbc-service-virtualisation
com.jensfendler:ninja-camunda;com.jensfendler;ninja-camunda
com.novartis.opensource:jsqlparser;com.novartis.opensource;jsqlparser
io.fabric8:fabric8-maven-generator-java-app;io.fabric8;fabric8-maven-generator-java-app
io.fabric8:fabric8-maven-enricher-build;io.fabric8;fabric8-maven-enricher-build
com.github.bcruts:clusterexpanding;com.github.bcruts;clusterexpanding
com.nhl.bootique.cayenne:bootique-cayenne;com.nhl.bootique.cayenne;bootique-cayenne
com.nhl.bootique.cayenne:bootique-cayenne-parent;com.nhl.bootique.cayenne;bootique-cayenne-parent
com.nhl.bootique.jetty:bootique-jetty-test;com.nhl.bootique.jetty;bootique-jetty-test
com.nhl.bootique.jetty:bootique-jetty-instrumented;com.nhl.bootique.jetty;bootique-jetty-instrumented
com.nhl.bootique.jetty:bootique-jetty;com.nhl.bootique.jetty;bootique-jetty
com.nhl.bootique.jetty:bootique-jetty-parent;com.nhl.bootique.jetty;bootique-jetty-parent
software.committed:rejux;software.committed;rejux
com.nhl.bootique.curator:bootique-curator;com.nhl.bootique.curator;bootique-curator
org.webjars:slidebars;org.webjars;slidebars
org.webjars.bower:datatables.net-fixedcolumns-bs;org.webjars.bower;datatables.net-fixedcolumns-bs
org.zalando:nakadi;org.zalando;nakadi
org.webjars.npm:watchr;org.webjars.npm;watchr
org.webjars:datatables-fixedcolumns;org.webjars;datatables-fixedcolumns
com.nhl.bootique:bootique-test;com.nhl.bootique;bootique-test
com.nhl.bootique:bootique;com.nhl.bootique;bootique
cn.jiguang:jpush;cn.jiguang;jpush
com.nhl.bootique:bootique-framework-parent;com.nhl.bootique;bootique-framework-parent
com.smartbear:har-java;com.smartbear;har-java
com.github.jenshaase.uimascala:whitespacetokenizer_2.11;com.github.jenshaase.uimascala;whitespacetokenizer_2.11
com.github.jenshaase.uimascala:breakiteratorsegmenter_2.11;com.github.jenshaase.uimascala;breakiteratorsegmenter_2.11
com.github.jenshaase.uimascala:stanfordpostagger_2.11;com.github.jenshaase.uimascala;stanfordpostagger_2.11
com.github.jenshaase.uimascala:lucenetokenizer_2.11;com.github.jenshaase.uimascala;lucenetokenizer_2.11
com.github.jenshaase.uimascala:stanfordparser_2.11;com.github.jenshaase.uimascala;stanfordparser_2.11
com.github.jenshaase.uimascala:stanfordner_2.11;com.github.jenshaase.uimascala;stanfordner_2.11
com.github.jenshaase.uimascala:arktweetpostagger_2.11;com.github.jenshaase.uimascala;arktweetpostagger_2.11
com.github.jenshaase.uimascala:arktweettokenizer_2.11;com.github.jenshaase.uimascala;arktweettokenizer_2.11
