org.neo4j:parent-central;org.neo4j;parent-central
org.ow2.novabpm.admin:admin-modules-webui;org.ow2.novabpm.admin;admin-modules-webui
org.ow2.novabpm.admin:org.ow2.novabpm.admin.service.orchestra;org.ow2.novabpm.admin;org.ow2.novabpm.admin.service.orchestra
org.ow2.novabpm.admin:org.ow2.novabpm.admin.service.bonita;org.ow2.novabpm.admin;org.ow2.novabpm.admin.service.bonita
org.ow2.novabpm.admin:org.ow2.novabpm.admin.service.commons;org.ow2.novabpm.admin;org.ow2.novabpm.admin.service.commons
org.ow2.novabpm.admin:admin-modules-components-services;org.ow2.novabpm.admin;admin-modules-components-services
org.ow2.novabpm.admin:org.ow2.novabpm.admin.security;org.ow2.novabpm.admin;org.ow2.novabpm.admin.security
org.ow2.novabpm.admin:org.ow2.novabpm.admin.navigation;org.ow2.novabpm.admin;org.ow2.novabpm.admin.navigation
org.ow2.novabpm.admin:admin-modules-components;org.ow2.novabpm.admin;admin-modules-components
org.ow2.novabpm.admin:admin-modules;org.ow2.novabpm.admin;admin-modules
org.ow2.novabpm.admin:admin;org.ow2.novabpm.admin;admin
org.ow2.bonita:bonita-perf-common;org.ow2.bonita;bonita-perf-common
org.ow2.bonita:bonita-api-fullObj-impl;org.ow2.bonita;bonita-api-fullObj-impl
org.ow2.bonita:bonita-api-fullObj;org.ow2.bonita;bonita-api-fullObj
org.ow2.bonita:bonita-identity;org.ow2.bonita;bonita-identity
org.ow2.bonita:bonita-ant-tasks;org.ow2.bonita;bonita-ant-tasks
org.ow2.bonita:bonita-api-accessor;org.ow2.bonita;bonita-api-accessor
org.ow2.bonita:bonita-api;org.ow2.bonita;bonita-api
org.ow2.bonita:bonita-pvm;org.ow2.bonita;bonita-pvm
org.ow2.bonita:bonita-api-obj-impl;org.ow2.bonita;bonita-api-obj-impl
org.ow2.bonita:bonita-api-obj;org.ow2.bonita;bonita-api-obj
org.ow2.bonita:bonita-utils;org.ow2.bonita;bonita-utils
org.ow2.bonita:bonita-util-common;org.ow2.bonita;bonita-util-common
org.ow2.bonita:bonita-parent;org.ow2.bonita;bonita-parent
me.springframework:spring-me-adapter;me.springframework;spring-me-adapter
me.springframework:spring-me-sample-cmdline;me.springframework;spring-me-sample-cmdline
me.springframework:spring-me-sample-j2me;me.springframework;spring-me-sample-j2me
me.springframework:spring-me-samples;me.springframework;spring-me-samples
me.springframework:spring-me-gwt-sample;me.springframework;spring-me-gwt-sample
me.springframework:spring-me-it;me.springframework;spring-me-it
me.springframework:spring-me-maven-plugin;me.springframework;spring-me-maven-plugin
me.springframework:spring-me-core;me.springframework;spring-me-core
me.springframework:spring-me-api;me.springframework;spring-me-api
me.springframework:spring-me;me.springframework;spring-me
org.apache.sling:org.apache.sling.launchpad.webapp;org.apache.sling;org.apache.sling.launchpad.webapp
org.apache.sling:org.apache.sling.launchpad.app;org.apache.sling;org.apache.sling.launchpad.app
org.apache.sling:org.apache.sling.launchpad.bundles;org.apache.sling;org.apache.sling.launchpad.bundles
org.apache.sling:org.apache.sling.jcr.ocm;org.apache.sling;org.apache.sling.jcr.ocm
org.apache.sling:org.apache.sling.openidauth;org.apache.sling;org.apache.sling.openidauth
org.apache.sling:org.apache.sling.httpauth;org.apache.sling;org.apache.sling.httpauth
org.apache.sling:maven-jcrocm-plugin;org.apache.sling;maven-jcrocm-plugin
org.jboss.maven.archetypes:selenium-testng;org.jboss.maven.archetypes;selenium-testng
org.apache.portals:portlet-api_2.0_spec;org.apache.portals;portlet-api_2.0_spec
org.apache.portals:portlet-api_1.0_spec;org.apache.portals;portlet-api_1.0_spec
net.sourceforge.chopchophttpclient:chopchophttpclient;net.sourceforge.chopchophttpclient;chopchophttpclient
com.google.gwt.google-apis:gwt-language;com.google.gwt.google-apis;gwt-language
com.google.gwt.google-apis:gwt-gears;com.google.gwt.google-apis;gwt-gears
com.google.gwt.google-apis:gwt-maps;com.google.gwt.google-apis;gwt-maps
com.google.gwt.google-apis:gwt-search;com.google.gwt.google-apis;gwt-search
com.google.gwt.google-apis:gwt-visualization;com.google.gwt.google-apis;gwt-visualization
com.google.gwt.google-apis:gwt-gadgets;com.google.gwt.google-apis;gwt-gadgets
ca.grimoire:primum-movens;ca.grimoire;primum-movens
ca.grimoire:event-dispatching;ca.grimoire;event-dispatching
checkstyle:checkstyle;checkstyle;checkstyle
javancss:javancss;javancss;javancss
com.cedarsoft.commons:swing-presenter;com.cedarsoft.commons;swing-presenter
com.cedarsoft.commons:actions;com.cedarsoft.commons;actions
jboss:javassist;jboss;javassist
org.jboss.jbossas:jboss-as-dist;org.jboss.jbossas;jboss-as-dist
com.mysema.commons:mysema-commons-mail;com.mysema.commons;mysema-commons-mail
org.objectweb.fractal.juliac.osgi:juliac-osgi-compiler;org.objectweb.fractal.juliac.osgi;juliac-osgi-compiler
org.objectweb.fractal.juliac:juliac-ultra-merge;org.objectweb.fractal.juliac;juliac-ultra-merge
opensymphony:pell-multipart;opensymphony;pell-multipart
org.glassfish.packager:glassfish-jdbc-management;org.glassfish.packager;glassfish-jdbc-management
org.glassfish.packager:glassfish-web-management;org.glassfish.packager;glassfish-web-management
org.glassfish.packager:glassfish-api;org.glassfish.packager;glassfish-api
net.israfil.services.mail:israfil-mail-service-api;net.israfil.services.mail;israfil-mail-service-api
net.israfil.services.mail:israfil-mail-service-javamail;net.israfil.services.mail;israfil-mail-service-javamail
net.israfil.services.mail:israfil-mail-service-parent;net.israfil.services.mail;israfil-mail-service-parent
org.jtestr:jruby-complete;org.jtestr;jruby-complete
grizzly:grizzly;grizzly;grizzly
net.incongru:wiseio;net.incongru;wiseio
org.jvnet.hudson:backend;org.jvnet.hudson;backend
com.pyx4me:j2me-simple;com.pyx4me;j2me-simple
com.pyx4me:pyx4me-archetypes;com.pyx4me;pyx4me-archetypes
com.pyx4me:cldcunit-instrument;com.pyx4me;cldcunit-instrument
com.pyx4me:cldcunit-se;com.pyx4me;cldcunit-se
com.pyx4me:cldcunit;com.pyx4me;cldcunit
com.pyx4me:pyx4me-cldcunit;com.pyx4me;pyx4me-cldcunit
com.pyx4me:obex-maven-plugin;com.pyx4me;obex-maven-plugin
com.pyx4me:j2me-maven-plugin;com.pyx4me;j2me-maven-plugin
com.pyx4me:proguard-maven-plugin;com.pyx4me;proguard-maven-plugin
com.pyx4me:pyx4me;com.pyx4me;pyx4me
com.pyx4me:pyx4me-maven-plugins;com.pyx4me;pyx4me-maven-plugins
org.codehaus.cake:cake-parent;org.codehaus.cake;cake-parent
org.apache.ws.scout:jaxr-api;org.apache.ws.scout;jaxr-api
org.apache.ws.scout:scout-parent;org.apache.ws.scout;scout-parent
org.mod4j.patched:wagon-ftp;org.mod4j.patched;wagon-ftp
org.jvnet.hudson:extras;org.jvnet.hudson;extras
org.ops4j:peaberry.eclipse;org.ops4j;peaberry.eclipse
org.sonatype.book:book-sitemesh-plugin;org.sonatype.book;book-sitemesh-plugin
com.google.code.protoj:protoj-jdk5;com.google.code.protoj;protoj-jdk5
com.google.code.protoj:protoj-jdk6;com.google.code.protoj;protoj-jdk6
org.apache.felix:maven-junit4osgi-plugin;org.apache.felix;maven-junit4osgi-plugin
org.apache.felix:org.apache.felix.ipojo.junit4osgi.swing-gui;org.apache.felix;org.apache.felix.ipojo.junit4osgi.swing-gui
org.apache.felix:org.apache.felix.ipojo.junit4osgi.felix-command;org.apache.felix;org.apache.felix.ipojo.junit4osgi.felix-command
com.google.code.protoj:protoj-exe-jdk6;com.google.code.protoj;protoj-exe-jdk6
org.apache.felix:org.apache.felix.ipojo.junit4osgi;org.apache.felix;org.apache.felix.ipojo.junit4osgi
com.cedarsoft.spring:rcp-minimal-non-jide;com.cedarsoft.spring;rcp-minimal-non-jide
com.cedarsoft.spring:rcp-minimal;com.cedarsoft.spring;rcp-minimal
com.cedarsoft.spring:rcp;com.cedarsoft.spring;rcp
org.ow2.orchestra:orchestra;org.ow2.orchestra;orchestra
org.sonatype.community:nexus-repository-preparation-tool;org.sonatype.community;nexus-repository-preparation-tool
net.sf.mgp:maven-gwt-plugin;net.sf.mgp;maven-gwt-plugin
org.scalamodules:scalamodules.demo.java;org.scalamodules;scalamodules.demo.java
org.scalamodules:scalamodules.demo.track;org.scalamodules;scalamodules.demo.track
org.scalamodules:scalamodules.demo.register;org.scalamodules;scalamodules.demo.register
org.scalamodules:scalamodules.demo.get;org.scalamodules;scalamodules.demo.get
org.scalamodules:scalamodules.demo.depend;org.scalamodules;scalamodules.demo.depend
org.scalamodules:scalamodules.demo;org.scalamodules;scalamodules.demo
org.scalamodules:scalamodules.demo.hello;org.scalamodules;scalamodules.demo.hello
org.scalamodules:scalamodules.services;org.scalamodules;scalamodules.services
org.scalamodules:scalamodules.core;org.scalamodules;scalamodules.core
org.scalamodules:scalamodules.util;org.scalamodules;scalamodules.util
org.scalamodules:scalamodules.bundle-pom;org.scalamodules;scalamodules.bundle-pom
org.scalamodules:scalamodules.root-pom;org.scalamodules;scalamodules.root-pom
org.scalamodules:scalamodules.assembly;org.scalamodules;scalamodules.assembly
org.scalamodules:scalamodules.services.test;org.scalamodules;scalamodules.services.test
org.scalamodules:scalamodules.core.test;org.scalamodules;scalamodules.core.test
com.google.code.protoj:protoj-nodep;com.google.code.protoj;protoj-nodep
com.google.code.protoj:protoj;com.google.code.protoj;protoj
org.scala-tools:time;org.scala-tools;time
org.scala-tools:javautils;org.scala-tools;javautils
com.mysema.commons:mysema-commons-core;com.mysema.commons;mysema-commons-core
com.opensymphony:xwork;com.opensymphony;xwork
org.jboss.microcontainer:jboss-aop-mc-int;org.jboss.microcontainer;jboss-aop-mc-int
org.jboss.microcontainer:jboss-dependency;org.jboss.microcontainer;jboss-dependency
org.jboss.microcontainer:jboss-guice-int;org.jboss.microcontainer;jboss-guice-int
org.jboss.microcontainer:jboss-jmx-aop-mc-int;org.jboss.microcontainer;jboss-jmx-aop-mc-int
org.jboss.microcontainer:jboss-jmx-mc-int;org.jboss.microcontainer;jboss-jmx-mc-int
org.jboss.microcontainer:jboss-kernel;org.jboss.microcontainer;jboss-kernel
org.jboss.microcontainer:jboss-microcontainer;org.jboss.microcontainer;jboss-microcontainer
org.jboss.microcontainer:jboss-microcontainer-dist;org.jboss.microcontainer;jboss-microcontainer-dist
org.jboss.microcontainer:jboss-spring-int;org.jboss.microcontainer;jboss-spring-int
org.parancoe:parancoe-plugin-tiles;org.parancoe;parancoe-plugin-tiles
be.roam.hue:hue;be.roam.hue;hue
org.cometd.tests:cometd-jquery-java;org.cometd.tests;cometd-jquery-java
org.cometd.tests:cometd-tests-project;org.cometd.tests;cometd-tests-project
org.cometd.java:cometd-java-demo;org.cometd.java;cometd-java-demo
org.cometd.jquery:cometd-jquery-examples;org.cometd.jquery;cometd-jquery-examples
org.cometd.jquery:cometd-jquery-project;org.cometd.jquery;cometd-jquery-project
org.cometd.dojox:cometd-dojox-examples;org.cometd.dojox;cometd-dojox-examples
org.cometd.dojox:cometd-dojox-project;org.cometd.dojox;cometd-dojox-project
org.codehaus.yfaces:yfaces-core;org.codehaus.yfaces;yfaces-core
org.nakedobjects:distribution-tarball;org.nakedobjects;distribution-tarball
org.nakedobjects:distribution-documentation;org.nakedobjects;distribution-documentation
org.nakedobjects.examples:expenses-distserver;org.nakedobjects.examples;expenses-distserver
org.nakedobjects.examples:expenses-distclient;org.nakedobjects.examples;expenses-distclient
org.nakedobjects.examples:expenses-webapp;org.nakedobjects.examples;expenses-webapp
org.nakedobjects.examples:expenses-client;org.nakedobjects.examples;expenses-client
org.nakedobjects.examples:expenses-email;org.nakedobjects.examples;expenses-email
org.nakedobjects.examples:expenses-hibernate;org.nakedobjects.examples;expenses-hibernate
org.nakedobjects.examples:expenses-fixture;org.nakedobjects.examples;expenses-fixture
org.nakedobjects.examples:expenses-dom;org.nakedobjects.examples;expenses-dom
org.nakedobjects.examples:expenses;org.nakedobjects.examples;expenses
org.nakedobjects.examples:examples;org.nakedobjects.examples;examples
org.nakedobjects.prototyping:icons;org.nakedobjects.prototyping;icons
org.nakedobjects.prototyping:application;org.nakedobjects.prototyping;application
org.nakedobjects.prototyping:prototyping;org.nakedobjects.prototyping;prototyping
org.nakedobjects:remoting-support;org.nakedobjects;remoting-support
org.nakedobjects.plugins:remoting-xstreammarshal;org.nakedobjects.plugins;remoting-xstreammarshal
org.nakedobjects.plugins:hibernate-support;org.nakedobjects.plugins;hibernate-support
org.nakedobjects.plugins:hibernate-hibernate;org.nakedobjects.plugins;hibernate-hibernate
org.nakedobjects.plugins:hibernate;org.nakedobjects.plugins;hibernate
org.nakedobjects.plugins:remoting-clientserver;org.nakedobjects.plugins;remoting-clientserver
org.nakedobjects.plugins:remoting;org.nakedobjects.plugins;remoting
org.nakedobjects.plugins:htmlviewer-war;org.nakedobjects.plugins;htmlviewer-war
org.nakedobjects.plugins:htmlviewer-webapp;org.nakedobjects.plugins;htmlviewer-webapp
org.nakedobjects.plugins:htmlviewer-client;org.nakedobjects.plugins;htmlviewer-client
org.nakedobjects.plugins:htmlviewer-viewer;org.nakedobjects.plugins;htmlviewer-viewer
org.nakedobjects.plugins:htmlviewer;org.nakedobjects.plugins;htmlviewer
org.nakedobjects.plugins:dndviewer;org.nakedobjects.plugins;dndviewer
org.nakedobjects:xmlpersistence;org.nakedobjects;xmlpersistence
org.nakedobjects:headlessviewer-viewer;org.nakedobjects;headlessviewer-viewer
org.nakedobjects:headlessviewer-applib;org.nakedobjects;headlessviewer-applib
org.nakedobjects:metamodel-examples;org.nakedobjects;metamodel-examples
org.ow2.petals:petals-se-sca;org.ow2.petals;petals-se-sca
org.objectweb.fractal.cecilia.examples:comanche;org.objectweb.fractal.cecilia.examples;comanche
org.objectweb.fractal.cecilia.examples:cloneable;org.objectweb.fractal.cecilia.examples;cloneable
org.objectweb.fractal.cecilia.examples:helloworld;org.objectweb.fractal.cecilia.examples;helloworld
org.objectweb.fractal.cecilia.examples:cecilia-examples;org.objectweb.fractal.cecilia.examples;cecilia-examples
net.sf.kxml:kxml2;net.sf.kxml;kxml2
net.sf.kxml:kxml2-min;net.sf.kxml;kxml2-min
com.javaexchangeconnector:jec;com.javaexchangeconnector;jec
com.google.code.liquidform:liquidform.jpa;com.google.code.liquidform;liquidform.jpa
fm.void.jetm:jetm-optional;fm.void.jetm;jetm-optional
fm.void.jetm:jetm;fm.void.jetm;jetm
org.trailsframework:tapestry-conversations;org.trailsframework;tapestry-conversations
org.apache.myfaces.extensions.validator.examples:examples-feature-set_01;org.apache.myfaces.extensions.validator.examples;examples-feature-set_01
org.apache.myfaces.extensions.validator.examples:examples-hello_world;org.apache.myfaces.extensions.validator.examples;examples-hello_world
org.apache.myfaces.extensions.validator.examples:examples-project;org.apache.myfaces.extensions.validator.examples;examples-project
com.google.scm.svnjava:maven-scm-provider-svnjava;com.google.scm.svnjava;maven-scm-provider-svnjava
org.springframework.integration:spring-integration-samples;org.springframework.integration;spring-integration-samples
org.jboss.jsr299.tck:parent;org.jboss.jsr299.tck;parent
org.glassfish:appclient-scripts;org.glassfish;appclient-scripts
org.hibernate:tck-utils;org.hibernate;tck-utils
org.hibernate:tck-utils-api;org.hibernate;tck-utils-api
org.hibernate:tck-utils-impl;org.hibernate;tck-utils-impl
org.ow2.scarbo.service:service-bonita4-standalone;org.ow2.scarbo.service;service-bonita4-standalone
org.ow2.scarbo.service:service-bonita4-servlet;org.ow2.scarbo.service;service-bonita4-servlet
org.ow2.scarbo.service:service-bonita4-impl;org.ow2.scarbo.service;service-bonita4-impl
org.ow2.scarbo.service:service-bonita4-parent;org.ow2.scarbo.service;service-bonita4-parent
org.ow2.scarbo:scarbo-bonita4-runtime;org.ow2.scarbo;scarbo-bonita4-runtime
org.ow2.scarbo.runtime:frascati-service-provider;org.ow2.scarbo.runtime;frascati-service-provider
org.ow2.scarbo.runtime:sca-proxy-composite-generators;org.ow2.scarbo.runtime;sca-proxy-composite-generators
org.ow2.scarbo.runtime:task-engine-parent;org.ow2.scarbo.runtime;task-engine-parent
org.jvnet.hudson.plugins:ConfigurationSlicing;org.jvnet.hudson.plugins;ConfigurationSlicing
org.sonatype.nexus:nexus-test-harness-parent;org.sonatype.nexus;nexus-test-harness-parent
org.sonatype.nexus:nexus-test-harness-base;org.sonatype.nexus;nexus-test-harness-base
net.sf.jpam:jpam;net.sf.jpam;jpam
org.codehaus.mojo:springws-maven-plugin;org.codehaus.mojo;springws-maven-plugin
com.kenai.swingjavabuilderext:swingjavabuilderext-swingx;com.kenai.swingjavabuilderext;swingjavabuilderext-swingx
org.mule.tools:maven-muleforge-plugin;org.mule.tools;maven-muleforge-plugin
org.mod4j:mod4j-buildtools;org.mod4j;mod4j-buildtools
org.datanucleus:datanucleus-java5;org.datanucleus;datanucleus-java5
org.jboss.remoting:jboss-remoting-socket;org.jboss.remoting;jboss-remoting-socket
org.jboss.remoting:jboss-remoting-socket-client;org.jboss.remoting;jboss-remoting-socket-client
org.jvnet.hudson:selenium-grid-remote-control-standalone;org.jvnet.hudson;selenium-grid-remote-control-standalone
uk.co.flamingpenguin.jewelcli:jewelcli;uk.co.flamingpenguin.jewelcli;jewelcli
org.jboss.ws:jbossws-jboss423;org.jboss.ws;jbossws-jboss423
org.apache.tuscany.sca:tuscany-implementation-bpel-ode;org.apache.tuscany.sca;tuscany-implementation-bpel-ode
org.apache.tuscany.sca:tuscany-implementation-node-runtime;org.apache.tuscany.sca;tuscany-implementation-node-runtime
org.apache.tuscany.sca:tuscany-interface-wsdl-xml;org.apache.tuscany.sca;tuscany-interface-wsdl-xml
org.apache.tuscany.sca:tuscany-xsd-xml;org.apache.tuscany.sca;tuscany-xsd-xml
org.apache.tuscany.sca:tuscany-workspace-impl;org.apache.tuscany.sca;tuscany-workspace-impl
org.apache.tuscany.sca:tuscany-workspace-xml;org.apache.tuscany.sca;tuscany-workspace-xml
org.apache.tuscany.sca:tuscany-workspace;org.apache.tuscany.sca;tuscany-workspace
org.apache.tuscany.sca:tuscany-implementation-node;org.apache.tuscany.sca;tuscany-implementation-node
org.apache.tuscany.sca:tuscany-binding-sca-xml;org.apache.tuscany.sca;tuscany-binding-sca-xml
org.apache.tuscany.sca:tuscany-implementation-java-xml;org.apache.tuscany.sca;tuscany-implementation-java-xml
org.apache.tuscany.sca:tuscany-interface-java-xml;org.apache.tuscany.sca;tuscany-interface-java-xml
org.apache.tuscany.sca:tuscany-binding-sca;org.apache.tuscany.sca;tuscany-binding-sca
org.apache.tuscany.sca:tuscany-binding-dwr;org.apache.tuscany.sca;tuscany-binding-dwr
org.apache.tuscany.sca:tuscany-assembly-xml-osoa;org.apache.tuscany.sca;tuscany-assembly-xml-osoa
org.apache.tuscany.sca:tuscany-assembly-xsd-osoa;org.apache.tuscany.sca;tuscany-assembly-xsd-osoa
org.apache.tuscany.sca:tuscany-contribution-java;org.apache.tuscany.sca;tuscany-contribution-java
org.apache.tuscany.sca:tuscany-contribution-namespace;org.apache.tuscany.sca;tuscany-contribution-namespace
org.apache.tuscany.sca:tuscany-contribution-xml;org.apache.tuscany.sca;tuscany-contribution-xml
javax.jdo:jdo2-api;javax.jdo;jdo2-api
org.codehaus.groovy.modules.scriptom:scriptom-all-assembly;org.codehaus.groovy.modules.scriptom;scriptom-all-assembly
com.kenai.swingjavabuilderext:swingjavabuilderext-mydoggy;com.kenai.swingjavabuilderext;swingjavabuilderext-mydoggy
com.kenai.swingjavabuilderext:javabuilder-core;com.kenai.swingjavabuilderext;javabuilder-core
com.kenai.swingjavabuilderext:swingjavabuilderext-jide-oss;com.kenai.swingjavabuilderext;swingjavabuilderext-jide-oss
com.kenai.swingjavabuilderext:swingjavabuilder;com.kenai.swingjavabuilderext;swingjavabuilder
org.apache.maven.mercury:mercury-wagon;org.apache.maven.mercury;mercury-wagon
org.apache.maven.mercury:mercury-plexus;org.apache.maven.mercury;mercury-plexus
org.apache.maven.mercury:mercury-repo-local-map;org.apache.maven.mercury;mercury-repo-local-map
