org.neo4j:parent-central;org.neo4j;parent-central
it.tidalwave.bluebill:it-tidalwave-bluebill-factsheet-xenocanto;it.tidalwave.bluebill;it-tidalwave-bluebill-factsheet-xenocanto
it.tidalwave.bluebill:it-tidalwave-bluebill-taxonomy-birds-aou-7th;it.tidalwave.bluebill;it-tidalwave-bluebill-taxonomy-birds-aou-7th
it.tidalwave.bluebill:it-tidalwave-bluebill-taxonomy-birds-ebn-italia-2011;it.tidalwave.bluebill;it-tidalwave-bluebill-taxonomy-birds-ebn-italia-2011
it.tidalwave.bluebill:it-tidalwave-bluebill-taxonomy-birds-clements-2008;it.tidalwave.bluebill;it-tidalwave-bluebill-taxonomy-birds-clements-2008
it.tidalwave.bluebill:it-tidalwave-bluebill-taxonomy-birds-itis;it.tidalwave.bluebill;it-tidalwave-bluebill-taxonomy-birds-itis
it.tidalwave.bluebill:it-tidalwave-bluebill-factsheet-wikipedia;it.tidalwave.bluebill;it-tidalwave-bluebill-factsheet-wikipedia
it.tidalwave.bluebill:it-tidalwave-bluebill-taxonomy-birds-roberts-vii;it.tidalwave.bluebill;it-tidalwave-bluebill-taxonomy-birds-roberts-vii
it.tidalwave.bluebill:bluebill-mobile-resources;it.tidalwave.bluebill;bluebill-mobile-resources
com.github.stephenc.simple-java-mail:simple-java-mail;com.github.stephenc.simple-java-mail;simple-java-mail
org.jruby.extras:jnr-constants;org.jruby.extras;jnr-constants
org.jibx.config.osgi.wrapped:org.jibx.config.osgi.wrapped.joda-time;org.jibx.config.osgi.wrapped;org.jibx.config.osgi.wrapped.joda-time
org.jibx.config.osgi.wrapped:jibx-osgi-wrapped-reactor;org.jibx.config.osgi.wrapped;jibx-osgi-wrapped-reactor
org.blueoxygen.cimande:cimande-archetype;org.blueoxygen.cimande;cimande-archetype
org.apache.isis.viewer:xhtml-viewer;org.apache.isis.viewer;xhtml-viewer
org.apache.isis.viewer:xhtml-applib;org.apache.isis.viewer;xhtml-applib
org.apache.isis.viewer:xhtml;org.apache.isis.viewer;xhtml
org.jruby.extras:jffi;org.jruby.extras;jffi
it.tidalwave.bluebill:it-tidalwave-bluebill-taxonomy;it.tidalwave.bluebill;it-tidalwave-bluebill-taxonomy
it.tidalwave.bluebill:it-tidalwave-observation;it.tidalwave.bluebill;it-tidalwave-observation
it.tidalwave.bluebill:it-tidalwave-mobile-utilities;it.tidalwave.bluebill;it-tidalwave-mobile-utilities
it.tidalwave.bluebill:it-tidalwave-xml;it.tidalwave.bluebill;it-tidalwave-xml
it.tidalwave.bluebill:it-tidalwave-semantic-aux;it.tidalwave.bluebill;it-tidalwave-semantic-aux
it.tidalwave.bluebill:it-tidalwave-observation-simple;it.tidalwave.bluebill;it-tidalwave-observation-simple
it.tidalwave.bluebill:bluebill-core-modules;it.tidalwave.bluebill;bluebill-core-modules
it.tidalwave.bluebill:it-tidalwave-mobile-utilities-rdf;it.tidalwave.bluebill;it-tidalwave-mobile-utilities-rdf
it.tidalwave.bluebill:it-tidalwave-bluebill-taxonomy-elmo;it.tidalwave.bluebill;it-tidalwave-bluebill-taxonomy-elmo
it.tidalwave.bluebill:it-tidalwave-semantic-io;it.tidalwave.bluebill;it-tidalwave-semantic-io
it.tidalwave.bluebill:json;it.tidalwave.bluebill;json
it.tidalwave.bluebill:it-tidalwave-observation-simple-rdf;it.tidalwave.bluebill;it-tidalwave-observation-simple-rdf
it.tidalwave.bluebill:bluebill-core;it.tidalwave.bluebill;bluebill-core
it.tidalwave.bluebill:it-tidalwave-semantic-io-json;it.tidalwave.bluebill;it-tidalwave-semantic-io-json
com.ning:nagios;com.ning;nagios
com.novocode:extradoc_2.8.0;com.novocode;extradoc_2.8.0
com.github.dzhaughnroth:jasmine-gradle-plugin;com.github.dzhaughnroth;jasmine-gradle-plugin
org.codehaus.redback.components.cache:plexus-cache-oscache;org.codehaus.redback.components.cache;plexus-cache-oscache
nl.fizzit.maven.plugins:maven-tstamp-plugin;nl.fizzit.maven.plugins;maven-tstamp-plugin
org.codehaus.redback.components:spring-quartz;org.codehaus.redback.components;spring-quartz
org.jvnet.hudson.plugins:build-pipeline-plugin;org.jvnet.hudson.plugins;build-pipeline-plugin
com.mattbertolini:hermes;com.mattbertolini;hermes
org.geomajas:geomajas-face-rest-documentation;org.geomajas;geomajas-face-rest-documentation
org.geomajas:geomajas-face-rest-all;org.geomajas;geomajas-face-rest-all
org.ow2.kerneos:kerneos-profile-server;org.ow2.kerneos;kerneos-profile-server
org.ow2.kerneos:kerneos-profile-client;org.ow2.kerneos;kerneos-profile-client
org.ow2.kerneos:kerneos-login-server;org.ow2.kerneos;kerneos-login-server
org.eobjects.metamodel:MetaModel-querypostprocessor;org.eobjects.metamodel;MetaModel-querypostprocessor
org.ow2.kerneos:kerneos-core-client;org.ow2.kerneos;kerneos-core-client
org.eobjects.metamodel:MetaModel-testware;org.eobjects.metamodel;MetaModel-testware
org.ow2.kerneos:kerneos-api;org.ow2.kerneos;kerneos-api
org.ow2.kerneos:kerneos-login-client;org.ow2.kerneos;kerneos-login-client
org.ow2.kerneos:flexlib-kerneos;org.ow2.kerneos;flexlib-kerneos
org.ow2.kerneos:kerneos-common-client;org.ow2.kerneos;kerneos-common-client
org.ow2.kerneos:kerneos-common;org.ow2.kerneos;kerneos-common
org.ow2.kerneos:kerneos-libraries;org.ow2.kerneos;kerneos-libraries
org.ow2.kerneos:kerneos-module-archetype;org.ow2.kerneos;kerneos-module-archetype
org.ow2.kerneos:kerneos-application-archetype;org.ow2.kerneos;kerneos-application-archetype
org.ow2.kerneos:kerneos-archetypes;org.ow2.kerneos;kerneos-archetypes
org.codehaus.redback.components:spring-taskqueue;org.codehaus.redback.components;spring-taskqueue
org.eclipse.rap:org.eclipse.rap.rwt.q07;org.eclipse.rap;org.eclipse.rap.rwt.q07
org.apache.lucene:lucene-wordnet;org.apache.lucene;lucene-wordnet
org.apache.ws.scout:scout;org.apache.ws.scout;scout
com.cgbystrom:netty-tools;com.cgbystrom;netty-tools
com.mongodb:mongo-driver_2.9.0-1;com.mongodb;mongo-driver_2.9.0-1
com.mongodb:bson-driver_2.9.0-1;com.mongodb;bson-driver_2.9.0-1
org.codehaus.redback.components:spring-jdo2;org.codehaus.redback.components;spring-jdo2
org.codehaus.redback.components:spring-apacheds;org.codehaus.redback.components;spring-apacheds
dk.apaq.crud:crud-vaadin;dk.apaq.crud;crud-vaadin
dk.apaq.filter:filter-vaadin;dk.apaq.filter;filter-vaadin
org.codelabor:codelabor-system-file-spring-mvc;org.codelabor;codelabor-system-file-spring-mvc
org.codelabor:codelabor-system-file;org.codelabor;codelabor-system-file
org.kuali.rice:rice-license-bundle;org.kuali.rice;rice-license-bundle
br.com.ingenieux:test-war;br.com.ingenieux;test-war
org.sonatype.m2e.egit:org.sonatype.m2e.egit.feature;org.sonatype.m2e.egit;org.sonatype.m2e.egit.feature
org.sonatype.m2e.egit:org.sonatype.m2e.egit.tests;org.sonatype.m2e.egit;org.sonatype.m2e.egit.tests
org.sonatype.m2e.egit:org.sonatype.m2e.egit;org.sonatype.m2e.egit;org.sonatype.m2e.egit
org.sonatype.m2e.egit:org.sonatype.m2e.egit.parent;org.sonatype.m2e.egit;org.sonatype.m2e.egit.parent
net.jakubholy.jeeutils:static-jsfexpression-validator;net.jakubholy.jeeutils;static-jsfexpression-validator
org.kohsuke:maven-skin;org.kohsuke;maven-skin
javax.xml.parsers:aixport;javax.xml.parsers;aixport
org.bowlerframework:squeryl-mapper_2.8.1;org.bowlerframework;squeryl-mapper_2.8.1
org.bowlerframework:persistence-mapper_2.8.1;org.bowlerframework;persistence-mapper_2.8.1
org.bowlerframework:core_2.8.1;org.bowlerframework;core_2.8.1
org.bowlerframework:jpa-mapper_2.8.1;org.bowlerframework;jpa-mapper_2.8.1
org.bowlerframework:squeryl-mapper_2.9.0;org.bowlerframework;squeryl-mapper_2.9.0
org.bowlerframework:persistence-mapper_2.9.0;org.bowlerframework;persistence-mapper_2.9.0
org.bowlerframework:core_2.9.0;org.bowlerframework;core_2.9.0
org.bowlerframework:jpa-mapper_2.9.0;org.bowlerframework;jpa-mapper_2.9.0
eu.numberfour.maven.plugins:jscoverage-cobertura-maven-plugin;eu.numberfour.maven.plugins;jscoverage-cobertura-maven-plugin
org.ow2.petals:petals-launcher;org.ow2.petals;petals-launcher
com.mogwee:mogwee-logging;com.mogwee;mogwee-logging
org.blueoxygen.cimande:cimande;org.blueoxygen.cimande;cimande
org.codeartisans.java:tango-resizable-icons;org.codeartisans.java;tango-resizable-icons
org.codeartisans.thirdparties.swing:org-netbeans-api-visual;org.codeartisans.thirdparties.swing;org-netbeans-api-visual
org.codeartisans.thirdparties.swing:org-openide-util;org.codeartisans.thirdparties.swing;org-openide-util
org.codeartisans.thirdparties.swing:org-openide-util-lookup;org.codeartisans.thirdparties.swing;org-openide-util-lookup
org.codeartisans.thirdparties.swing:batik-all;org.codeartisans.thirdparties.swing;batik-all
org.codeartisans.thirdparties.swing:thirdparty-swing-parent;org.codeartisans.thirdparties.swing;thirdparty-swing-parent
org.ow2.chameleon.management:chameleon-mbeans;org.ow2.chameleon.management;chameleon-mbeans
net.sf.jazzy:jazzy;net.sf.jazzy;jazzy
org.wicketstuff:wicket-servlet3-examples;org.wicketstuff;wicket-servlet3-examples
org.wicketstuff:wicket-servlet3;org.wicketstuff;wicket-servlet3
org.wicketstuff:wicket-servlet3-parent;org.wicketstuff;wicket-servlet3-parent
org.wicketstuff:wicket-html5-examples;org.wicketstuff;wicket-html5-examples
org.wicketstuff:wicket-html5;org.wicketstuff;wicket-html5
org.wicketstuff:wicket-html5-parent;org.wicketstuff;wicket-html5-parent
org.wicketstuff:serializer-kryo;org.wicketstuff;serializer-kryo
org.wicketstuff:push-cometd;org.wicketstuff;push-cometd
org.wicketstuff:javaee-inject;org.wicketstuff;javaee-inject
se.softstuff.nb:GuiComponentMarker;se.softstuff.nb;GuiComponentMarker
org.wicketstuff:yav;org.wicketstuff;yav
org.wicketstuff:wicket-security-swarm;org.wicketstuff;wicket-security-swarm
org.wicketstuff:wicket-security-hive;org.wicketstuff;wicket-security-hive
org.wicketstuff:wicket-security-wasp;org.wicketstuff;wicket-security-wasp
org.wicketstuff:wicket-security-wicomsec;org.wicketstuff;wicket-security-wicomsec
org.wicketstuff:wicket-poi;org.wicketstuff;wicket-poi
org.wicketstuff:wicket-bundle;org.wicketstuff;wicket-bundle
org.wicketstuff:theme-tester;org.wicketstuff;theme-tester
org.wicketstuff:theme-standard;org.wicketstuff;theme-standard
org.wicketstuff:theme-base;org.wicketstuff;theme-base
org.wicketstuff:simile-timeline;org.wicketstuff;simile-timeline
org.wicketstuff:wicket-shiro;org.wicketstuff;wicket-shiro
org.wicketstuff.scala:wicket-scala-archetype;org.wicketstuff.scala;wicket-scala-archetype
org.wicketstuff.scala:sample;org.wicketstuff.scala;sample
org.wicketstuff.scala:wicket-scala;org.wicketstuff.scala;wicket-scala
org.wicketstuff:push-timer;org.wicketstuff;push-timer
org.wicketstuff:push-core;org.wicketstuff;push-core
org.wicketstuff:progressbar-spring;org.wicketstuff;progressbar-spring
org.wicketstuff:progressbar;org.wicketstuff;progressbar
org.wicketstuff:wicket-plugin;org.wicketstuff;wicket-plugin
org.wicketstuff:phonebook;org.wicketstuff;phonebook
org.wicketstuff:openlayers-proxy;org.wicketstuff;openlayers-proxy
org.wicketstuff:openlayers;org.wicketstuff;openlayers
org.wicketstuff:multi-text-input;org.wicketstuff;multi-text-input
org.wicketstuff:prototype;org.wicketstuff;prototype
org.wicketstuff:mootools-meiomask;org.wicketstuff;mootools-meiomask
org.wicketstuff:mbeanview;org.wicketstuff;mbeanview
org.wicketstuff:maven-support;org.wicketstuff;maven-support
org.wicketstuff:jsr303;org.wicketstuff;jsr303
org.wicketstuff:jquery;org.wicketstuff;jquery
org.wicketstuff:minis;org.wicketstuff;minis
org.wicketstuff:jasperreports;org.wicketstuff;jasperreports
org.wicketstuff:input-events;org.wicketstuff;input-events
org.wicketstuff:inmethod-grid;org.wicketstuff;inmethod-grid
org.wicketstuff:gmap2;org.wicketstuff;gmap2
org.wicketstuff:googlecharts;org.wicketstuff;googlecharts
org.wicketstuff:gae-initializer;org.wicketstuff;gae-initializer
org.wicketstuff:flot;org.wicketstuff;flot
org.wicketstuff:wicket-eidogo;org.wicketstuff;wicket-eidogo
org.wicketstuff:datatables;org.wicketstuff;datatables
org.wicketstuff:datatable-autocomplete;org.wicketstuff;datatable-autocomplete
org.wicketstuff:datatable-autocomplete-common;org.wicketstuff;datatable-autocomplete-common
org.wicketstuff:console;org.wicketstuff;console
org.wicketstuff:console-templates;org.wicketstuff;console-templates
org.wicketstuff:console-engine;org.wicketstuff;console-engine
org.wicketstuff:client-and-server-validation;org.wicketstuff;client-and-server-validation
org.wicketstuff:calendarviews;org.wicketstuff;calendarviews
org.wicketstuff:jslibraries;org.wicketstuff;jslibraries
ca.uhn.hapi:hapi-test;ca.uhn.hapi;hapi-test
org.apache.felix:org.apache.felix.ipojo.handler.whiteboard;org.apache.felix;org.apache.felix.ipojo.handler.whiteboard
org.codeartisans:thirdparties-maven-plugin;org.codeartisans;thirdparties-maven-plugin
com.github.philcali:cronish-app_2.8.1;com.github.philcali;cronish-app_2.8.1
com.jolira:wicket-stateless;com.jolira;wicket-stateless
com.jolira:wicket-stateless-parent;com.jolira;wicket-stateless-parent
uk.co.jemos.protomak:ant-protomak-task;uk.co.jemos.protomak;ant-protomak-task
uk.co.jemos.maven.plugins:maven-protomak-plugin;uk.co.jemos.maven.plugins;maven-protomak-plugin
uk.co.jemos.protomak:protomak-engine;uk.co.jemos.protomak;protomak-engine
uk.co.jemos.protomak:protomak-parent;uk.co.jemos.protomak;protomak-parent
com.googlecode.metridoc:metridoc-maven-plugin;com.googlecode.metridoc;metridoc-maven-plugin
com.googlecode.metridoc:metridoc-ezproxy;com.googlecode.metridoc;metridoc-ezproxy
com.googlecode.metridoc:metridoc-cli;com.googlecode.metridoc;metridoc-cli
org.cloudhoist:hadoop;org.cloudhoist;hadoop
org.cloudhoist:pallet-apache-crates;org.cloudhoist;pallet-apache-crates
org.rhq:rhq-core-plugindoc;org.rhq;rhq-core-plugindoc
org.staxnav:staxnav.docs.refguide;org.staxnav;staxnav.docs.refguide
org.staxnav:staxnav.docs;org.staxnav;staxnav.docs
net.mlw:vlh;net.mlw;vlh
net.sf.mgaip:mgaip;net.sf.mgaip;mgaip
com.jolira:jofilter;com.jolira;jofilter
javax.servlet:jstl;javax.servlet;jstl
net.dataforte.doorkeeper:doorkeeper;net.dataforte.doorkeeper;doorkeeper
org.ow2.orchestra:orchestra-jonas4-cxf;org.ow2.orchestra;orchestra-jonas4-cxf
org.kuali.maven.plugins:exec-maven-plugin;org.kuali.maven.plugins;exec-maven-plugin
org.api-typeable-pojos:org.api-typeable-pojos.spi;org.api-typeable-pojos;org.api-typeable-pojos.spi
org.api-typeable-pojos:org.api-typeable-pojos.api;org.api-typeable-pojos;org.api-typeable-pojos.api
org.api-typeable-pojos:org.api-typeable-pojos;org.api-typeable-pojos;org.api-typeable-pojos
org.apache.tapestry:tutorial1;org.apache.tapestry;tutorial1
org.apache.tapestry:tapestry-component-report;org.apache.tapestry;tapestry-component-report
org.apache.tapestry:tapestry-project;org.apache.tapestry;tapestry-project
uk.co.jemos.maven.plugins:maven-jemosProtoc-plugin;uk.co.jemos.maven.plugins;maven-jemosProtoc-plugin
org.jboss.arquillian.container:arquillian-osgi-remote;org.jboss.arquillian.container;arquillian-osgi-remote
com.github.cwilper:bigtrouble;com.github.cwilper;bigtrouble
com.googlecode.struts2yuiplugin:struts2yuiplugin;com.googlecode.struts2yuiplugin;struts2yuiplugin
org.sonatype.m2e.extras:org.sonatype.m2e.site-extras;org.sonatype.m2e.extras;org.sonatype.m2e.site-extras
org.sonatype.m2e.extras:org.sonatype.m2e.plexus.annotations.tests;org.sonatype.m2e.extras;org.sonatype.m2e.plexus.annotations.tests
org.sonatype.m2e.extras:org.sonatype.m2e.modello.tests;org.sonatype.m2e.extras;org.sonatype.m2e.modello.tests
org.sonatype.m2e.extras:org.sonatype.m2e.mavenarchiver.pomproperties.tests;org.sonatype.m2e.extras;org.sonatype.m2e.mavenarchiver.pomproperties.tests
org.sonatype.m2e.extras:org.sonatype.m2e.buildhelper.tests;org.sonatype.m2e.extras;org.sonatype.m2e.buildhelper.tests
org.sonatype.m2e.extras:org.sonatype.m2e.antlr.tests;org.sonatype.m2e.extras;org.sonatype.m2e.antlr.tests
org.sonatype.m2e.extras:org.sonatype.m2e.tests.common;org.sonatype.m2e.extras;org.sonatype.m2e.tests.common
org.sonatype.m2e.extras:org.sonatype.m2e.plexus.annotations.feature;org.sonatype.m2e.extras;org.sonatype.m2e.plexus.annotations.feature
org.sonatype.m2e.extras:org.sonatype.m2e.plexus.annotations;org.sonatype.m2e.extras;org.sonatype.m2e.plexus.annotations
org.sonatype.m2e.extras:org.sonatype.m2e.modello.feature;org.sonatype.m2e.extras;org.sonatype.m2e.modello.feature
org.sonatype.m2e.extras:org.sonatype.m2e.modello;org.sonatype.m2e.extras;org.sonatype.m2e.modello
org.sonatype.m2e.extras:org.sonatype.m2e.mavenarchiver.pomproperties.feature;org.sonatype.m2e.extras;org.sonatype.m2e.mavenarchiver.pomproperties.feature
org.sonatype.m2e.extras:org.sonatype.m2e.mavenarchiver.pomproperties;org.sonatype.m2e.extras;org.sonatype.m2e.mavenarchiver.pomproperties
org.sonatype.m2e.extras:org.sonatype.m2e.buildhelper.feature;org.sonatype.m2e.extras;org.sonatype.m2e.buildhelper.feature
org.sonatype.m2e.extras:org.sonatype.m2e.buildhelper;org.sonatype.m2e.extras;org.sonatype.m2e.buildhelper
org.sonatype.m2e.extras:org.sonatype.m2e.antlr.feature;org.sonatype.m2e.extras;org.sonatype.m2e.antlr.feature
org.sonatype.m2e.extras:org.sonatype.m2e.antlr;org.sonatype.m2e.extras;org.sonatype.m2e.antlr
org.sonatype.m2e.extras:m2eclipse-extras;org.sonatype.m2e.extras;m2eclipse-extras
com.zenjava.zen-resources:zen-resources;com.zenjava.zen-resources;zen-resources
se.kb:oai4j;se.kb;oai4j
org.scalaxb:sbt-scalaxb_2.8.1;org.scalaxb;sbt-scalaxb_2.8.1
org.scalaxb:sbt-scalaxb;org.scalaxb;sbt-scalaxb
net.databinder:conscript_2.8.1;net.databinder;conscript_2.8.1
com.mytdev:myt-commons;com.mytdev;myt-commons
com.revelytix:spark-protocol;com.revelytix;spark-protocol
com.revelytix:sparql-api;com.revelytix;sparql-api
org.talend.esb:derby-all;org.talend.esb;derby-all
org.ow2.jonas.launchers:felix-launcher;org.ow2.jonas.launchers;felix-launcher
org.ow2.jonas.osgi:asm;org.ow2.jonas.osgi;asm
org.ferris:ferris-bible-rss;org.ferris;ferris-bible-rss
org.ferris:ferris-bible-jmce;org.ferris;ferris-bible-jmce
org.ferris:ferris-bible-common;org.ferris;ferris-bible-common
org.ferris:ferris-bible-parent;org.ferris;ferris-bible-parent
it.assist.jrecordbind:jrecordbind-test;it.assist.jrecordbind;jrecordbind-test
it.assist.jrecordbind:jrecordbind;it.assist.jrecordbind;jrecordbind
it.assist.jrecordbind:jrecordbind-parent;it.assist.jrecordbind;jrecordbind-parent
org.codelabor:codelabor-parent;org.codelabor;codelabor-parent
org.apache.tuscany.sca:tuscany-bundle-plugin;org.apache.tuscany.sca;tuscany-bundle-plugin
org.codelabor:maven-example;org.codelabor;maven-example
org.codeartisans.thirdparties.jsw:jsw-pro;org.codeartisans.thirdparties.jsw;jsw-pro
org.codeartisans.thirdparties.jsw:jsw-standard;org.codeartisans.thirdparties.jsw;jsw-standard
org.codeartisans.thirdparties.jsw:jsw-community;org.codeartisans.thirdparties.jsw;jsw-community
org.codeartisans.thirdparties.jsw:jsw-parent;org.codeartisans.thirdparties.jsw;jsw-parent
org.apache.cocoon.archetype-parent:cocoon-archetype-parent;org.apache.cocoon.archetype-parent;cocoon-archetype-parent
org.apache.cocoon.monitoring:cocoon-monitoring;org.apache.cocoon.monitoring;cocoon-monitoring
org.apache.cocoon.rest:cocoon-rest;org.apache.cocoon.rest;cocoon-rest
org.apache.cocoon.sample:cocoon-sample;org.apache.cocoon.sample;cocoon-sample
