io.github.youngtaekh:android-util;io.github.youngtaekh;android-util
org.scalameta:mtags_3.1.2-RC1-bin-20220124-0e4e5d5-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20220124-0e4e5d5-NIGHTLY
org.scalameta:mtags_3.1.3-RC1-bin-20220131-1776d81-NIGHTLY;org.scalameta;mtags_3.1.3-RC1-bin-20220131-1776d81-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211222-c94b333-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211222-c94b333-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211220-0b55c7d-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211220-0b55c7d-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20220101-eb75a1a-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20220101-eb75a1a-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20220104-ab125eb-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20220104-ab125eb-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211219-0f6df73-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211219-0f6df73-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211228-17d2f45-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211228-17d2f45-NIGHTLY
org.spekframework.spek2:spek-runtime-native-macos;org.spekframework.spek2;spek-runtime-native-macos
org.spekframework.spek2:spek-dsl-native-macos;org.spekframework.spek2;spek-dsl-native-macos
org.spekframework.spek2:spek-runtime-native-windows;org.spekframework.spek2;spek-runtime-native-windows
org.spekframework.spek2:spek-dsl-native-windows;org.spekframework.spek2;spek-dsl-native-windows
org.scalameta:mtags_3.1.2-RC1-bin-20211213-8e1054e-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211213-8e1054e-NIGHTLY
org.spekframework.spek2:spek-runtime-native-linux;org.spekframework.spek2;spek-runtime-native-linux
org.spekframework.spek2:spek-dsl-native-linux;org.spekframework.spek2;spek-dsl-native-linux
org.spekframework.spek2:spek-runner-junit5;org.spekframework.spek2;spek-runner-junit5
org.spekframework.spek2:spek-runtime;org.spekframework.spek2;spek-runtime
org.spekframework.spek2:spek-dsl;org.spekframework.spek2;spek-dsl
org.spekframework.spek2:spek-runtime-jvm;org.spekframework.spek2;spek-runtime-jvm
org.spekframework.spek2:spek-dsl-jvm;org.spekframework.spek2;spek-dsl-jvm
org.spekframework.spek2:spek-dsl-js;org.spekframework.spek2;spek-dsl-js
org.scalameta:mtags_3.1.2-RC1-bin-20211205-94f4118-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211205-94f4118-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211211-22c3322-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211211-22c3322-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211217-b3ab102-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211217-b3ab102-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211206-097356d-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211206-097356d-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211210-c3f614b-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211210-c3f614b-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211208-d6fe4b4-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211208-d6fe4b4-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211221-0193dda-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211221-0193dda-NIGHTLY
org.apache.linkis:linkis-publicservice;org.apache.linkis;linkis-publicservice
org.scalameta:mtags_3.1.2-RC1-bin-20211202-6b1a662-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211202-6b1a662-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211130-f6b6e50-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211130-f6b6e50-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211129-d8c19be-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211129-d8c19be-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211117-5f2e3b6-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211117-5f2e3b6-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211124-1f48de1-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211124-1f48de1-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211123-ca483f8-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211123-ca483f8-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211119-2ef89b2-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211119-2ef89b2-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211118-2b37257-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211118-2b37257-NIGHTLY
io.github.jiangjm424:ishare;io.github.jiangjm424;ishare
org.scalameta:mtags_3.1.1-RC1-bin-20211020-afaac17-NIGHTLY;org.scalameta;mtags_3.1.1-RC1-bin-20211020-afaac17-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211029-ad5c714-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211029-ad5c714-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211102-82172ed-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211102-82172ed-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211114-16f9b22-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211114-16f9b22-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211101-49b6c08-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211101-49b6c08-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211024-034b0a0-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211024-034b0a0-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211115-f215817-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211115-f215817-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211112-4025951-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211112-4025951-NIGHTLY
org.scalameta:mtags_3.1.1-RC1-bin-20211019-7e50e72-NIGHTLY;org.scalameta;mtags_3.1.1-RC1-bin-20211019-7e50e72-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211022-f7abd32-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211022-f7abd32-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211025-968dd1b-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211025-968dd1b-NIGHTLY
org.scalameta:mtags_3.1.2-RC1-bin-20211021-29f0374-NIGHTLY;org.scalameta;mtags_3.1.2-RC1-bin-20211021-29f0374-NIGHTLY
org.scalameta:mtags_3.1.1-RC1-bin-20211018-688c2ca-NIGHTLY;org.scalameta;mtags_3.1.1-RC1-bin-20211018-688c2ca-NIGHTLY
org.scalameta:mtags_3.1.1-RC1-bin-20211015-54ff628-NIGHTLY;org.scalameta;mtags_3.1.1-RC1-bin-20211015-54ff628-NIGHTLY
org.scalameta:mtags_3.1.1-RC1-bin-20211011-1ed25ce-NIGHTLY;org.scalameta;mtags_3.1.1-RC1-bin-20211011-1ed25ce-NIGHTLY
org.scalameta:mtags_3.1.1-RC1-bin-20211013-3b5ff7a-NIGHTLY;org.scalameta;mtags_3.1.1-RC1-bin-20211013-3b5ff7a-NIGHTLY
org.scalameta:mtags_3.1.1-RC1-bin-20211014-af9594d-NIGHTLY;org.scalameta;mtags_3.1.1-RC1-bin-20211014-af9594d-NIGHTLY
org.scalameta:mtags_3.1.1-RC1-bin-20211008-0a89c6f-NIGHTLY;org.scalameta;mtags_3.1.1-RC1-bin-20211008-0a89c6f-NIGHTLY
org.scalameta:mtags_3.1.1-RC1-bin-20211007-c041327-NIGHTLY;org.scalameta;mtags_3.1.1-RC1-bin-20211007-c041327-NIGHTLY
cn.rivers100:commons;cn.rivers100;commons
party.iroiro:reactor-locks;party.iroiro;reactor-locks
com.jthinking.common:jdbaudit-examples;com.jthinking.common;jdbaudit-examples
com.jthinking.common:jdbaudit-db-elasticsearch;com.jthinking.common;jdbaudit-db-elasticsearch
com.jthinking.common:jdbaudit-scan-privilege;com.jthinking.common;jdbaudit-scan-privilege
com.jthinking.common:jdbaudit-scan-vul;com.jthinking.common;jdbaudit-scan-vul
com.jthinking.common:jdbaudit-scan-privacy;com.jthinking.common;jdbaudit-scan-privacy
com.jthinking.common:jdbaudit-db-hbase;com.jthinking.common;jdbaudit-db-hbase
com.jthinking.common:jdbaudit-db-redis;com.jthinking.common;jdbaudit-db-redis
com.jthinking.common:jdbaudit-db-clickhouse;com.jthinking.common;jdbaudit-db-clickhouse
com.jthinking.common:jdbaudit;com.jthinking.common;jdbaudit
com.jthinking.common:jdbaudit-db-mysql;com.jthinking.common;jdbaudit-db-mysql
com.jthinking.common:jdbaudit-db-api;com.jthinking.common;jdbaudit-db-api
com.jthinking.common:jdbaudit-scanner;com.jthinking.common;jdbaudit-scanner
com.jthinking.common:jdbaudit-core;com.jthinking.common;jdbaudit-core
com.jthinking.common:jdbaudit-scan-password;com.jthinking.common;jdbaudit-scan-password
com.jthinking.common:jdbaudit-cli;com.jthinking.common;jdbaudit-cli
com.jthinking.common:jdbaudit-scan-audit;com.jthinking.common;jdbaudit-scan-audit
com.jthinking.common:jdbaudit-scan-api;com.jthinking.common;jdbaudit-scan-api
com.jthinking.common:jdbaudit-db-hive;com.jthinking.common;jdbaudit-db-hive
com.jthinking.common:jdbaudit-db-oracle;com.jthinking.common;jdbaudit-db-oracle
com.jthinking.common:jdbaudit-common;com.jthinking.common;jdbaudit-common
io.quarkus.bot:build-reporter-extension;io.quarkus.bot;build-reporter-extension
io.github.whitechen233:flyway-dm-support;io.github.whitechen233;flyway-dm-support
io.github.mhqz:netproglibs-omni;io.github.mhqz;netproglibs-omni
com.tersesystems.blacklite:blacklite-reader;com.tersesystems.blacklite;blacklite-reader
com.tersesystems.blacklite:blacklite-logback;com.tersesystems.blacklite;blacklite-logback
com.tersesystems.blacklite:blacklite-log4j2-codec-zstd;com.tersesystems.blacklite;blacklite-log4j2-codec-zstd
com.tersesystems.blacklite:blacklite-log4j2;com.tersesystems.blacklite;blacklite-log4j2
com.tersesystems.blacklite:blacklite-core;com.tersesystems.blacklite;blacklite-core
com.tersesystems.blacklite:blacklite-codec-zstd;com.tersesystems.blacklite;blacklite-codec-zstd
com.tersesystems.blacklite:blacklite-api;com.tersesystems.blacklite;blacklite-api
cn.zhgliu:easy-data-perm-api;cn.zhgliu;easy-data-perm-api
org.ical4j:ical4j-validator;org.ical4j;ical4j-validator
com.sdercolin.utaformatix:utaformatix-data-native;com.sdercolin.utaformatix;utaformatix-data-native
com.sdercolin.utaformatix:utaformatix-data;com.sdercolin.utaformatix;utaformatix-data
com.sdercolin.utaformatix:utaformatix-data-jvm;com.sdercolin.utaformatix;utaformatix-data-jvm
com.sdercolin.utaformatix:utaformatix-data-js;com.sdercolin.utaformatix;utaformatix-data-js
pro.juxt.crux:crux-bench;pro.juxt.crux;crux-bench
pro.juxt.crux:crux-google-cloud-storage;pro.juxt.crux;crux-google-cloud-storage
pro.juxt.crux:crux-azure-blobs;pro.juxt.crux;crux-azure-blobs
pro.juxt.crux:crux-s3;pro.juxt.crux;crux-s3
pro.juxt.crux:crux-test;pro.juxt.crux;crux-test
pro.juxt.crux:crux-lucene;pro.juxt.crux;crux-lucene
pro.juxt.crux:crux-sql;pro.juxt.crux;crux-sql
pro.juxt.crux:crux-kafka;pro.juxt.crux;crux-kafka
pro.juxt.crux:crux-kafka-connect;pro.juxt.crux;crux-kafka-connect
pro.juxt.crux:crux-kafka-embedded;pro.juxt.crux;crux-kafka-embedded
pro.juxt.crux:crux-http-server;pro.juxt.crux;crux-http-server
pro.juxt.crux:crux-http-client;pro.juxt.crux;crux-http-client
pro.juxt.crux:crux-jdbc;pro.juxt.crux;crux-jdbc
pro.juxt.crux:crux-lmdb;pro.juxt.crux;crux-lmdb
pro.juxt.crux:crux-rocksdb;pro.juxt.crux;crux-rocksdb
pro.juxt.crux:crux-metrics;pro.juxt.crux;crux-metrics
pro.juxt.crux-labs:crux-rdf;pro.juxt.crux-labs;crux-rdf
pro.juxt.crux:crux-core;pro.juxt.crux;crux-core
us.abstracta:wiresham;us.abstracta;wiresham
cn.dorck.android:component-publisher;cn.dorck.android;component-publisher
io.scalac:mesmer-akka-extension_2.13;io.scalac;mesmer-akka-extension_2.13
com.netease:gslb;com.netease;gslb
org.webjars:datatables-colreorder;org.webjars;datatables-colreorder
org.webjars:datatables-fixedheader;org.webjars;datatables-fixedheader
io.warp10:warp10-ext-pcap;io.warp10;warp10-ext-pcap
io.github.sonmoosans:bjda;io.github.sonmoosans;bjda
org.l2x6.rpkgtests:rpkgtests-maven-plugin;org.l2x6.rpkgtests;rpkgtests-maven-plugin
com.amido.stacks.modules:stacks-azure-archetype;com.amido.stacks.modules;stacks-azure-archetype
com.contacto:ContactoSDK;com.contacto;ContactoSDK
com.amido.stacks.modules:stacks-azure;com.amido.stacks.modules;stacks-azure
io.github.hysting:zipline-profiler;io.github.hysting;zipline-profiler
io.github.hysting:zipline-loader;io.github.hysting;zipline-loader
io.github.hysting:zipline-loader-jvm;io.github.hysting;zipline-loader-jvm
io.github.hysting:zipline-loader-android;io.github.hysting;zipline-loader-android
io.github.hysting:zipline-loader-android-debug;io.github.hysting;zipline-loader-android-debug
io.github.hysting:zipline-cli;io.github.hysting;zipline-cli
io.github.hysting:zipline-gradle-plugin;io.github.hysting;zipline-gradle-plugin
io.github.hysting:zipline-kotlin-plugin;io.github.hysting;zipline-kotlin-plugin
io.github.hysting:zipline-bytecode;io.github.hysting;zipline-bytecode
io.github.hysting:io.github.hysting.gradle.plugin;io.github.hysting;io.github.hysting.gradle.plugin
io.github.hysting:zipline-linuxx64;io.github.hysting;zipline-linuxx64
io.github.hysting:zipline;io.github.hysting;zipline
io.github.hysting:zipline-jvm;io.github.hysting;zipline-jvm
io.github.hysting:zipline-js;io.github.hysting;zipline-js
io.github.hysting:zipline-android;io.github.hysting;zipline-android
icu.weboys:fileReadertimer;icu.weboys;fileReadertimer
io.github.langqiang:PublishedForJarTest;io.github.langqiang;PublishedForJarTest
org.yupana:yupana-api_2.12;org.yupana;yupana-api_2.12
org.yupana:yupana-hbase_2.12;org.yupana;yupana-hbase_2.12
org.yupana:yupana-proto_2.12;org.yupana;yupana-proto_2.12
org.yupana:yupana-core_2.12;org.yupana;yupana-core_2.12
org.yupana:yupana-spark_2.12;org.yupana;yupana-spark_2.12
org.yupana:yupana-utils_2.12;org.yupana;yupana-utils_2.12
org.yupana:yupana-akka_2.12;org.yupana;yupana-akka_2.12
org.yupana:yupana-caffeine_2.12;org.yupana;yupana-caffeine_2.12
org.yupana:yupana-ehcache_2.12;org.yupana;yupana-ehcache_2.12
org.yupana:yupana-external-links_2.12;org.yupana;yupana-external-links_2.12
org.yupana:yupana-ignite_2.12;org.yupana;yupana-ignite_2.12
org.yupana:yupana-schema_2.12;org.yupana;yupana-schema_2.12
org.yupana:yupana-jdbc_2.12;org.yupana;yupana-jdbc_2.12
com.traveltime:traveltime-sdk-scala_2.12;com.traveltime;traveltime-sdk-scala_2.12
com.traveltime:traveltime-sdk_sjs1_2.12;com.traveltime;traveltime-sdk_sjs1_2.12
com.traveltime:traveltime-sdk_2.12;com.traveltime;traveltime-sdk_2.12
com.traveltime:traveltime-sdk_2.13;com.traveltime;traveltime-sdk_2.13
com.traveltime:traveltime-sdk_sjs1_2.13;com.traveltime;traveltime-sdk_sjs1_2.13
io.github.icemap:mysql-connector-java;io.github.icemap;mysql-connector-java
org.anyline:anyline-adapter-default;org.anyline;anyline-adapter-default
cn.com.antcloud.api:antcloud-api-provider-ak_2d01ff274c3448c2b919937512c80f91;cn.com.antcloud.api;antcloud-api-provider-ak_2d01ff274c3448c2b919937512c80f91
cn.com.antcloud.api:antcloud-api-ak_2d01ff274c3448c2b919937512c80f91;cn.com.antcloud.api;antcloud-api-ak_2d01ff274c3448c2b919937512c80f91
com.antgroup.antchain.openapi:openapi-ak_2d01ff274c3448c2b919937512c80f91;com.antgroup.antchain.openapi;openapi-ak_2d01ff274c3448c2b919937512c80f91
io.github.luyeloveyou:finite-automaton;io.github.luyeloveyou;finite-automaton
icu.weboys:filetimer;icu.weboys;filetimer
io.github.ailll:network;io.github.ailll;network
com.armanbilge:sbt-bundlemon724599971;com.armanbilge;sbt-bundlemon
com.peersafe:abi_chainsql;com.peersafe;abi_chainsql
org.wartremover:wartremover_3.2.0-RC4;org.wartremover;wartremover_3.2.0-RC4
org.webjars.npm:github-com-lezer-parser-highlight;org.webjars.npm;github-com-lezer-parser-highlight
net.mingsoft:shiro-freemarker-tags;net.mingsoft;shiro-freemarker-tags
cn.com.antcloud.api:antcloud-api-provider-ak_05b080ffa82d4d06b1e7a357a34277ba;cn.com.antcloud.api;antcloud-api-provider-ak_05b080ffa82d4d06b1e7a357a34277ba
cn.com.antcloud.api:antcloud-api-ak_05b080ffa82d4d06b1e7a357a34277ba;cn.com.antcloud.api;antcloud-api-ak_05b080ffa82d4d06b1e7a357a34277ba
com.antgroup.antchain.openapi:openapi-ak_05b080ffa82d4d06b1e7a357a34277ba;com.antgroup.antchain.openapi;openapi-ak_05b080ffa82d4d06b1e7a357a34277ba
com.heavenark.infrastructure:ark-infrastructure;com.heavenark.infrastructure;ark-infrastructure
com.heavenark.infrastructure:ark-web;com.heavenark.infrastructure;ark-web
org.codroid:oniguruma-lib;org.codroid;oniguruma-lib
org.codroid:codroid-textmate;org.codroid;codroid-textmate
club.zhcs:gitea-client;club.zhcs;gitea-client
org.ical4j:ical4j-connector-jcr;org.ical4j;ical4j-connector-jcr
cn.com.antcloud.api:antcloud-api-provider-ak_58d0e6ac9a1f4c75b8220234c093d952;cn.com.antcloud.api;antcloud-api-provider-ak_58d0e6ac9a1f4c75b8220234c093d952
cn.com.antcloud.api:antcloud-api-ak_58d0e6ac9a1f4c75b8220234c093d952;cn.com.antcloud.api;antcloud-api-ak_58d0e6ac9a1f4c75b8220234c093d952
com.antgroup.antchain.openapi:openapi-ak_58d0e6ac9a1f4c75b8220234c093d952;com.antgroup.antchain.openapi;openapi-ak_58d0e6ac9a1f4c75b8220234c093d952
org.ical4j:ical4j-integration-aws;org.ical4j;ical4j-integration-aws
io.github.chad2li:mbg-plus-extend;io.github.chad2li;mbg-plus-extend
io.github.themegax:slowmo-lib;io.github.themegax;slowmo-lib
org.webjars.npm:github-com-vinorodrigues-bootstrap-dark;org.webjars.npm;github-com-vinorodrigues-bootstrap-dark
com.synditcorp:ruleengine;com.synditcorp;ruleengine
com.arpnetworking.metrics:generator;com.arpnetworking.metrics;generator
net.artemkv:journey3;net.artemkv;journey3
com.arpnetworking.metrics.extras:file-sink-extra;com.arpnetworking.metrics.extras;file-sink-extra
org.webjars.npm:github-com-lezer-parser-generator;org.webjars.npm;github-com-lezer-parser-generator
io.github.nonononoki:reverse-country-code;io.github.nonononoki;reverse-country-code
com.signalfx.public:signalfx-trace-ot;com.signalfx.public;signalfx-trace-ot
com.signalfx.public:signalfx-trace-api;com.signalfx.public;signalfx-trace-api
com.signalfx.public:signalfx-java-agent;com.signalfx.public;signalfx-java-agent
dev.atedeg.mdm:milk-planning_3;dev.atedeg.mdm;milk-planning_3
dev.atedeg.mdm:restocking_3;dev.atedeg.mdm;restocking_3
dev.atedeg.mdm:client-orders_3;dev.atedeg.mdm;client-orders_3
dev.atedeg.mdm:pricing_3;dev.atedeg.mdm;pricing_3
dev.atedeg.mdm:stocking_3;dev.atedeg.mdm;stocking_3
dev.atedeg.mdm:production-planning_3;dev.atedeg.mdm;production-planning_3
dev.atedeg.mdm:production_3;dev.atedeg.mdm;production_3
com.lutzseverino.discordbooks:discord-books-database-guava;com.lutzseverino.discordbooks;discord-books-database-guava
com.lutzseverino.discordbooks:discord-books;com.lutzseverino.discordbooks;discord-books
com.lutzseverino.discordbooks:discord-books-database;com.lutzseverino.discordbooks;discord-books-database
com.lutzseverino.discordbooks:discord-books-jda;com.lutzseverino.discordbooks;discord-books-jda
com.lutzseverino.discordbooks:discord-books-database-redis;com.lutzseverino.discordbooks;discord-books-database-redis
com.lutzseverino.discordbooks:discord-books-core;com.lutzseverino.discordbooks;discord-books-core
com.nimbusds:oauth-token-response-customizer;com.nimbusds;oauth-token-response-customizer
com.qmakesoft:web-message;com.qmakesoft;web-message
software.amazon.qldb:amazon-qldb-ledger-load;software.amazon.qldb;amazon-qldb-ledger-load
io.github.qxtx244.recyclerview:IdeaRecyclerView;io.github.qxtx244.recyclerview;IdeaRecyclerView
edu.iu.uits:javamail-smime-transport;edu.iu.uits;javamail-smime-transport
io.github.stormeye2000:casper-sdk;io.github.stormeye2000;casper-sdk
com.bumble.appyx:routing-source-addons;com.bumble.appyx;routing-source-addons
org.sonatype.nexus.plugins:nexus-restore-apt;org.sonatype.nexus.plugins;nexus-restore-apt
org.sonatype.nexus.plugins:nexus-restore-maven;org.sonatype.nexus.plugins;nexus-restore-maven
org.sonatype.nexus.assemblies:nexus-cma-feature;org.sonatype.nexus.assemblies;nexus-cma-feature
org.sonatype.nexus.plugins:nexus-restore-raw;org.sonatype.nexus.plugins;nexus-restore-raw
de.laeubisoft:osgi-test-framework;de.laeubisoft;osgi-test-framework
com.github.jasontypescodes:mn-config-based-auth;com.github.jasontypescodes;mn-config-based-auth
org.didcommx:didcomm;org.didcommx;didcomm
org.openrndr.extra:orx-filter-extension;org.openrndr.extra;orx-filter-extension
com.rapiddweller:rd-lib-contiperf;com.rapiddweller;rd-lib-contiperf
ai.konduit.serving:konduit-serving-nd4j;ai.konduit.serving;konduit-serving-nd4j
ai.konduit.serving:konduit-serving-samediff;ai.konduit.serving;konduit-serving-samediff
ai.konduit.serving:konduit-serving;ai.konduit.serving;konduit-serving
ai.konduit.serving:konduit-serving-config-creator;ai.konduit.serving;konduit-serving-config-creator
ai.konduit.serving:konduit-serving-tensorflow;ai.konduit.serving;konduit-serving-tensorflow
ai.konduit.serving:konduit-serving-tvm-config;ai.konduit.serving;konduit-serving-tvm-config
ai.konduit.serving:konduit-serving-metrics;ai.konduit.serving;konduit-serving-metrics
ai.konduit.serving:konduit-serving-kafka;ai.konduit.serving;konduit-serving-kafka
ai.konduit.serving:konduit-serving-tensorflow-config;ai.konduit.serving;konduit-serving-tensorflow-config
ai.konduit.serving:konduit-serving-deeplearning4j;ai.konduit.serving;konduit-serving-deeplearning4j
ai.konduit.serving:konduit-serving-grpc;ai.konduit.serving;konduit-serving-grpc
ai.konduit.serving:konduit-serving-gpu;ai.konduit.serving;konduit-serving-gpu
ai.konduit.serving:konduit-serving-nd4j-tensorflow;ai.konduit.serving;konduit-serving-nd4j-tensorflow
ai.konduit.serving:konduit-serving-pipeline;ai.konduit.serving;konduit-serving-pipeline
ai.konduit.serving:konduit-serving-data;ai.konduit.serving;konduit-serving-data
ai.konduit.serving:konduit-serving-build;ai.konduit.serving;konduit-serving-build
ai.konduit.serving:konduit-serving-meta;ai.konduit.serving;konduit-serving-meta
ai.konduit.serving:konduit-serving-models;ai.konduit.serving;konduit-serving-models
ai.konduit.serving:konduit-serving-python;ai.konduit.serving;konduit-serving-python
ai.konduit.serving:konduit-serving-vertx-config;ai.konduit.serving;konduit-serving-vertx-config
ai.konduit.serving:konduit-serving-clients;ai.konduit.serving;konduit-serving-clients
ai.konduit.serving:konduit-serving-nd4j-tensorflow-config;ai.konduit.serving;konduit-serving-nd4j-tensorflow-config
ai.konduit.serving:konduit-serving-common-tests;ai.konduit.serving;konduit-serving-common-tests
ai.konduit.serving:konduit-serving-distro-bom;ai.konduit.serving;konduit-serving-distro-bom
ai.konduit.serving:konduit-serving-api;ai.konduit.serving;konduit-serving-api
ai.konduit.serving:konduit-serving-metadata;ai.konduit.serving;konduit-serving-metadata
ai.konduit.serving:konduit-serving-samediff-config;ai.konduit.serving;konduit-serving-samediff-config
ai.konduit.serving:konduit-serving-vertx-protocols;ai.konduit.serving;konduit-serving-vertx-protocols
ai.konduit.serving:konduit-serving-tensorrt;ai.konduit.serving;konduit-serving-tensorrt
ai.konduit.serving:konduit-serving-prometheus;ai.konduit.serving;konduit-serving-prometheus
ai.konduit.serving:konduit-serving-annotation;ai.konduit.serving;konduit-serving-annotation
ai.konduit.serving:konduit-serving-tvm;ai.konduit.serving;konduit-serving-tvm
ai.konduit.serving:konduit-serving-tensorrt-config;ai.konduit.serving;konduit-serving-tensorrt-config
ai.konduit.serving:konduit-serving-onnx-config;ai.konduit.serving;konduit-serving-onnx-config
ai.konduit.serving:konduit-serving-http;ai.konduit.serving;konduit-serving-http
ai.konduit.serving:konduit-serving-image;ai.konduit.serving;konduit-serving-image
ai.konduit.serving:konduit-serving-image-config;ai.konduit.serving;konduit-serving-image-config
ai.konduit.serving:konduit-serving-mqtt;ai.konduit.serving;konduit-serving-mqtt
ai.konduit.serving:konduit-serving-python-config;ai.konduit.serving;konduit-serving-python-config
ai.konduit.serving:konduit-serving-deeplearning4j-config;ai.konduit.serving;konduit-serving-deeplearning4j-config
ai.konduit.serving:konduit-serving-endpoint;ai.konduit.serving;konduit-serving-endpoint
ai.konduit.serving:konduit-serving-cli;ai.konduit.serving;konduit-serving-cli
ai.konduit.serving:konduit-serving-core;ai.konduit.serving;konduit-serving-core
ai.konduit.serving:konduit-serving-native;ai.konduit.serving;konduit-serving-native
ai.konduit.serving:konduit-serving-vertx;ai.konduit.serving;konduit-serving-vertx
ai.konduit.serving:konduit-serving-onnx;ai.konduit.serving;konduit-serving-onnx
com.binance4j:binance4j-fiat;com.binance4j;binance4j-fiat
com.binance4j:binance4j-blvt;com.binance4j;binance4j-blvt
com.binance4j:binance4j-staking;com.binance4j;binance4j-staking
com.binance4j:binance4j-nft;com.binance4j;binance4j-nft
com.azerion:azerion-sdk-ads-unity-android-adapter;com.azerion;azerion-sdk-ads-unity-android-adapter
com.binance4j:binance4j-websocket;com.binance4j;binance4j-websocket
com.binance4j:binance4j-wallet;com.binance4j;binance4j-wallet
com.binance4j:binance4j-vision;com.binance4j;binance4j-vision
com.binance4j:binance4j-connectors;com.binance4j;binance4j-connectors
com.binance4j:binance4j-strategy;com.binance4j;binance4j-strategy
com.binance4j:binance4j-spot;com.binance4j;binance4j-spot
com.binance4j:binance4j-convert;com.binance4j;binance4j-convert
com.binance4j:binance4j-loan;com.binance4j;binance4j-loan
com.binance4j:binance4j-portfolio-margin;com.binance4j;binance4j-portfolio-margin
com.binance4j:binance4j-margin;com.binance4j;binance4j-margin
com.binance4j:binance4j-mining;com.binance4j;binance4j-mining
com.binance4j:binance4j-pay;com.binance4j;binance4j-pay
com.binance4j:binance4j-market;com.binance4j;binance4j-market
com.binance4j:binance4j-rebate;com.binance4j;binance4j-rebate
com.binance4j:binance4j-savings;com.binance4j;binance4j-savings
com.binance4j:binance4j-c2c;com.binance4j;binance4j-c2c
com.binance4j:binance4j-core;com.binance4j;binance4j-core
org.jgrapes:org.jgrapes.osgi.core;org.jgrapes;org.jgrapes.osgi.core
com.weicools:keyboard-watcher;com.weicools;keyboard-watcher
io.github.kjt0429:disker-logview;io.github.kjt0429;disker-logview
com.karacca:beetle;com.karacca;beetle
