com.github.f1xmAn:jschedule-ds;com.github.f1xmAn;jschedule-ds
org.apache.olingo:olingo-odata2-jpa-processor-core-incubating;org.apache.olingo;olingo-odata2-jpa-processor-core-incubating
org.apache.olingo:olingo-odata2-jpa-processor-api-incubating;org.apache.olingo;olingo-odata2-jpa-processor-api-incubating
org.apache.olingo:olingo-odata2-jpa-processor-incubating;org.apache.olingo;olingo-odata2-jpa-processor-incubating
org.apache.olingo:olingo-odata2-ref-incubating;org.apache.olingo;olingo-odata2-ref-incubating
org.apache.olingo:olingo-odata2-core-incubating;org.apache.olingo;olingo-odata2-core-incubating
org.apache.olingo:olingo-odata2-api-annotation-incubating;org.apache.olingo;olingo-odata2-api-annotation-incubating
org.apache.olingo:olingo-odata2-api-incubating;org.apache.olingo;olingo-odata2-api-incubating
org.apache.olingo:olingo-odata2-lib-incubating;org.apache.olingo;olingo-odata2-lib-incubating
org.apache.olingo:olingo-odata2-parent-incubating;org.apache.olingo;olingo-odata2-parent-incubating
com.digitalpebble.behemoth:behemoth-mahout;com.digitalpebble.behemoth;behemoth-mahout
com.digitalpebble.behemoth:behemoth-language-id;com.digitalpebble.behemoth;behemoth-language-id
com.digitalpebble.behemoth:behemoth-io;com.digitalpebble.behemoth;behemoth-io
com.digitalpebble.behemoth:behemoth-gate;com.digitalpebble.behemoth;behemoth-gate
com.digitalpebble.behemoth:behemoth-core;com.digitalpebble.behemoth;behemoth-core
br.com.flexait:flexa-core;br.com.flexait;flexa-core
com.digitalpebble.behemoth:behemoth-tika;com.digitalpebble.behemoth;behemoth-tika
com.digitalpebble.behemoth:behemoth-uima;com.digitalpebble.behemoth;behemoth-uima
com.digitalpebble.behemoth:behemoth-solr;com.digitalpebble.behemoth;behemoth-solr
com.digitalpebble.behemoth:behemoth-parent;com.digitalpebble.behemoth;behemoth-parent
se.vgregion.ews-services:ews-services-core-bc-composite-svc;se.vgregion.ews-services;ews-services-core-bc-composite-svc
se.vgregion.ews-services:ews-services-core-bc-composite-schema;se.vgregion.ews-services;ews-services-core-bc-composite-schema
se.vgregion.ews-services:ews-services-core-bc;se.vgregion.ews-services;ews-services-core-bc
se.vgregion.ews-services:ews-services-system;se.vgregion.ews-services;ews-services-system
com.github.dactiv:dactiv-base-framework;com.github.dactiv;dactiv-base-framework
com.github.dactiv.showcase:dactiv-base-curd;com.github.dactiv.showcase;dactiv-base-curd
org.mongodb:casbah_2.9.2;org.mongodb;casbah_2.9.2
org.mongodb:casbah-commons_2.9.2;org.mongodb;casbah-commons_2.9.2
org.mongodb:casbah-core_2.9.2;org.mongodb;casbah-core_2.9.2
org.mongodb:casbah-gridfs_2.9.2;org.mongodb;casbah-gridfs_2.9.2
org.mongodb:casbah-query_2.9.2;org.mongodb;casbah-query_2.9.2
com.vngrs.jsondroid:json_2.10;com.vngrs.jsondroid;json_2.10
com.sangupta:jerry;com.sangupta;jerry
com.github.dactiv:dactiv-orm;com.github.dactiv;dactiv-orm
com.github.dactiv:dactiv-common;com.github.dactiv;dactiv-common
com.github.dactiv:dactiv-parent;com.github.dactiv;dactiv-parent
com.sksamuel.scruffy:scruffy-core_2.10;com.sksamuel.scruffy;scruffy-core_2.10
com.github.johnpersano:parent;com.github.johnpersano;parent
com.github.johnpersano:demo;com.github.johnpersano;demo
com.github.junitrunner:junitrunner-cucumber;com.github.junitrunner;junitrunner-cucumber
com.github.junitrunner:junitrunner-mockito;com.github.junitrunner;junitrunner-mockito
com.github.junitrunner:junitrunner-unitils;com.github.junitrunner;junitrunner-unitils
com.github.junitrunner:junitrunner-spring;com.github.junitrunner;junitrunner-spring
com.github.junitrunner:junitrunner;com.github.junitrunner;junitrunner
com.github.junitrunner:junitrunner-parent;com.github.junitrunner;junitrunner-parent
se.emilsjolander:StickyScrollViewItems;se.emilsjolander;StickyScrollViewItems
org.apache.logging.log4j.osgi:log4j-osgi;org.apache.logging.log4j.osgi;log4j-osgi
org.apache.logging.log4j.osgi:log4j-core-osgi-reduced;org.apache.logging.log4j.osgi;log4j-core-osgi-reduced
org.apache.logging.log4j.osgi:log4j-core-osgi-nosql-mongodb;org.apache.logging.log4j.osgi;log4j-core-osgi-nosql-mongodb
org.apache.logging.log4j.osgi:log4j-core-osgi-nosql-couchdb;org.apache.logging.log4j.osgi;log4j-core-osgi-nosql-couchdb
org.apache.logging.log4j.osgi:log4j-core-osgi-net;org.apache.logging.log4j.osgi;log4j-core-osgi-net
org.apache.logging.log4j.osgi:log4j-1.2-osgi-api;org.apache.logging.log4j.osgi;log4j-1.2-osgi-api
org.apache.logging.log4j.osgi:log4j-core-osgi-jpa;org.apache.logging.log4j.osgi;log4j-core-osgi-jpa
org.apache.logging.log4j.osgi:log4j-core-osgi-async;org.apache.logging.log4j.osgi;log4j-core-osgi-async
org.eclipse.virgo.bundlor:org.eclipse.virgo.bundlor.maven;org.eclipse.virgo.bundlor;org.eclipse.virgo.bundlor.maven
org.eclipse.virgo.bundlor:org.eclipse.virgo.bundlor.ant;org.eclipse.virgo.bundlor;org.eclipse.virgo.bundlor.ant
org.eclipse.virgo.bundlor:org.eclipse.virgo.bundlor.commandline;org.eclipse.virgo.bundlor;org.eclipse.virgo.bundlor.commandline
org.eclipse.virgo.bundlor:org.eclipse.virgo.bundlor.blint;org.eclipse.virgo.bundlor;org.eclipse.virgo.bundlor.blint
org.eclipse.virgo.bundlor:org.eclipse.virgo.bundlor.verifier;org.eclipse.virgo.bundlor;org.eclipse.virgo.bundlor.verifier
org.eclipse.virgo.bundlor:org.eclipse.virgo.bundlor;org.eclipse.virgo.bundlor;org.eclipse.virgo.bundlor
org.cinchapi:concourse-config-framework;org.cinchapi;concourse-config-framework
org.specs2:classycle;org.specs2;classycle
org.bitbucket.cowwoc.servicelocator:servicelocator;org.bitbucket.cowwoc.servicelocator;servicelocator
com.ctlok:spring-webmvc-rythm;com.ctlok;spring-webmvc-rythm
com.ctlok:stateless-http-session;com.ctlok;stateless-http-session
com.hubspot:BaragonBase;com.hubspot;BaragonBase
com.flexdms:htmltemplate-maven-plugin;com.flexdms;htmltemplate-maven-plugin
org.realityforge.jeo.geolatte.jpa.eclipselink:geolatte-geom-eclipselink;org.realityforge.jeo.geolatte.jpa.eclipselink;geolatte-geom-eclipselink
com.github.mpeltonen:sbt-idea-1734730745;com.github.mpeltonen;sbt-idea
com.saplo:saplo4j;com.saplo;saplo4j
com.github.mpeltonen:sbt-idea-1555225206;com.github.mpeltonen;sbt-idea
com.theisenp.vicarious:vicarious;com.theisenp.vicarious;vicarious
com.sangupta:imgur-client;com.sangupta;imgur-client
org.hibernate:hibernate-search-analyzers;org.hibernate;hibernate-search-analyzers
com.soulgalore:crawler;com.soulgalore;crawler
com.sangupta:socialcount;com.sangupta;socialcount
fi.jumi:simpleunit;fi.jumi;simpleunit
fi.jumi:jumi-daemon;fi.jumi;jumi-daemon
fi.jumi:jumi-core;fi.jumi;jumi-core
fi.jumi:parent;fi.jumi;parent
fi.jumi:jumi-api;fi.jumi;jumi-api
fi.jumi:jumi-launcher;fi.jumi;jumi-launcher
com.tecnoguru.scuby:scuby_2.10;com.tecnoguru.scuby;scuby_2.10
org.jboss.ws.plugins:maven-jaxws-tools-plugin;org.jboss.ws.plugins;maven-jaxws-tools-plugin
org.scaladci:scaladci_2.11.0-M8;org.scaladci;scaladci_2.11.0-M8
net.redhogs.actuarius:actuarius_2.9.2;net.redhogs.actuarius;actuarius_2.9.2
net.redhogs.actuarius:actuarius_2.10;net.redhogs.actuarius;actuarius_2.10
org.apidesign.bck2brwsr:ko-archetype-test;org.apidesign.bck2brwsr;ko-archetype-test
org.apidesign.bck2brwsr:knockout4j-archetype;org.apidesign.bck2brwsr;knockout4j-archetype
com.belladati:httpclientandroidlib;com.belladati;httpclientandroidlib
com.alkacon:acacia-editor-client;com.alkacon;acacia-editor-client
com.alkacon:acacia-editor-server;com.alkacon;acacia-editor-server
com.alkacon:geranium-client;com.alkacon;geranium-client
com.lihaoyi.utest:utest-runner_2.10;com.lihaoyi.utest;utest-runner_2.10
org.scalaj:scalaj-http_2.11.0-M6;org.scalaj;scalaj-http_2.11.0-M6
org.scalaj:scalaj-http_2.9.2;org.scalaj;scalaj-http_2.9.2
pw.hysteria.input:dashfoo;pw.hysteria.input;dashfoo
com.threewks.thundr:thundr-gae-cms;com.threewks.thundr;thundr-gae-cms
net.evendanan:frankenrobot;net.evendanan;frankenrobot
org.jsoftware:dbpatch;org.jsoftware;dbpatch
com.sarahlensing.staggeredgridview:library;com.sarahlensing.staggeredgridview;library
com.joescii:omniprop_2.10;com.joescii;omniprop_2.10
org.scalaz:scalaz-scalacheck-binding_2.11.0-M8;org.scalaz;scalaz-scalacheck-binding_2.11.0-M8
org.scalaz:scalaz-effect_2.11.0-M8;org.scalaz;scalaz-effect_2.11.0-M8
org.scalaz:scalaz-core_2.11.0-M8;org.scalaz;scalaz-core_2.11.0-M8
org.scalaz:scalaz-xml_2.11.0-M8;org.scalaz;scalaz-xml_2.11.0-M8
org.scalaz:scalaz-concurrent_2.11.0-M8;org.scalaz;scalaz-concurrent_2.11.0-M8
org.scalaz:scalaz-iteratee_2.11.0-M8;org.scalaz;scalaz-iteratee_2.11.0-M8
org.scalaz:scalaz-typelevel_2.11.0-M8;org.scalaz;scalaz-typelevel_2.11.0-M8
com.github.scodec:scodec_2.10;com.github.scodec;scodec_2.10
com.sarahlensing:StaggeredGridView;com.sarahlensing;StaggeredGridView
org.btc4j:btc4j-daemon;org.btc4j;btc4j-daemon
com.github.scodec:scodec-bits_2.11.0-M8;com.github.scodec;scodec-bits_2.11.0-M8
com.github.scodec:scodec-bits_2.10;com.github.scodec;scodec-bits_2.10
org.codehaus.sonar-plugins:sonar-dotnet-resharper-plugin;org.codehaus.sonar-plugins;sonar-dotnet-resharper-plugin
org.codehaus.sonar-plugins:resharper-runner;org.codehaus.sonar-plugins;resharper-runner
org.codehaus.sonar-plugins:sonar-dotnet-resharper;org.codehaus.sonar-plugins;sonar-dotnet-resharper
de.odysseus.staxon:staxon-jaxrs;de.odysseus.staxon;staxon-jaxrs
de.odysseus.staxon:staxon-jsr353;de.odysseus.staxon;staxon-jsr353
de.odysseus.staxon:staxon-jackson;de.odysseus.staxon;staxon-jackson
de.odysseus.staxon:staxon-gson;de.odysseus.staxon;staxon-gson
de.odysseus.staxon:staxon;de.odysseus.staxon;staxon
de.odysseus.staxon:staxon-parent;de.odysseus.staxon;staxon-parent
eu.rekisoft.android:uiworker;eu.rekisoft.android;uiworker
com.github.sriki77:keychain-passwd-maven-plugin;com.github.sriki77;keychain-passwd-maven-plugin
de.odysseus.juel:juel-spi;de.odysseus.juel;juel-spi
de.odysseus.juel:juel-impl;de.odysseus.juel;juel-impl
de.odysseus.juel:juel-api;de.odysseus.juel;juel-api
de.odysseus.juel:juel-parent;de.odysseus.juel;juel-parent
ch.uzh.ifi.ddis.ifp:streams-esper;ch.uzh.ifi.ddis.ifp;streams-esper
org.scalastyle:scalastyle-sbt-plugin-1734730745;org.scalastyle;scalastyle-sbt-plugin
org.scalastyle:scalastyle-batch_2.9.3;org.scalastyle;scalastyle-batch_2.9.3
org.scalastyle:scalastyle-batch_2.9.2;org.scalastyle;scalastyle-batch_2.9.2
org.scalastyle:scalastyle_2.9.3;org.scalastyle;scalastyle_2.9.3
org.scalastyle:scalastyle_2.9.2;org.scalastyle;scalastyle_2.9.2
org.btc4j:btc4j-core;org.btc4j;btc4j-core
de.sciss:filecache_2.10;de.sciss;filecache_2.10
com.googlecode.i18n-maven-plugin:i18n-maven-plugin;com.googlecode.i18n-maven-plugin;i18n-maven-plugin
com.googlecode.i18n-maven-plugin:i18n-annotations;com.googlecode.i18n-maven-plugin;i18n-annotations
com.github.nicosensei:elastic-index-batch;com.github.nicosensei;elastic-index-batch
com.googlecode.i18n-maven-plugin:i18n-util;com.googlecode.i18n-maven-plugin;i18n-util
com.github.nicosensei:text-batch;com.github.nicosensei;text-batch
com.googlecode.i18n-maven-plugin:i18n-parent;com.googlecode.i18n-maven-plugin;i18n-parent
com.larswerkman:LicenseView;com.larswerkman;LicenseView
org.apache.jackrabbit:oak-sling;org.apache.jackrabbit;oak-sling
com.stanfy.enroscar:enroscar-sherlock-integration;com.stanfy.enroscar;enroscar-sherlock-integration
com.dgwave.car:ceylon-maven-plugin;com.dgwave.car;ceylon-maven-plugin
org.webjars:chance;org.webjars;chance
org.grouplens.lenskit:lenskit;org.grouplens.lenskit;lenskit
org.safehaus.chop:chop-example;org.safehaus.chop;chop-example
org.safehaus.chop:chop-maven-plugin;org.safehaus.chop;chop-maven-plugin
org.safehaus.chop:chop-runner;org.safehaus.chop;chop-runner
org.safehaus.chop:chop-client;org.safehaus.chop;chop-client
org.safehaus.chop:chop-amazon;org.safehaus.chop;chop-amazon
org.safehaus.chop:chop-api;org.safehaus.chop;chop-api
org.safehaus.chop:chop-parent;org.safehaus.chop;chop-parent
org.eclipse.virgo.util:org.eclipse.virgo.util.test;org.eclipse.virgo.util;org.eclipse.virgo.util.test
org.eclipse.virgo.util:org.eclipse.virgo.util.osgi.manifest;org.eclipse.virgo.util;org.eclipse.virgo.util.osgi.manifest
org.eclipse.virgo.util:org.eclipse.virgo.util.osgi;org.eclipse.virgo.util;org.eclipse.virgo.util.osgi
org.eclipse.virgo.util:org.eclipse.virgo.util.parser.manifest;org.eclipse.virgo.util;org.eclipse.virgo.util.parser.manifest
org.eclipse.virgo.util:org.eclipse.virgo.util.io;org.eclipse.virgo.util;org.eclipse.virgo.util.io
org.eclipse.virgo.util:org.eclipse.virgo.util.jmx;org.eclipse.virgo.util;org.eclipse.virgo.util.jmx
org.eclipse.virgo.util:org.eclipse.virgo.util.math;org.eclipse.virgo.util;org.eclipse.virgo.util.math
org.eclipse.virgo.util:org.eclipse.virgo.util.env;org.eclipse.virgo.util;org.eclipse.virgo.util.env
org.eclipse.virgo.util:org.eclipse.virgo.util.common;org.eclipse.virgo.util;org.eclipse.virgo.util.common
org.skife.jetty.v9:http-client;org.skife.jetty.v9;http-client
com.ning.billing:killbill-client-java;com.ning.billing;killbill-client-java
org.fusesource.stompjms:stompjms-activemq-test;org.fusesource.stompjms;stompjms-activemq-test
org.fusesource.stompjms:stompjms-website;org.fusesource.stompjms;stompjms-website
org.fusesource.stompjms:stompjms-client;org.fusesource.stompjms;stompjms-client
org.fusesource.stompjms:stompjms-project;org.fusesource.stompjms;stompjms-project
org.rzo.yajsw:wrapper;org.rzo.yajsw;wrapper
org.rzo.yajsw:wrapperApp;org.rzo.yajsw;wrapperApp
org.rzo.yajsw:srvmgr;org.rzo.yajsw;srvmgr
org.rzo.yajsw:hessian4;org.rzo.yajsw;hessian4
org.rzo.yajsw:ahessian;org.rzo.yajsw;ahessian
fr.assoba.open:npn-boot;fr.assoba.open;npn-boot
org.everit.osgi.bundles:org.everit.osgi.bundles.commons-dbcp;org.everit.osgi.bundles;org.everit.osgi.bundles.commons-dbcp
eu.rekisoft.android:lazyworker;eu.rekisoft.android;lazyworker
net.sf.jrtps:udds;net.sf.jrtps;udds
com.thinkfree.android:dexdex;com.thinkfree.android;dexdex
com.googlecode.gwt-test-utils:gwt-test-utils-gxt2;com.googlecode.gwt-test-utils;gwt-test-utils-gxt2
com.googlecode.gwt-test-utils:gwt-test-utils-gwtbootstrap;com.googlecode.gwt-test-utils;gwt-test-utils-gwtbootstrap
com.github.elizabetht:StudentEnrollmentWithREST;com.github.elizabetht;StudentEnrollmentWithREST
io.tesla.aether:aether-connector-okhttp;io.tesla.aether;aether-connector-okhttp
org.craftercms:crafter-search-index-updater;org.craftercms;crafter-search-index-updater
com.timgroup:scalaquery-play-iteratees_2.9.1;com.timgroup;scalaquery-play-iteratees_2.9.1
org.cloudbees.sdk.plugins:oauth-plugin;org.cloudbees.sdk.plugins;oauth-plugin
com.joescii:omniprop_2.9.3;com.joescii;omniprop_2.9.3
org.kuali.common:kuali-jdbc;org.kuali.common;kuali-jdbc
org.sbuild:org.sbuild.plugins.jbake;org.sbuild;org.sbuild.plugins.jbake
uk.co.caprica:juds;uk.co.caprica;juds
org.scala-stm:scala-stm_2.11.0-M8;org.scala-stm;scala-stm_2.11.0-M8
com.github.wiselenium:wiselenium-testng;com.github.wiselenium;wiselenium-testng
com.github.wiselenium:wiselenium-elements;com.github.wiselenium;wiselenium-elements
com.github.wiselenium:wiselenium-factory;com.github.wiselenium;wiselenium-factory
com.github.wiselenium:wiselenium-parent;com.github.wiselenium;wiselenium-parent
org.webjars:qrcodejs;org.webjars;qrcodejs
com.aceevo:ursus-example-nio-client;com.aceevo;ursus-example-nio-client
com.aceevo:ursus-example-nio-application;com.aceevo;ursus-example-nio-application
com.aceevo:ursus-example-websocket-client;com.aceevo;ursus-example-websocket-client
com.aceevo:ursus-example-jersey-client;com.aceevo;ursus-example-jersey-client
com.aceevo:ursus-example-http-client;com.aceevo;ursus-example-http-client
com.aceevo:ursus-example-application;com.aceevo;ursus-example-application
com.aceevo:ursus-client;com.aceevo;ursus-client
com.aceevo:ursus-core;com.aceevo;ursus-core
com.aceevo:ursus-config;com.aceevo;ursus-config
com.aceevo:ursus-parent;com.aceevo;ursus-parent
io.seal.sharefragments:ShareFragmentsLib;io.seal.sharefragments;ShareFragmentsLib
com.github.stefanbirkner:sfb-propertyeditors;com.github.stefanbirkner;sfb-propertyeditors
com.vast:scala-lifecycle-plugin;com.vast;scala-lifecycle-plugin
com.vast:scala-surefire-maven-plugin;com.vast;scala-surefire-maven-plugin
com.vast:surefire-scalatest20;com.vast;surefire-scalatest20
com.vast:surefire-scalatest19;com.vast;surefire-scalatest19
com.vast:surefire-scala-reactor;com.vast;surefire-scala-reactor
com.vast:scala-build-reactor;com.vast;scala-build-reactor
org.codelibs:elasticsearch-quartz;org.codelibs;elasticsearch-quartz
net.caladesiframework:caladesi-orientdb-common_2.10;net.caladesiframework;caladesi-orientdb-common_2.10
net.caladesiframework:caladesi-elasticsearch_2.10;net.caladesiframework;caladesi-elasticsearch_2.10
net.caladesiframework:caladesi-orientdb-document_2.10;net.caladesiframework;caladesi-orientdb-document_2.10
net.caladesiframework:caladesi-record_2.10;net.caladesiframework;caladesi-record_2.10
net.caladesiframework:caladesi-orientdb-graph_2.10;net.caladesiframework;caladesi-orientdb-graph_2.10
net.caladesiframework:caladesi-neo4j-graph_2.10;net.caladesiframework;caladesi-neo4j-graph_2.10
net.caladesiframework:caladesi-repository_2.10;net.caladesiframework;caladesi-repository_2.10
net.caladesiframework:caladesi-web_2.10;net.caladesiframework;caladesi-web_2.10
net.caladesiframework:caladesi-common_2.10;net.caladesiframework;caladesi-common_2.10
net.caladesiframework:caladesi-field_2.10;net.caladesiframework;caladesi-field_2.10
com.typesafe.akka:akka-sample-persistence_2.10;com.typesafe.akka;akka-sample-persistence_2.10
com.typesafe.akka:akka-sample-multi-node_2.10;com.typesafe.akka;akka-sample-multi-node_2.10
com.typesafe.akka:akka-sample-fsm_2.10;com.typesafe.akka;akka-sample-fsm_2.10
io.lanau.framework.poms:lanau-framework-masterpom;io.lanau.framework.poms;lanau-framework-masterpom
org.apache.wss4j:wss4j-bindings-wssc;org.apache.wss4j;wss4j-bindings-wssc
org.apache.wss4j:wss4j-bindings-wss11;org.apache.wss4j;wss4j-bindings-wss11
org.apache.wss4j:wss4j-bindings-wss10;org.apache.wss4j;wss4j-bindings-wss10
org.apache.wss4j:wss4j-bindings-wsu10;org.apache.wss4j;wss4j-bindings-wsu10
io.lanau.framework.tools.eclipselinkstaticweavemavenplugin:eclipselink-staticweave-maven-plugin;io.lanau.framework.tools.eclipselinkstaticweavemavenplugin;eclipselink-staticweave-maven-plugin
org.glassfish.hk2:hk2-kernel-parent;org.glassfish.hk2;hk2-kernel-parent
org.glassfish.hk2:hk2-build;org.glassfish.hk2;hk2-build
org.glassfish.hk2:hk2-public;org.glassfish.hk2;hk2-public
io.blep:spy-sql;io.blep;spy-sql
com.syncthemall:diffbot-java-sdk;com.syncthemall;diffbot-java-sdk
com.github.tminglei:slick-pg_threeten_2.10.3;com.github.tminglei;slick-pg_threeten_2.10.3
com.github.tminglei:slick-pg_play-json_2.10.3;com.github.tminglei;slick-pg_play-json_2.10.3
com.github.tminglei:slick-pg_jts_2.10.3;com.github.tminglei;slick-pg_jts_2.10.3
com.github.tminglei:slick-pg_json4s_2.10.3;com.github.tminglei;slick-pg_json4s_2.10.3
com.github.tminglei:slick-pg_joda-time_2.10.3;com.github.tminglei;slick-pg_joda-time_2.10.3
io.lanau.framework.modules.backend.batch:lanau-modules-backend-bacth;io.lanau.framework.modules.backend.batch;lanau-modules-backend-bacth
com.nikedlab:logRoller;com.nikedlab;logRoller
io.lanau.framework.modules.backend.aspect:lanau-modules-backend-aspect;io.lanau.framework.modules.backend.aspect;lanau-modules-backend-aspect
io.lanau.framework.modules.backend.messaging:lanau-modules-backend-messaging;io.lanau.framework.modules.backend.messaging;lanau-modules-backend-messaging
io.lanau.framework.modules.backend.reporting:lanau-modules-backend-reporting;io.lanau.framework.modules.backend.reporting;lanau-modules-backend-reporting
io.lanau.framework.modules.backend.ws:lanau-modules-backend-ws;io.lanau.framework.modules.backend.ws;lanau-modules-backend-ws
io.lanau.framework.modules.backend.cache:lanau-modules-backend-cache;io.lanau.framework.modules.backend.cache;lanau-modules-backend-cache
io.lanau.framework.modules.backend.core:lanau-modules-backend-core;io.lanau.framework.modules.backend.core;lanau-modules-backend-core
org.bitbucket.cowwoc.preconditions:preconditions-core;org.bitbucket.cowwoc.preconditions;preconditions-core
nz.co.aetheric.shiva:webapp-angular;nz.co.aetheric.shiva;webapp-angular
com.google.code.javaparser:javaparser;com.google.code.javaparser;javaparser
org.richfaces.archetypes:richfaces-archetype-kitchensink;org.richfaces.archetypes;richfaces-archetype-kitchensink
org.richfaces.archetypes:richfaces-archetype-simpleapp;org.richfaces.archetypes;richfaces-archetype-simpleapp
br.com.objectos:way-reports;br.com.objectos;way-reports
net.java.dev.webdav:webdav-jaxrs;net.java.dev.webdav;webdav-jaxrs
org.cacoo4j:cacoo4j;org.cacoo4j;cacoo4j
io.lanau.framework.modules.backend.persistence:lanau-modules-backend-persistence;io.lanau.framework.modules.backend.persistence;lanau-modules-backend-persistence
com.telly:groundy-compiler;com.telly;groundy-compiler
com.telly:groundy;com.telly;groundy
org.rogach:scallop_2.11.0-M8;org.rogach;scallop_2.11.0-M8
org.rogach:scallop_2.9.3;org.rogach;scallop_2.9.3
org.rogach:scallop_2.9.2;org.rogach;scallop_2.9.2
org.rogach:scallop_2.9.1-1;org.rogach;scallop_2.9.1-1
org.rogach:scallop_2.9.1;org.rogach;scallop_2.9.1
org.rogach:scallop_2.9.0-1;org.rogach;scallop_2.9.0-1
org.rogach:scallop_2.9.0;org.rogach;scallop_2.9.0
net.champemont.jean.hogancompile:hogancompile-maven-plugin;net.champemont.jean.hogancompile;hogancompile-maven-plugin
com.github.xuwei-k:iarray_2.11.0-M7;com.github.xuwei-k;iarray_2.11.0-M7
org.gnieh:sohva-client_2.9.3;org.gnieh;sohva-client_2.9.3
org.loadui:testFx;org.loadui;testFx
com.vektorsoft.demux.tools:demux-android-bundle-archetype;com.vektorsoft.demux.tools;demux-android-bundle-archetype
org.wingsource:transformer-plugin;org.wingsource;transformer-plugin
org.wingsource:page-plugin;org.wingsource;page-plugin
com.vektorsoft.demux.tools:demux-android-archetype;com.vektorsoft.demux.tools;demux-android-archetype
org.wingsource:layout-plugin;org.wingsource;layout-plugin
org.wingsource:gadget-plugin;org.wingsource;gadget-plugin
org.wingsource:url-plugin;org.wingsource;url-plugin
org.wingsource:link-plugin;org.wingsource;link-plugin
org.wingsource:properties;org.wingsource;properties
com.github.venkatramanm:csfj;com.github.venkatramanm;csfj
org.wingsource:plugin;org.wingsource;plugin
com.madgag:bfg-benchmark_2.10;com.madgag;bfg-benchmark_2.10
org.storychat:org.storychat.modules.external;org.storychat;org.storychat.modules.external
org.storychat:org.storychat.modules.application;org.storychat;org.storychat.modules.application
org.storychat:org.storychat.modules.integration;org.storychat;org.storychat.modules.integration
org.storychat:org.storychat.bundle.osgi;org.storychat;org.storychat.bundle.osgi
org.storychat:org.storychat.bundle.inform7;org.storychat;org.storychat.bundle.inform7
org.storychat:org.storychat.bundle.glulx;org.storychat;org.storychat.bundle.glulx
org.storychat:org.storychat.modules.core;org.storychat;org.storychat.modules.core
org.storychat:org.storychat.modules.all;org.storychat;org.storychat.modules.all
org.storychat:org.storychat.project.root;org.storychat;org.storychat.project.root
com.nesscomputing:velocity-guice;com.nesscomputing;velocity-guice
org.webjars:stylusy;org.webjars;stylusy
org.jboss.forge:forge-javassist;org.jboss.forge;forge-javassist
org.mongodb.morphia:morphia-jrebel-plug;org.mongodb.morphia;morphia-jrebel-plug
org.jboss.forge:forge-org.jboss.forge.furnace.proxy.javassist;org.jboss.forge;forge-org.jboss.forge.furnace.proxy.javassist
org.opendaylight.integration:distributions-serviceprovider;org.opendaylight.integration;distributions-serviceprovider
org.opendaylight.integration:distributions-virtualization;org.opendaylight.integration;distributions-virtualization
org.opendaylight.integration:distributions-base;org.opendaylight.integration;distributions-base
com.ning.billing:killbill-api;com.ning.billing;killbill-api
com.indoles.clj:jobs-state-chan;com.indoles.clj;jobs-state-chan
org.richfaces:richfaces-distribution;org.richfaces;richfaces-distribution
org.richfaces:richfaces-resource-optimizer-maven-plugin;org.richfaces;richfaces-resource-optimizer-maven-plugin
org.richfaces:richfaces-push-depchain;org.richfaces;richfaces-push-depchain
org.richfaces:richfaces;org.richfaces;richfaces
org.richfaces:richfaces-page-fragments;org.richfaces;richfaces-page-fragments
org.richfaces:richfaces-build;org.richfaces;richfaces-build
org.richfaces:richfaces-bom;org.richfaces;richfaces-bom
net.alchim31:livereload-jvm;net.alchim31;livereload-jvm
br.com.objectos:way-upload;br.com.objectos;way-upload
hr.helix:groovy-sql-stream-extension;hr.helix;groovy-sql-stream-extension
com.socklabs:elasticservices-work;com.socklabs;elasticservices-work
com.socklabs:elasticservices-activemq;com.socklabs;elasticservices-activemq
com.socklabs:elasticservices-http;com.socklabs;elasticservices-http
com.socklabs:elasticservices-gossip;com.socklabs;elasticservices-gossip
com.socklabs:elasticservices-rabbitmq;com.socklabs;elasticservices-rabbitmq
com.socklabs:elasticservices-core;com.socklabs;elasticservices-core
com.socklabs:elasticservices-parent;com.socklabs;elasticservices-parent
com.socklabs:feature;com.socklabs;feature
com.socklabs:error;com.socklabs;error
com.typesafe.genjavadoc:genjavadoc-plugin_2.11.0-M8;com.typesafe.genjavadoc;genjavadoc-plugin_2.11.0-M8
org.ow2.bonita:bonita-distrib;org.ow2.bonita;bonita-distrib
org.ow2.bonita:bonita-distrib-client;org.ow2.bonita;bonita-distrib-client
org.ow2.bonita:bonita-server;org.ow2.bonita;bonita-server
org.ow2.bonita:bonita-client;org.ow2.bonita;bonita-client
org.ow2.bonita:bonita-runtime;org.ow2.bonita;bonita-runtime
br.com.objectos:way-duplicata;br.com.objectos;way-duplicata
ch.uzh.ifi.ddis.hadoop:hadoop-utils;ch.uzh.ifi.ddis.hadoop;hadoop-utils
org.sbuild:org.sbuild.plugins.asciidoctor;org.sbuild;org.sbuild.plugins.asciidoctor
com.github.anupcowkur:library;com.github.anupcowkur;library
com.softwaremill.scalamacrodebug:macros_2.10;com.softwaremill.scalamacrodebug;macros_2.10
org.anarres:linguistics;org.anarres;linguistics
org.akhikhl.mavenize:osgi2mvn;org.akhikhl.mavenize;osgi2mvn
org.akhikhl.mavenize:gradle-eclipse2mvn;org.akhikhl.mavenize;gradle-eclipse2mvn
org.akhikhl.mavenize:eclipse2mvn;org.akhikhl.mavenize;eclipse2mvn
org.akhikhl.mavenize:downloadhelpers;org.akhikhl.mavenize;downloadhelpers
