com.github.f1xmAn:jschedule-ds;com.github.f1xmAn;jschedule-ds
io.cloudsoft.jclouds.provider:serverlove-z1-man;io.cloudsoft.jclouds.provider;serverlove-z1-man
io.cloudsoft.jclouds.provider:openhosting-east1;io.cloudsoft.jclouds.provider;openhosting-east1
io.cloudsoft.jclouds.provider:elastichosts-lax-p;io.cloudsoft.jclouds.provider;elastichosts-lax-p
io.cloudsoft.jclouds.provider:elastichosts-tor-p;io.cloudsoft.jclouds.provider;elastichosts-tor-p
io.cloudsoft.jclouds.provider:elastichosts-lon-b;io.cloudsoft.jclouds.provider;elastichosts-lon-b
io.cloudsoft.jclouds.provider:elastichosts-sat-p;io.cloudsoft.jclouds.provider;elastichosts-sat-p
io.cloudsoft.jclouds.provider:elastichosts-lon-p;io.cloudsoft.jclouds.provider;elastichosts-lon-p
io.cloudsoft.jclouds.provider:bluelock-vcloud-zone01;io.cloudsoft.jclouds.provider;bluelock-vcloud-zone01
io.cloudsoft.jclouds.provider:cloudonestorage;io.cloudsoft.jclouds.provider;cloudonestorage
io.cloudsoft.jclouds.provider:ninefold-storage;io.cloudsoft.jclouds.provider;ninefold-storage
io.cloudsoft.jclouds.provider:aws-sqs;io.cloudsoft.jclouds.provider;aws-sqs
io.cloudsoft.jclouds.provider:aws-ec2;io.cloudsoft.jclouds.provider;aws-ec2
io.cloudsoft.jclouds.provider:aws-cloudwatch;io.cloudsoft.jclouds.provider;aws-cloudwatch
io.cloudsoft.jclouds.provider:aws-s3;io.cloudsoft.jclouds.provider;aws-s3
io.cloudsoft.jclouds.driver:jclouds-enterprise;io.cloudsoft.jclouds.driver;jclouds-enterprise
io.cloudsoft.jclouds.driver:jclouds-netty;io.cloudsoft.jclouds.driver;jclouds-netty
io.cloudsoft.jclouds.driver:jclouds-joda;io.cloudsoft.jclouds.driver;jclouds-joda
io.cloudsoft.jclouds.driver:jclouds-apachehc;io.cloudsoft.jclouds.driver;jclouds-apachehc
io.cloudsoft.jclouds.provider:azureblob;io.cloudsoft.jclouds.provider;azureblob
io.cloudsoft.jclouds.provider:cloudsigma-lvs;io.cloudsoft.jclouds.provider;cloudsigma-lvs
io.cloudsoft.jclouds.provider:cloudsigma-zrh;io.cloudsoft.jclouds.provider;cloudsigma-zrh
io.cloudsoft.jclouds.provider:gogrid;io.cloudsoft.jclouds.provider;gogrid
io.cloudsoft.jclouds.api:jclouds-apis-project;io.cloudsoft.jclouds.api;jclouds-apis-project
io.cloudsoft.jclouds.api:route53;io.cloudsoft.jclouds.api;route53
io.cloudsoft.jclouds.api:rackspace-clouddns;io.cloudsoft.jclouds.api;rackspace-clouddns
io.cloudsoft.jclouds.provider:rackspace-cloudservers-us;io.cloudsoft.jclouds.provider;rackspace-cloudservers-us
io.cloudsoft.jclouds.api:rackspace-cloudloadbalancers;io.cloudsoft.jclouds.api;rackspace-cloudloadbalancers
io.cloudsoft.jclouds.api:rackspace-cloudidentity;io.cloudsoft.jclouds.api;rackspace-cloudidentity
io.cloudsoft.jclouds.api:cloudservers;io.cloudsoft.jclouds.api;cloudservers
io.cloudsoft.jclouds.api:cloudfiles;io.cloudsoft.jclouds.api;cloudfiles
io.cloudsoft.jclouds.api:openstack-trove;io.cloudsoft.jclouds.api;openstack-trove
io.cloudsoft.jclouds.api:openstack-nova-ec2;io.cloudsoft.jclouds.api;openstack-nova-ec2
io.cloudsoft.jclouds.api:openstack-nova;io.cloudsoft.jclouds.api;openstack-nova
io.cloudsoft.jclouds.api:openstack-cinder;io.cloudsoft.jclouds.api;openstack-cinder
io.cloudsoft.jclouds.labs:google-compute-engine;io.cloudsoft.jclouds.labs;google-compute-engine
io.cloudsoft.jclouds.api:swift;io.cloudsoft.jclouds.api;swift
io.cloudsoft.jclouds.api:openstack-keystone;io.cloudsoft.jclouds.api;openstack-keystone
io.cloudsoft.jclouds.labs:oauth;io.cloudsoft.jclouds.labs;oauth
io.cloudsoft.jclouds.labs:jclouds-labs-google;io.cloudsoft.jclouds.labs;jclouds-labs-google
io.cloudsoft.jclouds.api:atmos;io.cloudsoft.jclouds.api;atmos
io.cloudsoft.jclouds.api:elasticstack;io.cloudsoft.jclouds.api;elasticstack
io.cloudsoft.jclouds.api:vcloud;io.cloudsoft.jclouds.api;vcloud
io.cloudsoft.jclouds.api:sqs;io.cloudsoft.jclouds.api;sqs
io.cloudsoft.jclouds.api:ec2;io.cloudsoft.jclouds.api;ec2
io.cloudsoft.jclouds.api:s3;io.cloudsoft.jclouds.api;s3
io.cloudsoft.jclouds.api:byon;io.cloudsoft.jclouds.api;byon
io.cloudsoft.jclouds.api:filesystem;io.cloudsoft.jclouds.api;filesystem
io.cloudsoft.jclouds:jclouds-blobstore;io.cloudsoft.jclouds;jclouds-blobstore
io.cloudsoft.jclouds.api:cloudstack;io.cloudsoft.jclouds.api;cloudstack
io.cloudsoft.jclouds.api:cloudsigma;io.cloudsoft.jclouds.api;cloudsigma
io.cloudsoft.jclouds.driver:jclouds-sshj;io.cloudsoft.jclouds.driver;jclouds-sshj
io.cloudsoft.jclouds.driver:jclouds-bouncycastle;io.cloudsoft.jclouds.driver;jclouds-bouncycastle
io.cloudsoft.jclouds.driver:jclouds-slf4j;io.cloudsoft.jclouds.driver;jclouds-slf4j
io.cloudsoft.jclouds.api:cloudwatch;io.cloudsoft.jclouds.api;cloudwatch
io.cloudsoft.jclouds.api:sts;io.cloudsoft.jclouds.api;sts
io.cloudsoft.jclouds:jclouds-loadbalancer;io.cloudsoft.jclouds;jclouds-loadbalancer
io.cloudsoft.jclouds.driver:jclouds-log4j;io.cloudsoft.jclouds.driver;jclouds-log4j
io.cloudsoft.jclouds:jclouds-compute;io.cloudsoft.jclouds;jclouds-compute
io.cloudsoft.jclouds:jclouds-scriptbuilder;io.cloudsoft.jclouds;jclouds-scriptbuilder
io.cloudsoft.jclouds.common:jclouds-commons-project;io.cloudsoft.jclouds.common;jclouds-commons-project
io.cloudsoft.jclouds.common:openstack-common;io.cloudsoft.jclouds.common;openstack-common
io.cloudsoft.jclouds.common:azure-common;io.cloudsoft.jclouds.common;azure-common
io.cloudsoft.jclouds:jclouds-core;io.cloudsoft.jclouds;jclouds-core
io.cloudsoft.jclouds:jclouds-resources;io.cloudsoft.jclouds;jclouds-resources
io.cloudsoft.jclouds:jclouds-project;io.cloudsoft.jclouds;jclouds-project
io.higgs:cluster;io.higgs;cluster
org.apache.continuum:continuum-api;org.apache.continuum;continuum-api
org.apache.continuum:continuum-artifact-manager;org.apache.continuum;continuum-artifact-manager
org.apache.continuum:continuum-base;org.apache.continuum;continuum-base
org.apache.continuum:continuum-buildagent;org.apache.continuum;continuum-buildagent
org.apache.continuum:continuum-buildagent-core;org.apache.continuum;continuum-buildagent-core
org.apache.continuum:continuum-buildagent-webdav;org.apache.continuum;continuum-buildagent-webdav
org.apache.continuum:continuum-buildagent-webdav-client;org.apache.continuum;continuum-buildagent-webdav-client
org.apache.continuum:continuum-commons;org.apache.continuum;continuum-commons
org.apache.continuum:continuum-core;org.apache.continuum;continuum-core
org.apache.continuum:continuum-data-management;org.apache.continuum;continuum-data-management
org.apache.continuum:continuum-distributed-master;org.apache.continuum;continuum-distributed-master
org.apache.continuum:continuum-distributed-master-api;org.apache.continuum;continuum-distributed-master-api
org.apache.continuum:continuum-distributed-master-client;org.apache.continuum;continuum-distributed-master-client
org.apache.continuum:continuum-legacy;org.apache.continuum;continuum-legacy
org.apache.continuum:continuum-notifier-api;org.apache.continuum;continuum-notifier-api
org.apache.continuum:continuum-notifier-jabber;org.apache.continuum;continuum-notifier-jabber
org.apache.continuum:continuum-release;org.apache.continuum;continuum-release
org.apache.continuum:continuum-store;org.apache.continuum;continuum-store
org.apache.continuum:continuum-xmlrpc;org.apache.continuum;continuum-xmlrpc
org.apache.continuum:continuum-xmlrpc-backup;org.apache.continuum;continuum-xmlrpc-backup
org.apache.continuum:data-management-cli;org.apache.continuum;data-management-cli
org.apache.continuum:redback-legacy;org.apache.continuum;redback-legacy
org.apache.continuum:continuum-buildagent-jetty;org.apache.continuum;continuum-buildagent-jetty
org.apache.continuum:continuum-buildagent-webapp;org.apache.continuum;continuum-buildagent-webapp
org.apache.continuum:continuum-webapp;org.apache.continuum;continuum-webapp
org.apache.continuum:continuum;org.apache.continuum;continuum
org.apache.continuum:continuum-buildagent-api;org.apache.continuum;continuum-buildagent-api
org.apache.continuum:continuum-builder;org.apache.continuum;continuum-builder
org.apache.continuum:continuum-configuration;org.apache.continuum;continuum-configuration
org.apache.continuum:continuum-distributed;org.apache.continuum;continuum-distributed
org.apache.continuum:continuum-distributed-commons;org.apache.continuum;continuum-distributed-commons
org.apache.continuum:continuum-distributed-master-server;org.apache.continuum;continuum-distributed-master-server
org.apache.continuum:continuum-distributed-slave-api;org.apache.continuum;continuum-distributed-slave-api
org.apache.continuum:continuum-distributed-slave-client;org.apache.continuum;continuum-distributed-slave-client
org.apache.continuum:continuum-distributed-slave-server;org.apache.continuum;continuum-distributed-slave-server
org.apache.continuum:continuum-jetty;org.apache.continuum;continuum-jetty
org.apache.continuum:continuum-model;org.apache.continuum;continuum-model
org.apache.continuum:continuum-notifier-irc;org.apache.continuum;continuum-notifier-irc
org.apache.continuum:continuum-notifier-msn;org.apache.continuum;continuum-notifier-msn
org.apache.continuum:continuum-notifier-wagon;org.apache.continuum;continuum-notifier-wagon
org.apache.continuum:continuum-notifiers;org.apache.continuum;continuum-notifiers
org.apache.continuum:continuum-purge;org.apache.continuum;continuum-purge
org.apache.continuum:continuum-reports;org.apache.continuum;continuum-reports
org.apache.continuum:continuum-security;org.apache.continuum;continuum-security
org.apache.continuum:continuum-test;org.apache.continuum;continuum-test
org.apache.continuum:continuum-xmlrpc-api;org.apache.continuum;continuum-xmlrpc-api
org.apache.continuum:continuum-xmlrpc-client;org.apache.continuum;continuum-xmlrpc-client
org.apache.continuum:continuum-xmlrpc-server;org.apache.continuum;continuum-xmlrpc-server
org.apache.continuum:data-management-api;org.apache.continuum;data-management-api
org.apache.continuum:data-management-jdo;org.apache.continuum;data-management-jdo
org.apache.continuum:data-management-redback-jdo;org.apache.continuum;data-management-redback-jdo
org.apache.continuum:continuum-distributed-slave;org.apache.continuum;continuum-distributed-slave
org.apache.continuum:continuum-scm;org.apache.continuum;continuum-scm
org.reflections:reflections-maven;org.reflections;reflections-maven
net.fwbrasil:radon-stm_2.10;net.fwbrasil;radon-stm_2.10
org.crashub:vertx.shell;org.crashub;vertx.shell
org.monifu:monifu-rx-js_sjs0.5.0-RC2_2.11;org.monifu;monifu-rx-js_sjs0.5.0-RC2_2.11
org.monifu:monifu-core-js_sjs0.5.0-RC2_2.11;org.monifu;monifu-core-js_sjs0.5.0-RC2_2.11
org.monifu:monifu-rx-js_sjs0.5.0-RC2_2.10;org.monifu;monifu-rx-js_sjs0.5.0-RC2_2.10
org.monifu:monifu-core-js_sjs0.5.0-RC2_2.10;org.monifu;monifu-core-js_sjs0.5.0-RC2_2.10
com.sopinet:NetHelper;com.sopinet;NetHelper
me.mindwind:craft-atom-protocol-ssl;me.mindwind;craft-atom-protocol-ssl
me.mindwind:craft-atom-protocol-textline;me.mindwind;craft-atom-protocol-textline
me.mindwind:craft-atom-protocol-http;me.mindwind;craft-atom-protocol-http
me.mindwind:craft-atom-lock;me.mindwind;craft-atom-lock
me.mindwind:craft-atom-redis;me.mindwind;craft-atom-redis
me.mindwind:craft-atom-protocol;me.mindwind;craft-atom-protocol
me.mindwind:craft-atom-nio;me.mindwind;craft-atom-nio
me.mindwind:craft-atom-util;me.mindwind;craft-atom-util
me.mindwind:craft-atom-io;me.mindwind;craft-atom-io
me.mindwind:craft-atom-test;me.mindwind;craft-atom-test
me.mindwind:craft-atom;me.mindwind;craft-atom
kr.co.kdsoft.droidlib:globalcontext;kr.co.kdsoft.droidlib;globalcontext
com.googlecode.efficient-java-matrix-library:ejml;com.googlecode.efficient-java-matrix-library;ejml
com.edmodo:rangebar;com.edmodo;rangebar
org.akhikhl.gretty:gretty9-spring-boot-helper;org.akhikhl.gretty;gretty9-spring-boot-helper
org.akhikhl.gretty:gretty8-spring-boot-helper;org.akhikhl.gretty;gretty8-spring-boot-helper
org.akhikhl.gretty:gretty-commons-spring-boot-helper;org.akhikhl.gretty;gretty-commons-spring-boot-helper
org.akhikhl.gretty:gretty9;org.akhikhl.gretty;gretty9
org.akhikhl.gretty:gretty8-spring-boot;org.akhikhl.gretty;gretty8-spring-boot
org.akhikhl.gretty:gretty-commons;org.akhikhl.gretty;gretty-commons
org.akhikhl.gretty:gretty9-spring-boot;org.akhikhl.gretty;gretty9-spring-boot
org.akhikhl.gretty:gretty8;org.akhikhl.gretty;gretty8
org.akhikhl.gretty:gretty8-helper;org.akhikhl.gretty;gretty8-helper
org.akhikhl.gretty:gretty7-helper;org.akhikhl.gretty;gretty7-helper
org.akhikhl.gretty:gretty-commons-helper;org.akhikhl.gretty;gretty-commons-helper
org.akhikhl.gretty:gretty-commons-spring-boot;org.akhikhl.gretty;gretty-commons-spring-boot
org.akhikhl.gretty:gretty7;org.akhikhl.gretty;gretty7
org.akhikhl.gretty:gretty-spring-boot;org.akhikhl.gretty;gretty-spring-boot
org.akhikhl.gretty:gretty9-helper;org.akhikhl.gretty;gretty9-helper
org.crashub:jcr.distrib;org.crashub;jcr.distrib
org.crashub:jcr.doc;org.crashub;jcr.doc
org.crashub:jcr.jackrabbit;org.crashub;jcr.jackrabbit
org.crashub:jcr.exo;org.crashub;jcr.exo
org.crashub:jcr.core;org.crashub;jcr.core
org.crashub:jcr.parent;org.crashub;jcr.parent
com.tempodb:tempodb-java;com.tempodb;tempodb-java
com.github.tlrx:elasticsearch-test;com.github.tlrx;elasticsearch-test
org.quanqi:android-holo-graph;org.quanqi;android-holo-graph
org.scalastuff:json-parser_2.11;org.scalastuff;json-parser_2.11
org.scalastuff:json-parser_2.10;org.scalastuff;json-parser_2.10
org.testmp:testsync;org.testmp;testsync
org.quanqi:android-view-pager-indicator;org.quanqi;android-view-pager-indicator
org.overturetool.tools:overturetemplategen;org.overturetool.tools;overturetemplategen
org.overturetool.tools:tools;org.overturetool.tools;tools
dk.tbsalling:JavaAPIforKml;dk.tbsalling;JavaAPIforKml
com.github.scala-incubator.io:scala-io-docs_2.11;com.github.scala-incubator.io;scala-io-docs_2.11
com.github.scala-incubator.io:scala-io-core_2.11;com.github.scala-incubator.io;scala-io-core_2.11
com.github.scala-incubator.io:scala-io-file_2.11;com.github.scala-incubator.io;scala-io-file_2.11
com.github.os72:protoc-jar-maven-plugin-build;com.github.os72;protoc-jar-maven-plugin-build
org.webjars:bootstrap-sf1;org.webjars;bootstrap-sf1
com.cloudbees.cloud_resource:cloud-resource-commons-jaxrs-jpa;com.cloudbees.cloud_resource;cloud-resource-commons-jaxrs-jpa
com.cloudbees.cloud_resource:cloud-resource-commons-jaxrs-auth;com.cloudbees.cloud_resource;cloud-resource-commons-jaxrs-auth
com.cloudbees.cloud_resource:cloud-resource-commons;com.cloudbees.cloud_resource;cloud-resource-commons
com.cloudbees.cloud_resource:cloud-resource-commons-parent;com.cloudbees.cloud_resource;cloud-resource-commons-parent
io.ckite:ckite;io.ckite;ckite
com.librato.metrics:dropwizard-librato;com.librato.metrics;dropwizard-librato
me.biubiubiu.autoview:library;me.biubiubiu.autoview;library
com.ergonlabs:ui;com.ergonlabs;ui
si.urbas:pless-jpa-sample_2.10;si.urbas;pless-jpa-sample_2.10
si.urbas:pless-jpa-test_2.10;si.urbas;pless-jpa-test_2.10
si.urbas:pless-test_2.10;si.urbas;pless-test_2.10
si.urbas:pless-root_2.10;si.urbas;pless-root_2.10
si.urbas:pless_2.10;si.urbas;pless_2.10
si.urbas:pless-jpa_2.10;si.urbas;pless-jpa_2.10
com.yammer.telemetry:telemetry-service-sink;com.yammer.telemetry;telemetry-service-sink
com.yammer.telemetry:telemetry-service;com.yammer.telemetry;telemetry-service
com.soulwarelabs.jcommons:jcommons-api;com.soulwarelabs.jcommons;jcommons-api
com.github.semoncat.xcombine:library;com.github.semoncat.xcombine;library
info.kwarc.mmt:mmt-tiscaf;info.kwarc.mmt;mmt-tiscaf
info.kwarc.mmt:mmt;info.kwarc.mmt;mmt
info.kwarc.mmt:mmt-stex;info.kwarc.mmt;mmt-stex
info.kwarc.mmt:planetary-mmt;info.kwarc.mmt;planetary-mmt
info.kwarc.mmt:mmt-informal;info.kwarc.mmt;mmt-informal
info.kwarc.mmt:mmt-webedit;info.kwarc.mmt;mmt-webedit
info.kwarc.sally4:mhw-mmt;info.kwarc.sally4;mhw-mmt
info.kwarc.sally4:mhw-client;info.kwarc.sally4;mhw-client
info.kwarc.sally4:mhw-lmh;info.kwarc.sally4;mhw-lmh
info.kwarc.sally4:mhw-sally-service;info.kwarc.sally4;mhw-sally-service
info.kwarc.sally4:mhw-stexservices;info.kwarc.sally4;mhw-stexservices
info.kwarc.sally4:planetary-base;info.kwarc.sally4;planetary-base
info.kwarc.sally4:sally4-activemq;info.kwarc.sally4;sally4-activemq
info.kwarc.sally4.comm:comm-planetary;info.kwarc.sally4.comm;comm-planetary
info.kwarc.sally4:sally4-servlet;info.kwarc.sally4;sally4-servlet
info.kwarc.sally4:mhw-base;info.kwarc.sally4;mhw-base
eu.aylett.prepackaged:prepackaged-maven-plugin;eu.aylett.prepackaged;prepackaged-maven-plugin
com.google:bitcoinj-parent;com.google;bitcoinj-parent
com.google:bitcoinj;com.google;bitcoinj
org.webjars:routie;org.webjars;routie
com.indix:indix-api-java;com.indix;indix-api-java
com.shamanland:facebook-like-button;com.shamanland;facebook-like-button
org.camunda.bpm.webapp:camunda-webapp-tomcat-standalone;org.camunda.bpm.webapp;camunda-webapp-tomcat-standalone
org.camunda.bpm.webapp:camunda-webapp-tomcat;org.camunda.bpm.webapp;camunda-webapp-tomcat
org.camunda.bpm.webapp:camunda-webapp-test-utility;org.camunda.bpm.webapp;camunda-webapp-test-utility
org.camunda.bpm.webapp:camunda-webapp-jboss-standalone;org.camunda.bpm.webapp;camunda-webapp-jboss-standalone
org.camunda.bpm.webapp:camunda-webapp-jboss;org.camunda.bpm.webapp;camunda-webapp-jboss
org.camunda.bpm.webapp:camunda-webapp-glassfish-standalone;org.camunda.bpm.webapp;camunda-webapp-glassfish-standalone
org.camunda.bpm.webapp:camunda-webapp-glassfish;org.camunda.bpm.webapp;camunda-webapp-glassfish
org.camunda.bpm.webapp:camunda-webapp-core;org.camunda.bpm.webapp;camunda-webapp-core
us.ilmark.deta.things:things-test;us.ilmark.deta.things;things-test
us.ilmark.deta.things:things-rest;us.ilmark.deta.things;things-rest
us.ilmark.deta.things:things-mongo;us.ilmark.deta.things;things-mongo
us.ilmark.deta.things:things-jpa;us.ilmark.deta.things;things-jpa
us.ilmark.deta.things:things-hub;us.ilmark.deta.things;things-hub
us.ilmark.deta.things:things-examples;us.ilmark.deta.things;things-examples
us.ilmark.deta.things:things-core;us.ilmark.deta.things;things-core
us.ilmark.deta.things:things-common;us.ilmark.deta.things;things-common
com.github.sstone:aws-maven;com.github.sstone;aws-maven
com.filez.astyanax:multientity_2.10;com.filez.astyanax;multientity_2.10
com.gwsystems:parent;com.gwsystems;parent
com.eriwen:gradle-css-plugin;com.eriwen;gradle-css-plugin
com.eriwen:gradle-js-plugin;com.eriwen;gradle-js-plugin
org.calrissian.flowmix:flowmix;org.calrissian.flowmix;flowmix
org.akhikhl.gretty:gretty9-spring-boot-plugin;org.akhikhl.gretty;gretty9-spring-boot-plugin
org.akhikhl.gretty:gretty-spring-boot-plugin-commons;org.akhikhl.gretty;gretty-spring-boot-plugin-commons
org.akhikhl.gretty:gretty-helper-commons;org.akhikhl.gretty;gretty-helper-commons
org.akhikhl.gretty:gretty-spring-boot-helper-commons;org.akhikhl.gretty;gretty-spring-boot-helper-commons
org.akhikhl.gretty:gretty-plugin-commons;org.akhikhl.gretty;gretty-plugin-commons
org.akhikhl.gretty:gretty-spring-boot-plugin;org.akhikhl.gretty;gretty-spring-boot-plugin
org.akhikhl.gretty:gretty7-plugin;org.akhikhl.gretty;gretty7-plugin
org.akhikhl.gretty:gretty8-plugin;org.akhikhl.gretty;gretty8-plugin
org.akhikhl.gretty:gretty-plugin;org.akhikhl.gretty;gretty-plugin
org.akhikhl.gretty:gretty8-spring-boot-plugin;org.akhikhl.gretty;gretty8-spring-boot-plugin
org.akhikhl.gretty:gretty9-plugin;org.akhikhl.gretty;gretty9-plugin
com.confluex:confluex-mock-http;com.confluex;confluex-mock-http
dk.aeai:gradle-grunt;dk.aeai;gradle-grunt
se.marteinn.utils.logging:applog;se.marteinn.utils.logging;applog
com.gilt:scala-srv-dns_2.9.2;com.gilt;scala-srv-dns_2.9.2
com.gilt:scala-srv-dns_2.9.1;com.gilt;scala-srv-dns_2.9.1
de.taimos.semi:sma-energymeter;de.taimos.semi;sma-energymeter
de.vorb:swt-dialogs;de.vorb;swt-dialogs
fr.ybonnel:simpleweb4j;fr.ybonnel;simpleweb4j
uk.co.ribot:pig;uk.co.ribot;pig
fi.foyt.coops:coops-spec;fi.foyt.coops;coops-spec
org.webjars:wordwrap;org.webjars;wordwrap
com.github.dcrissman:cacher-memcached;com.github.dcrissman;cacher-memcached
com.github.dcrissman:cacher-core;com.github.dcrissman;cacher-core
com.github.dcrissman:cacher;com.github.dcrissman;cacher
com.github.play2war.ext:redirect-playlogger_2.11;com.github.play2war.ext;redirect-playlogger_2.11
org.monifu:monifu-rx-js_sjs0.5.0-RC1_2.11;org.monifu;monifu-rx-js_sjs0.5.0-RC1_2.11
org.monifu:monifu-core-js_sjs0.5.0-RC1_2.11;org.monifu;monifu-core-js_sjs0.5.0-RC1_2.11
org.monifu:monifu-rx-js_sjs0.5.0-RC1_2.10;org.monifu;monifu-rx-js_sjs0.5.0-RC1_2.10
org.monifu:monifu-core-js_sjs0.5.0-RC1_2.10;org.monifu;monifu-core-js_sjs0.5.0-RC1_2.10
