com.w2v4:vertx-lang-clojure-parent;com.w2v4;vertx-lang-clojure-parent
org.saharsh:master-pom;org.saharsh;master-pom
com.thesamet.scalapb:protobuf-runtime-scala_sjs0.6_2.13.0-M1;com.thesamet.scalapb;protobuf-runtime-scala_sjs0.6_2.13.0-M1
com.thesamet.scalapb:protobuf-runtime-scala_2.13.0-M1;com.thesamet.scalapb;protobuf-runtime-scala_2.13.0-M1
org.lendingclub.mercator:mercator-solarwinds;org.lendingclub.mercator;mercator-solarwinds
org.lendingclub.mercator:mercator-newrelic;org.lendingclub.mercator;mercator-newrelic
org.lendingclub.mercator:mercator-test;org.lendingclub.mercator;mercator-test
org.lendingclub.mercator:mercator-core;org.lendingclub.mercator;mercator-core
org.lendingclub.mercator:mercator-aws;org.lendingclub.mercator;mercator-aws
org.lendingclub.mercator:mercator-bind;org.lendingclub.mercator;mercator-bind
org.lendingclub.mercator:mercator-vmware;org.lendingclub.mercator;mercator-vmware
org.lendingclub.mercator:mercator-ucs;org.lendingclub.mercator;mercator-ucs
org.lendingclub.mercator:mercator-github;org.lendingclub.mercator;mercator-github
org.lendingclub.mercator:mercator-docker;org.lendingclub.mercator;mercator-docker
org.lendingclub.mercator:mercator-dynect;org.lendingclub.mercator;mercator-dynect
org.lendingclub.mercator:mercator-kubernetes;org.lendingclub.mercator;mercator-kubernetes
org.lendingclub.mercator:mercator-jenkins;org.lendingclub.mercator;mercator-jenkins
com.lightbend.constructr:constructr-akka-testing_2.11;com.lightbend.constructr;constructr-akka-testing_2.11
com.lightbend.constructr:constructr-coordination-zookeeper_2.11;com.lightbend.constructr;constructr-coordination-zookeeper_2.11
com.lightbend.constructr:constructr-zookeeper-root_2.11;com.lightbend.constructr;constructr-zookeeper-root_2.11
com.lightbend.constructr:constructr-akka-testing_2.12;com.lightbend.constructr;constructr-akka-testing_2.12
com.lightbend.constructr:constructr-coordination-zookeeper_2.12;com.lightbend.constructr;constructr-coordination-zookeeper_2.12
com.lightbend.constructr:constructr-zookeeper-root_2.12;com.lightbend.constructr;constructr-zookeeper-root_2.12
info.hupel:sbt-jsr223724599971;info.hupel;sbt-jsr223
info.hupel:sbt-jython724599971;info.hupel;sbt-jython
info.hupel:jsr223-launcher;info.hupel;jsr223-launcher
com.thesamet.scalapb:lenses_sjs0.6_2.13.0-M1;com.thesamet.scalapb;lenses_sjs0.6_2.13.0-M1
com.thesamet.scalapb:lenses_2.13.0-M1;com.thesamet.scalapb;lenses_2.13.0-M1
com.intendia.gwt:rxjava-gwt;com.intendia.gwt;rxjava-gwt
io.github.kuglblitz:config-server-commons;io.github.kuglblitz;config-server-commons
net.sf.extjwnl:extjwnl-data-wn31-map;net.sf.extjwnl;extjwnl-data-wn31-map
cn.ocoop.framework.mybatis.plugin:mybatis-tenant-spring-boot-starter;cn.ocoop.framework.mybatis.plugin;mybatis-tenant-spring-boot-starter
cn.ocoop.framework.mybatis.plugin:mybatis-paging-spring-boot-starter;cn.ocoop.framework.mybatis.plugin;mybatis-paging-spring-boot-starter
cn.ocoop.framework.mybatis.plugin:mybatis-plugin-spring-boot-starter;cn.ocoop.framework.mybatis.plugin;mybatis-plugin-spring-boot-starter
cn.ocoop.framework.sql:sql-util;cn.ocoop.framework.sql;sql-util
com.dorkbox:ShellExecutor;com.dorkbox;ShellExecutor
com.github.winteryoung:yanwte;com.github.winteryoung;yanwte
com.github.winteryoung:yanwte-core;com.github.winteryoung;yanwte-core
com.github.winteryoung:yanwte-spring;com.github.winteryoung;yanwte-spring
cn.easyproject:easyshiro;cn.easyproject;easyshiro
de.sweetcode:e;de.sweetcode;e
cn.easyproject:easyshiro-redis-cache;cn.easyproject;easyshiro-redis-cache
com.tapad.sbt:oozie-lib_2.12;com.tapad.sbt;oozie-lib_2.12
com.tapad.sbt:oozie-lib_2.11;com.tapad.sbt;oozie-lib_2.11
com.tapad.sbt:oozie-util_2.11;com.tapad.sbt;oozie-util_2.11
com.tapad.sbt:oozie-templating-lib_2.11;com.tapad.sbt;oozie-templating-lib_2.11
com.tapad.sbt:oozie-lib_2.10;com.tapad.sbt;oozie-lib_2.10
com.tapad.sbt:oozie-templating-lib_2.10;com.tapad.sbt;oozie-templating-lib_2.10
com.tapad.sbt:oozie-util_2.10;com.tapad.sbt;oozie-util_2.10
com.tapad.sbt:oozie-templating-lib_2.12;com.tapad.sbt;oozie-templating-lib_2.12
com.tapad.sbt:oozie-util_2.12;com.tapad.sbt;oozie-util_2.12
com.ixortalk:lorawan.packet.parser;com.ixortalk;lorawan.packet.parser
org.webjars.npm:github-com-cpfarher-vue-tooltipster;org.webjars.npm;github-com-cpfarher-vue-tooltipster
com.github.chen0040:java-reinforcement-learning;com.github.chen0040;java-reinforcement-learning
com.github.houbb:doc-api;com.github.houbb;doc-api
org.webjars.bower:jquery-form;org.webjars.bower;jquery-form
com.dispalt.relay:relay-macro_sjs0.6_2.11;com.dispalt.relay;relay-macro_sjs0.6_2.11
org.opencord.ce:vee;org.opencord.ce;vee
org.opencord.ce:ecord-global-app;org.opencord.ce;ecord-global-app
org.opencord.ce:local;org.opencord.ce;local
org.opencord.ce:global;org.opencord.ce;global
org.opencord.ce:orchestration;org.opencord.ce;orchestration
org.opencord.ce:ecord-local-app;org.opencord.ce;ecord-local-app
org.opencord.ce:local-channel;org.opencord.ce;local-channel
org.opencord.ce:global-channel;org.opencord.ce;global-channel
org.opencord.ce:bigswitch;org.opencord.ce;bigswitch
org.opencord.ce:ce-api;org.opencord.ce;ce-api
org.opencord.ce:fabric;org.opencord.ce;fabric
org.opencord:ce;org.opencord;ce
org.opencord.ce:virtualprovider;org.opencord.ce;virtualprovider
com.github.omadahealth.typefaceview:typefaceview;com.github.omadahealth.typefaceview;typefaceview
com.xiaoleilu:hulu;com.xiaoleilu;hulu
org.webjars.npm:ko-observable;org.webjars.npm;ko-observable
org.rundeck:rundeck-api-java-client;org.rundeck;rundeck-api-java-client
me.drozdzynski.library.steppers:steppers;me.drozdzynski.library.steppers;steppers
com.hubspot:SingularityServiceBase;com.hubspot;SingularityServiceBase
