com.w2v4:vertx-lang-clojure-parent;com.w2v4;vertx-lang-clojure-parent
org.mobicents.resources:restcomm-slee-ra-diameter-base-ra-release;org.mobicents.resources;restcomm-slee-ra-diameter-base-ra-release
org.mobicents.resources:restcomm-slee-ra-diameter-s13-ra;org.mobicents.resources;restcomm-slee-ra-diameter-s13-ra
org.mobicents.resources:restcomm-slee-ra-diameter-sh-server;org.mobicents.resources;restcomm-slee-ra-diameter-sh-server
org.mobicents.resources:restcomm-slee-ra-diameter-gx-ra-DU;org.mobicents.resources;restcomm-slee-ra-diameter-gx-ra-DU
org.mobicents.webrtc:webrtc-ui;org.mobicents.webrtc;webrtc-ui
com.tngtech.java:junit-dataprovider;com.tngtech.java;junit-dataprovider
org.webjars.bower:github-com-ag-grid-ag-grid;org.webjars.bower;github-com-ag-grid-ag-grid
com.dell.cpsd:rcm-capability-service-api;com.dell.cpsd;rcm-capability-service-api
com.github.daddykotex:courier-core_2.11;com.github.daddykotex;courier-core_2.11
com.github.daddykotex:courier-for-cats_2.11;com.github.daddykotex;courier-for-cats_2.11
com.github.daddykotex:courier-core_2.12;com.github.daddykotex;courier-core_2.12
com.github.daddykotex:courier-for-cats_2.12;com.github.daddykotex;courier-for-cats_2.12
com.github.daddykotex:courier-core_2.10;com.github.daddykotex;courier-core_2.10
com.github.daddykotex:courier-for-cats_2.10;com.github.daddykotex;courier-for-cats_2.10
com.harium.etyl.networking:networking-image;com.harium.etyl.networking;networking-image
org.xbib:sshd-server;org.xbib;sshd-server
org.xbib:sshd;org.xbib;sshd
com.innovativeastrosolutions:AstrosoftCore;com.innovativeastrosolutions;AstrosoftCore
com.drunkendev:spreadsheet-tools;com.drunkendev;spreadsheet-tools
com.drunkendev:spreadsheet-tools-csv;com.drunkendev;spreadsheet-tools-csv
no.skatteetaten.aurora.springboot:aurora-spring-boot-starter-parent;no.skatteetaten.aurora.springboot;aurora-spring-boot-starter-parent
org.webjars.npm:balloon-css;org.webjars.npm;balloon-css
io.github.supernova-team:hubble-graphite-event-reader_2.12;io.github.supernova-team;hubble-graphite-event-reader_2.12
org.mobicents.examples:restcomm-slee-example-call-contorller2-docs-jdocbook-restcomm;org.mobicents.examples;restcomm-slee-example-call-contorller2-docs-jdocbook-restcomm
org.mobicents.examples:call-controller2-DU;org.mobicents.examples;call-controller2-DU
org.mobicents.examples:restcomm-slee-example-call-contorller2-docs;org.mobicents.examples;restcomm-slee-example-call-contorller2-docs
org.mobicents.examples:restcomm-slee-example-call-contorller2-docs-sources-restcomm;org.mobicents.examples;restcomm-slee-example-call-contorller2-docs-sources-restcomm
org.mobicents.examples:restcomm-slee-example-call-contorller2-docs-jdocbook-telscale;org.mobicents.examples;restcomm-slee-example-call-contorller2-docs-jdocbook-telscale
org.mobicents.examples:call-controller2-profile;org.mobicents.examples;call-controller2-profile
org.mobicents.examples:call-controller2-sbbs;org.mobicents.examples;call-controller2-sbbs
org.mobicents.examples:restcomm-slee-example-call-contorller2-docs-sources-telscale;org.mobicents.examples;restcomm-slee-example-call-contorller2-docs-sources-telscale
org.mobicents.examples:restcomm-slee-example-call-contorller2-docs-sources;org.mobicents.examples;restcomm-slee-example-call-contorller2-docs-sources
org.mobicents.examples:call-controller2-release;org.mobicents.examples;call-controller2-release
org.mobicents.examples:call-controller2-example-parent;org.mobicents.examples;call-controller2-example-parent
org.webjars.bower:font-awesome-animation;org.webjars.bower;font-awesome-animation
com.infobip:infobip-spring-bean-validation-boot-starter;com.infobip;infobip-spring-bean-validation-boot-starter
com.infobip:infobip-spring-bean-validation-api;com.infobip;infobip-spring-bean-validation-api
com.infobip:infobip-spring-bean-validation;com.infobip;infobip-spring-bean-validation
org.wso2.carbon.devicemgt:org.wso2.carbon.device.mgt.analytics.dashboard.feature;org.wso2.carbon.devicemgt;org.wso2.carbon.device.mgt.analytics.dashboard.feature
org.wso2.carbon.devicemgt:org.wso2.carbon.device.mgt.analytics.dashboard;org.wso2.carbon.devicemgt;org.wso2.carbon.device.mgt.analytics.dashboard
org.hspconsortium.sandbox:hspc-sandbox-manager;org.hspconsortium.sandbox;hspc-sandbox-manager
org.hspconsortium.reference:hspc-reference-messaging;org.hspconsortium.reference;hspc-reference-messaging
org.hspconsortium.reference:hspc-reference-messaging-common;org.hspconsortium.reference;hspc-reference-messaging-common
org.hspconsortium.reference:hspc-reference-messaging-parent;org.hspconsortium.reference;hspc-reference-messaging-parent
br.jus.stf.digital:test;br.jus.stf.digital;test
eu.lestard.redux-javafx-devtool:reduxfx-connector;eu.lestard.redux-javafx-devtool;reduxfx-connector
eu.lestard.redux-javafx-devtool:jvm-redux-connector;eu.lestard.redux-javafx-devtool;jvm-redux-connector
eu.lestard.redux-javafx-devtool:devtool;eu.lestard.redux-javafx-devtool;devtool
io.verizon.build:sbt-rig724599971;io.verizon.build;sbt-rig
com.icfolson.aem:sling-translate-ui;com.icfolson.aem;sling-translate-ui
com.icfolson.aem:sling-translate-example;com.icfolson.aem;sling-translate-example
com.icfolson.aem:sling-translate-runtime;com.icfolson.aem;sling-translate-runtime
com.icfolson.aem:sling-translate-api;com.icfolson.aem;sling-translate-api
com.icfolson.aem:sling-translate;com.icfolson.aem;sling-translate
com.googlecode.cernunnos:cernunnos-cmd-tool;com.googlecode.cernunnos;cernunnos-cmd-tool
com.googlecode.cernunnos:cernunnos;com.googlecode.cernunnos;cernunnos
com.googlecode.cernunnos:cernunnos-webapp;com.googlecode.cernunnos;cernunnos-webapp
com.googlecode.cernunnos:cernunnos-archetypes;com.googlecode.cernunnos;cernunnos-archetypes
com.googlecode.cernunnos:cernunnos-parent;com.googlecode.cernunnos;cernunnos-parent
com.github.diegosep:spring-serial-port-connector;com.github.diegosep;spring-serial-port-connector
com.google.apis:google-api-services-qpxExpress;com.google.apis;google-api-services-qpxExpress
tools.devnull:kodo;tools.devnull;kodo
com.intendia.gwt.autorpc:autorpc-gwt-processor;com.intendia.gwt.autorpc;autorpc-gwt-processor
com.intendia.gwt.autorpc:autorpc-gwt-annotations;com.intendia.gwt.autorpc;autorpc-gwt-annotations
com.intendia.gwt.autorpc:autorpc-gwt-parent;com.intendia.gwt.autorpc;autorpc-gwt-parent
com.github.omadahealth.circularbarpager:library;com.github.omadahealth.circularbarpager;library
org.vertexium:vertexium-accumulo-elasticsearch5-multimodule-test;org.vertexium;vertexium-accumulo-elasticsearch5-multimodule-test
org.vertexium:vertexium-accumulo-elasticsearch-multimodule-test;org.vertexium;vertexium-accumulo-elasticsearch-multimodule-test
org.vertexium:vertexium-multimodule-test;org.vertexium;vertexium-multimodule-test
org.webjars.npm:url-to-options;org.webjars.npm;url-to-options
org.webjars.npm:isurl;org.webjars.npm;isurl
com.v5analytics.webster:webster;com.v5analytics.webster;webster
org.webjars.npm:angularjs-social-login;org.webjars.npm;angularjs-social-login
org.webjars.bower:vaadin-demo-helpers;org.webjars.bower;vaadin-demo-helpers
org.webjars.npm:vizceral-react;org.webjars.npm;vizceral-react
com.google.apis:google-api-services-consumersurveys;com.google.apis;google-api-services-consumersurveys
com.github.druidgreeneyes:rivet-core;com.github.druidgreeneyes;rivet-core
org.webjars.bower:ion.rangeSlider;org.webjars.bower;ion.rangeSlider
edu.si.trippi:trippi-sparql-fcrepo-webapp;edu.si.trippi;trippi-sparql-fcrepo-webapp
edu.si.trippi:trippi;edu.si.trippi;trippi
edu.si.trippi:trippi-sparql;edu.si.trippi;trippi-sparql
edu.si.trippi:trippi-sparql-integration-tests;edu.si.trippi;trippi-sparql-integration-tests
org.notninja:verifier;org.notninja;verifier
com.dell.cpsd:rcm-evaluation-service-api;com.dell.cpsd;rcm-evaluation-service-api
org.webjars.bower:github-com-slindberg-jquery-scrollparent;org.webjars.bower;github-com-slindberg-jquery-scrollparent
io.fabric8.updatebot:updatebot-logging;io.fabric8.updatebot;updatebot-logging
com.sksamuel.elastic4s:elastic4s-tests_2.10;com.sksamuel.elastic4s;elastic4s-tests_2.10
com.sksamuel.elastic4s:elastic4s-testkit_2.10;com.sksamuel.elastic4s;elastic4s-testkit_2.10
com.sksamuel.elastic4s:elastic4s-core_2.10;com.sksamuel.elastic4s;elastic4s-core_2.10
com.sksamuel.elastic4s:elastic4s-embedded_2.10;com.sksamuel.elastic4s;elastic4s-embedded_2.10
com.sksamuel.elastic4s:elastic4s-tcp_2.10;com.sksamuel.elastic4s;elastic4s-tcp_2.10
com.sksamuel.elastic4s:elastic4s-http_2.10;com.sksamuel.elastic4s;elastic4s-http_2.10
com.sksamuel.elastic4s:elastic4s-json4s_2.10;com.sksamuel.elastic4s;elastic4s-json4s_2.10
com.sksamuel.elastic4s:elastic4s-play-json_2.10;com.sksamuel.elastic4s;elastic4s-play-json_2.10
com.sksamuel.elastic4s:elastic4s-jackson_2.10;com.sksamuel.elastic4s;elastic4s-jackson_2.10
com.sksamuel.elastic4s:elastic4s-circe_2.10;com.sksamuel.elastic4s;elastic4s-circe_2.10
com.sksamuel.elastic4s:elastic4s-spray-json_2.10;com.sksamuel.elastic4s;elastic4s-spray-json_2.10
org.orbisgis:h2gis-functions-osgi;org.orbisgis;h2gis-functions-osgi
org.orbisgis:h2gis-ext-osgi;org.orbisgis;h2gis-ext-osgi
org.orbisgis:h2gis-ext;org.orbisgis;h2gis-ext
org.orbisgis:h2gis-functions;org.orbisgis;h2gis-functions
ch.datascience:renga-commons_2.11;ch.datascience;renga-commons_2.11
org.mobicents.smsc:persistence-ra-library;org.mobicents.smsc;persistence-ra-library
org.mobicents.smsc:persistence-ra-parent;org.mobicents.smsc;persistence-ra-parent
org.mobicents.smsc:scheduler-ra-parent;org.mobicents.smsc;scheduler-ra-parent
org.mobicents.smsc:smsc-common-library;org.mobicents.smsc;smsc-common-library
org.mobicents.smsc:common-library;org.mobicents.smsc;common-library
org.mobicents.smsc:smpp-simulator;org.mobicents.smsc;smpp-simulator
org.mobicents.smsc:tx-sipserver-sbb;org.mobicents.smsc;tx-sipserver-sbb
org.mobicents.smsc.docs.installguide:restcomm-smsc-installguide-sources-asciidoc;org.mobicents.smsc.docs.installguide;restcomm-smsc-installguide-sources-asciidoc
org.mobicents.smsc:cassandra-tool;org.mobicents.smsc;cassandra-tool
org.mobicents.smsc:cdr-parser;org.mobicents.smsc;cdr-parser
org.mobicents.smsc:restcomm-smsc-parent;org.mobicents.smsc;restcomm-smsc-parent
org.mobicents.smsc:rx-sipserver-sbb;org.mobicents.smsc;rx-sipserver-sbb
org.mobicents.smsc:services-parent;org.mobicents.smsc;services-parent
org.mobicents.smsc.docs.adminguide:restcomm-smsc-adminguide-sources-asciidoc;org.mobicents.smsc.docs.adminguide;restcomm-smsc-adminguide-sources-asciidoc
org.mobicents.smsc:smsc-cli;org.mobicents.smsc;smsc-cli
org.mobicents.smsc:slee;org.mobicents.smsc;slee
org.mobicents.smsc:smsc-resource-adaptors-du;org.mobicents.smsc;smsc-resource-adaptors-du
org.mobicents.smsc:test-bootstrap;org.mobicents.smsc;test-bootstrap
org.mobicents.smsc:tx-smppserver-sbb;org.mobicents.smsc;tx-smppserver-sbb
org.mobicents.smsc:cassandra-tool-parent;org.mobicents.smsc;cassandra-tool-parent
org.mobicents.smsc:mproc-api;org.mobicents.smsc;mproc-api
org.mobicents.smsc:scheduler-ra-events;org.mobicents.smsc;scheduler-ra-events
org.mobicents.smsc:scheduler-ratype;org.mobicents.smsc;scheduler-ratype
org.mobicents.smsc:domain;org.mobicents.smsc;domain
org.mobicents.smsc:homerouting-sbb;org.mobicents.smsc;homerouting-sbb
org.mobicents.smsc:http-load;org.mobicents.smsc;http-load
org.mobicents.smsc:scheduler-ra;org.mobicents.smsc;scheduler-ra
org.mobicents.smsc:smpp-simulator-parent;org.mobicents.smsc;smpp-simulator-parent
org.mobicents.smsc:alert-sbb;org.mobicents.smsc;alert-sbb
org.mobicents.smsc:cdr-parser-parent;org.mobicents.smsc;cdr-parser-parent
org.mobicents.smsc.docs.commons:restcomm-smsc-commons-sources;org.mobicents.smsc.docs.commons;restcomm-smsc-commons-sources
org.mobicents.smsc:rx-smppserver-sbb;org.mobicents.smsc;rx-smppserver-sbb
org.mobicents.smsc:simulator-bootstrap;org.mobicents.smsc;simulator-bootstrap
org.mobicents.smsc:stresstool;org.mobicents.smsc;stresstool
org.mobicents.smsc:test;org.mobicents.smsc;test
org.mobicents.smsc:mproc-ra-parent;org.mobicents.smsc;mproc-ra-parent
org.mobicents.smsc:sbbs;org.mobicents.smsc;sbbs
org.mobicents.smsc:tools;org.mobicents.smsc;tools
org.mobicents.smsc:core;org.mobicents.smsc;core
org.mobicents.smsc:persistence-ratype;org.mobicents.smsc;persistence-ratype
org.mobicents.smsc:smpp-load;org.mobicents.smsc;smpp-load
org.mobicents.smsc:smsc-services-du;org.mobicents.smsc;smsc-services-du
org.mobicents.smsc.docs:restcomm-smsc-docs;org.mobicents.smsc.docs;restcomm-smsc-docs
org.mobicents.smsc:bootstrap;org.mobicents.smsc;bootstrap
org.mobicents.smsc:mproc-ra-du;org.mobicents.smsc;mproc-ra-du
org.mobicents.smsc:smsc-library;org.mobicents.smsc;smsc-library
org.mobicents.smsc.docs.installguide:restcomm-smsc-installguide;org.mobicents.smsc.docs.installguide;restcomm-smsc-installguide
org.mobicents.smsc:mo-sbb;org.mobicents.smsc;mo-sbb
org.mobicents.smsc:mproc-ra;org.mobicents.smsc;mproc-ra
org.mobicents.smsc:persistence-ra;org.mobicents.smsc;persistence-ra
org.mobicents.smsc:tx-httpserver-sbb;org.mobicents.smsc;tx-httpserver-sbb
org.mobicents.smsc:charging-sbb;org.mobicents.smsc;charging-sbb
org.mobicents.smsc:resource-adaptors-parent;org.mobicents.smsc;resource-adaptors-parent
org.mobicents.smsc:mproc-ratype-du;org.mobicents.smsc;mproc-ratype-du
org.mobicents.smsc.docs.adminguide:restcomm-smsc-adminguide;org.mobicents.smsc.docs.adminguide;restcomm-smsc-adminguide
org.mobicents.smsc:mt-sbb;org.mobicents.smsc;mt-sbb
org.mobicents.smsc:ui-management;org.mobicents.smsc;ui-management
org.mobicents.smsc:scheduler-ra-library;org.mobicents.smsc;scheduler-ra-library
org.mobicents.smsc:test-mapmodule;org.mobicents.smsc;test-mapmodule
org.mobicents.smsc:stresstool-parent;org.mobicents.smsc;stresstool-parent
org.mobicents.smsc:mproc-ratype;org.mobicents.smsc;mproc-ratype
ch.datascience:renga-graph-typesystem-implementation_2.11;ch.datascience;renga-graph-typesystem-implementation_2.11
ch.datascience:renga-graph-init_2.11;ch.datascience;renga-graph-init_2.11
io.ultreia.java4all.eugene:eugene;io.ultreia.java4all.eugene;eugene
io.squark.yggdrasil:yggdrasil-bootstrap;io.squark.yggdrasil;yggdrasil-bootstrap
io.squark.yggdrasil:yggdrasil-core;io.squark.yggdrasil;yggdrasil-core
io.squark.yggdrasil:yggdrasil-gradle-plugin;io.squark.yggdrasil;yggdrasil-gradle-plugin
io.squark.yggdrasil:yggdrasil-maven-plugin;io.squark.yggdrasil;yggdrasil-maven-plugin
io.github.oliviercailloux:swt-tools;io.github.oliviercailloux;swt-tools
org.wso2.carbon.identity.mgt:carbon-identity-mgt-coverage-report;org.wso2.carbon.identity.mgt;carbon-identity-mgt-coverage-report
org.wso2.carbon.identity.mgt:carbon-identity-mgt-osgi-tests;org.wso2.carbon.identity.mgt;carbon-identity-mgt-osgi-tests
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.mgt.test.distribution;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.mgt.test.distribution
org.wso2.carbon.identity.mgt:identity.mgt-test-artifacts.feature;org.wso2.carbon.identity.mgt;identity.mgt-test-artifacts.feature
org.wso2.carbon.identity.mgt:identity-store-handler-test-artifact;org.wso2.carbon.identity.mgt;identity-store-handler-test-artifact
org.wso2.carbon.identity.mgt:in-memory-connectors-test-artifact;org.wso2.carbon.identity.mgt;in-memory-connectors-test-artifact
org.wso2.carbon.identity.mgt:carbon-identity-mgt-test-artifacts;org.wso2.carbon.identity.mgt;carbon-identity-mgt-test-artifacts
org.wso2.carbon.identity.mgt:carbon-identity-mgt-tests;org.wso2.carbon.identity.mgt;carbon-identity-mgt-tests
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.recovery.feature;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.recovery.feature
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.mgt.login.feature;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.mgt.login.feature
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.claim.feature;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.claim.feature
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.mgt.feature;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.mgt.feature
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.handler.event.account.lock;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.handler.event.account.lock
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.recovery;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.recovery
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.mgt.login.interceptor;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.mgt.login.interceptor
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.claim;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.claim
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.mgt
org.wso2.carbon.identity.mgt:org.wso2.carbon.identity.mgt.parent;org.wso2.carbon.identity.mgt;org.wso2.carbon.identity.mgt.parent
ch.datascience:renga-graph-core_2.11;ch.datascience;renga-graph-core_2.11
com.googlecode.jweb1t:com.googlecode.jweb1t;com.googlecode.jweb1t;com.googlecode.jweb1t
org.neo4j:neo4j-cypher-compatibility-suite;org.neo4j;neo4j-cypher-compatibility-suite
org.neo4j:neo4j-cypher-frontend-3.0;org.neo4j;neo4j-cypher-frontend-3.0
org.neo4j:neo4j-cypher-compiler-3.0;org.neo4j;neo4j-cypher-compiler-3.0
org.neo4j:neo4j-cypher-acceptance;org.neo4j;neo4j-cypher-acceptance
org.jgrapes:org.jgrapes.http.rocker;org.jgrapes;org.jgrapes.http.rocker
org.jgrapes:jgrapes-libs;org.jgrapes;jgrapes-libs
io.daten:faster-core;io.daten;faster-core
io.daten:faster-benchmarks;io.daten;faster-benchmarks
org.webjars.bower:twix;org.webjars.bower;twix
org.webjars.npm:twix;org.webjars.npm;twix
com.thehellings:agglutinator;com.thehellings;agglutinator
tech.aiq:aiq-fashion-api;tech.aiq;aiq-fashion-api
com.microsoft.azure:azure-eventhubs-reactive_2.12;com.microsoft.azure;azure-eventhubs-reactive_2.12
com.bstek.uflo:uflo-parent-hibernate3;com.bstek.uflo;uflo-parent-hibernate3
com.bstek.uflo:uflo-parent-hibernate4;com.bstek.uflo;uflo-parent-hibernate4
org.webjars.npm:mfb;org.webjars.npm;mfb
net.stickycode.configuration:sticky-configuration;net.stickycode.configuration;sticky-configuration
com.github.usercare:crashlytics-uc;com.github.usercare;crashlytics-uc
com.github.mina-asham:offheap-largecollections;com.github.mina-asham;offheap-largecollections
org.realityforge.arez:arez-example;org.realityforge.arez;arez-example
org.realityforge.arez:arez-gwt-example;org.realityforge.arez;arez-gwt-example
org.scala-rules:finance-dsl_2.12;org.scala-rules;finance-dsl_2.12
com.dell.cpsd:prepositioning-downloader-api;com.dell.cpsd;prepositioning-downloader-api
com.microsoft.azure:azure-event-hubs-reactive_2.12;com.microsoft.azure;azure-event-hubs-reactive_2.12
org.log4s:log4s_2.13.0-M1;org.log4s;log4s_2.13.0-M1
com.github.choonchernlim:choonchernlim-archetype-jar;com.github.choonchernlim;choonchernlim-archetype-jar
org.springframework.cloud:spring-cloud-stream-binder-kstream11;org.springframework.cloud;spring-cloud-stream-binder-kstream11
org.springframework.cloud:spring-cloud-stream-binder-kafka-0.11-test;org.springframework.cloud;spring-cloud-stream-binder-kafka-0.11-test
org.springframework.cloud:spring-cloud-stream-binder-kafka11-docs;org.springframework.cloud;spring-cloud-stream-binder-kafka11-docs
org.springframework.cloud:spring-cloud-starter-stream-kafka11;org.springframework.cloud;spring-cloud-starter-stream-kafka11
org.springframework.cloud:spring-cloud-stream-binder-kafka11;org.springframework.cloud;spring-cloud-stream-binder-kafka11
org.springframework.cloud:spring-cloud-stream-binder-kafka11-core;org.springframework.cloud;spring-cloud-stream-binder-kafka11-core
org.springframework.cloud:spring-cloud-stream-binder-kafka11-parent;org.springframework.cloud;spring-cloud-stream-binder-kafka11-parent
io.verizon.build:sbt-blockade-1555225206;io.verizon.build;sbt-blockade
com.dell.cpsd:api-gateway-distribution;com.dell.cpsd;api-gateway-distribution
com.dell.cpsd:api-gateway;com.dell.cpsd;api-gateway
com.dell.cpsd:api-gateway-parent;com.dell.cpsd;api-gateway-parent
com.github.massamany:wiremockcsv;com.github.massamany;wiremockcsv
com.github.eoinf.ethanolshared:ethanolshared;com.github.eoinf.ethanolshared;ethanolshared
com.axway.ats.expectj:ats-expectj;com.axway.ats.expectj;ats-expectj
com.github.dslaveykov:test;com.github.dslaveykov;test
de.ecclesia.kipeto:kipeto-tools;de.ecclesia.kipeto;kipeto-tools
de.ecclesia.kipeto:kipeto-ant;de.ecclesia.kipeto;kipeto-ant
de.ecclesia.kipeto:kipeto;de.ecclesia.kipeto;kipeto
de.ecclesia.kipeto:kipeto-core;de.ecclesia.kipeto;kipeto-core
de.ecclesia.kipeto:kipeto-bootstrap;de.ecclesia.kipeto;kipeto-bootstrap
de.ecclesia.kipeto:kipeto-parent;de.ecclesia.kipeto;kipeto-parent
de.ecclesia.kipeto:kipeto-common;de.ecclesia.kipeto;kipeto-common
org.wildfly.camel:wildfly-camel-feature-extras;org.wildfly.camel;wildfly-camel-feature-extras
io.gatling:spire-cfor_2.12;io.gatling;spire-cfor_2.12
fr.javacrea:bano-vertx-client;fr.javacrea;bano-vertx-client
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-builder;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-builder
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-static-generated-testusage;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-static-generated-testusage
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-static-generated-processors;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-static-generated-processors
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-static-generated-annotations;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-static-generated-annotations
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-static-generated;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-static-generated
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-static;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-static
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-objectadapter-testusage;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-objectadapter-testusage
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-objectadapter-generator-processors;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-objectadapter-generator-processors
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-objectadapter-generator-annotations;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-objectadapter-generator-annotations
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-objectadapter-generator;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-objectadapter-generator
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-objectadapter;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-objectadapter
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-dynamic;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-dynamic
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-core-annotationprocessor;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-core-annotationprocessor
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules-core;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules-core
org.rapidpm.proxybuilder:rapidpm-proxybuilder-modules;org.rapidpm.proxybuilder;rapidpm-proxybuilder-modules
org.rapidpm.proxybuilder:rapidpm-proxybuilder-bom;org.rapidpm.proxybuilder;rapidpm-proxybuilder-bom
org.webjars.npm:github-com-vaadin-vaadin-upload;org.webjars.npm;github-com-vaadin-vaadin-upload
com.github.mixja:autoversion;com.github.mixja;autoversion
com.idealista:format-preserving-encryption;com.idealista;format-preserving-encryption
com.raquo:snabbdom_sjs0.6_2.12;com.raquo;snabbdom_sjs0.6_2.12
com.raquo:snabbdom_sjs0.6_2.11;com.raquo;snabbdom_sjs0.6_2.11
org.webjars.bower:paper-item;org.webjars.bower;paper-item
biz.aQute.bnd:org.osgi.impl.bundle.repoindex.lib;biz.aQute.bnd;org.osgi.impl.bundle.repoindex.lib
biz.aQute.bnd:org.osgi.impl.bundle.repoindex.cli;biz.aQute.bnd;org.osgi.impl.bundle.repoindex.cli
biz.aQute.bnd:org.osgi.impl.bundle.repoindex.api;biz.aQute.bnd;org.osgi.impl.bundle.repoindex.api
biz.aQute.bnd:org.osgi.impl.bundle.repoindex.ant;biz.aQute.bnd;org.osgi.impl.bundle.repoindex.ant
org.webjars.bower:angular-json-pretty;org.webjars.bower;angular-json-pretty
biz.aQute.bnd:biz.aQute.jpm.run;biz.aQute.bnd;biz.aQute.jpm.run
org.avaje.tile:docker-run;org.avaje.tile;docker-run
org.avaje.docker:docker-run-maven-plugin;org.avaje.docker;docker-run-maven-plugin
me.jaimegarza:syntax-maven-plugin;me.jaimegarza;syntax-maven-plugin
com.imwot.distributed:imwot-dschedule;com.imwot.distributed;imwot-dschedule
org.web3scala:core;org.web3scala;core
com.testingsyndicate:jms-responder;com.testingsyndicate;jms-responder
com.reubenpeeris:org.eclipse.jdt.core.compiler.ecj;com.reubenpeeris;org.eclipse.jdt.core.compiler.ecj
ba.sake:hepek-classycle;ba.sake;hepek-classycle
org.ibankapp:base-validation;org.ibankapp;base-validation
cn.kanejin.webop:webop-spring;cn.kanejin.webop;webop-spring
cn.kanejin.webop:webop;cn.kanejin.webop;webop
org.ibankapp:base-util;org.ibankapp;base-util
org.ibankapp:base-system;org.ibankapp;base-system
org.ibankapp:base-security;org.ibankapp;base-security
org.ibankapp:base-persistence;org.ibankapp;base-persistence
org.ibankapp:base-observer;org.ibankapp;base-observer
org.ibankapp:base-exception;org.ibankapp;base-exception
com.github.hbas:rules;com.github.hbas;rules
io.github.biezhi:telegram-bot-api;io.github.biezhi;telegram-bot-api
org.webjars.npm:es6-map-shim;org.webjars.npm;es6-map-shim
com.github.foxty:topaz;com.github.foxty;topaz
io.github.biezhi:oh-my-request;io.github.biezhi;oh-my-request
org.fuin.smp:system-maven-plugin;org.fuin.smp;system-maven-plugin
org.fuin.smp:smp-parent;org.fuin.smp;smp-parent
com.marvinformatics.feign:feign-java9;com.marvinformatics.feign;feign-java9
com.github.xiaofan1519:utils;com.github.xiaofan1519;utils
org.webjars.bower:iron-collapse;org.webjars.bower;iron-collapse
org.webjars.bower:iron-icons;org.webjars.bower;iron-icons
org.webjars.bower:iron-selector;org.webjars.bower;iron-selector
org.webjars.bower:web-animations-js;org.webjars.bower;web-animations-js
org.webjars.bower:paper-badge;org.webjars.bower;paper-badge
org.webjars.bower:neon-animation;org.webjars.bower;neon-animation
org.webjars.bower:paper-swatch-picker;org.webjars.bower;paper-swatch-picker
org.webjars.bower:paper-spinner;org.webjars.bower;paper-spinner
org.webjars.bower:github-com-PolymerElements-paper-dialog;org.webjars.bower;github-com-PolymerElements-paper-dialog
com.thamtech.gwt:gwt-pojobuilder;com.thamtech.gwt;gwt-pojobuilder
