com.alibaba.fastjson2:fastjson2-incubator-vector;com.alibaba.fastjson2;fastjson2-incubator-vector
com.io7m.cardant:com.io7m.cardant.server.inventory.v1;com.io7m.cardant;com.io7m.cardant.server.inventory.v1
com.io7m.cardant:com.io7m.cardant.protocol.inventory;com.io7m.cardant;com.io7m.cardant.protocol.inventory
com.io7m.cardant:com.io7m.cardant.strings;com.io7m.cardant;com.io7m.cardant.strings
com.io7m.cardant:com.io7m.cardant.server.service.idstore;com.io7m.cardant;com.io7m.cardant.server.service.idstore
com.io7m.cardant:com.io7m.cardant.server.service.configuration;com.io7m.cardant;com.io7m.cardant.server.service.configuration
com.io7m.cardant:com.io7m.cardant.protocol.inventory.cb;com.io7m.cardant;com.io7m.cardant.protocol.inventory.cb
com.io7m.cardant:com.io7m.cardant.server.service.tls;com.io7m.cardant;com.io7m.cardant.server.service.tls
com.io7m.cardant:com.io7m.cardant.server.controller;com.io7m.cardant;com.io7m.cardant.server.controller
com.io7m.cardant:com.io7m.cardant;com.io7m.cardant;com.io7m.cardant
com.io7m.cardant:com.io7m.cardant.tests;com.io7m.cardant;com.io7m.cardant.tests
com.io7m.minisite:com.io7m.minisite.core;com.io7m.minisite;com.io7m.minisite.core
com.io7m.minisite:com.io7m.minisite.maven_plugin;com.io7m.minisite;com.io7m.minisite.maven_plugin
com.io7m.minisite:com.io7m.minisite.tests;com.io7m.minisite;com.io7m.minisite.tests
com.io7m.minisite:com.io7m.minisite;com.io7m.minisite;com.io7m.minisite
nl.hsac:hsac-fitnesse-pdf;nl.hsac;hsac-fitnesse-pdf
io.gitlab.casperix:light-ui-wasm-js;io.gitlab.casperix;light-ui-wasm-js
io.gitlab.casperix:light-ui;io.gitlab.casperix;light-ui
io.gitlab.casperix:light-ui-jvm;io.gitlab.casperix;light-ui-jvm
io.gitlab.casperix:light-ui-js;io.gitlab.casperix;light-ui-js
io.gitlab.casperix:light-ui-android;io.gitlab.casperix;light-ui-android
org.asciidoctor:asciidoctorj-revealjs;org.asciidoctor;asciidoctorj-revealjs
io.gitlab.casperix:light-ui-android-debug;io.gitlab.casperix;light-ui-android-debug
io.github.siom79.jopenapicmp:jopenapicmp-maven-plugin;io.github.siom79.jopenapicmp;jopenapicmp-maven-plugin
io.github.siom79.jopenapicmp:jopenapicmp;io.github.siom79.jopenapicmp;jopenapicmp
io.github.siom79.jopenapicmp:jopenapicmp-base;io.github.siom79.jopenapicmp;jopenapicmp-base
io.github.wojciechosak:calendar;io.github.wojciechosak;calendar
io.github.wojciechosak:calendar-jvm;io.github.wojciechosak;calendar-jvm
io.github.wojciechosak:calendar-js;io.github.wojciechosak;calendar-js
io.github.wojciechosak:calendar-iosx64;io.github.wojciechosak;calendar-iosx64
io.github.wojciechosak:calendar-iossimulatorarm64;io.github.wojciechosak;calendar-iossimulatorarm64
io.github.wojciechosak:calendar-iosarm64;io.github.wojciechosak;calendar-iosarm64
net.oijon:oling;net.oijon;oling
tech.powerjob:powerjob-server-monitor;tech.powerjob;powerjob-server-monitor
tech.powerjob:powerjob-server-common;tech.powerjob;powerjob-server-common
tech.powerjob:powerjob-server-core;tech.powerjob;powerjob-server-core
tech.powerjob:powerjob-server-auth;tech.powerjob;powerjob-server-auth
tech.powerjob:powerjob-server-remote;tech.powerjob;powerjob-server-remote
tech.powerjob:powerjob-server;tech.powerjob;powerjob-server
tech.powerjob:powerjob-server-extension;tech.powerjob;powerjob-server-extension
tech.powerjob:powerjob-server-persistence;tech.powerjob;powerjob-server-persistence
tech.powerjob:powerjob-server-starter;tech.powerjob;powerjob-server-starter
tech.powerjob:powerjob-server-migrate;tech.powerjob;powerjob-server-migrate
tech.powerjob:powerjob-worker-agent;tech.powerjob;powerjob-worker-agent
tech.powerjob:powerjob-official-processors;tech.powerjob;powerjob-official-processors
tech.powerjob:powerjob-common;tech.powerjob;powerjob-common
tech.powerjob:powerjob-worker-spring-boot-starter;tech.powerjob;powerjob-worker-spring-boot-starter
tech.powerjob:powerjob-remote-framework;tech.powerjob;powerjob-remote-framework
tech.powerjob:powerjob;tech.powerjob;powerjob
tech.powerjob:powerjob-client;tech.powerjob;powerjob-client
tech.powerjob:powerjob-remote-impl-akka;tech.powerjob;powerjob-remote-impl-akka
tech.powerjob:powerjob-remote;tech.powerjob;powerjob-remote
tech.powerjob:powerjob-remote-impl-http;tech.powerjob;powerjob-remote-impl-http
tech.powerjob:powerjob-worker;tech.powerjob;powerjob-worker
com.caoccao.javet:javet-v8-linux-arm64-i18n;com.caoccao.javet;javet-v8-linux-arm64-i18n
com.caoccao.javet:javet-node-linux-arm64-i18n;com.caoccao.javet;javet-node-linux-arm64-i18n
com.caoccao.javet:javet-v8-linux-arm64;com.caoccao.javet;javet-v8-linux-arm64
com.caoccao.javet:javet-node-linux-arm64;com.caoccao.javet;javet-node-linux-arm64
com.caoccao.javet:javet-node-android;com.caoccao.javet;javet-node-android
org.rogach:scallop_3;org.rogach;scallop_3
org.rogach:scallop_sjs1_3;org.rogach;scallop_sjs1_3
org.rogach:scallop_native0.5_2.13;org.rogach;scallop_native0.5_2.13
org.rogach:scallop_2.13;org.rogach;scallop_2.13
org.rogach:scallop_sjs1_2.13;org.rogach;scallop_sjs1_2.13
org.rogach:scallop_2.12;org.rogach;scallop_2.12
org.rogach:scallop_sjs1_2.12;org.rogach;scallop_sjs1_2.12
org.rogach:scallop_native0.5_2.12;org.rogach;scallop_native0.5_2.12
org.rogach:scallop_2.11;org.rogach;scallop_2.11
org.rogach:scallop_2.10;org.rogach;scallop_2.10
com.foldright.auto-pipeline:auto-pipeline-processor;com.foldright.auto-pipeline;auto-pipeline-processor
com.foldright.auto-pipeline:auto-pipeline-annotations;com.foldright.auto-pipeline;auto-pipeline-annotations
com.foldright.auto-pipeline:auto-pipeline-parent;com.foldright.auto-pipeline;auto-pipeline-parent
com.github.tommyettinger:colorful-pure;com.github.tommyettinger;colorful-pure
com.github.tommyettinger:colorful;com.github.tommyettinger;colorful
com.github.tommyettinger:colorful-gdx;com.github.tommyettinger;colorful-gdx
com.github.hazendaz:javabean-tester;com.github.hazendaz;javabean-tester
org.swisspush:rest-storage;org.swisspush;rest-storage
com.purpblue:pbwired-spring-boot2-java8;com.purpblue;pbwired-spring-boot2-java8
io.github.eaopen:eap-module-system-api-impl;io.github.eaopen;eap-module-system-api-impl
io.github.eaopen:eap-module-system-biz;io.github.eaopen;eap-module-system-biz
io.github.eaopen:eap-boot-pom;io.github.eaopen;eap-boot-pom
io.github.eaopen:eap-spring-boot-starter-biz-i18n;io.github.eaopen;eap-spring-boot-starter-biz-i18n
io.github.eaopen:eap-cloud-infra-start;io.github.eaopen;eap-cloud-infra-start
io.github.eaopen:eap-module-infra-api;io.github.eaopen;eap-module-infra-api
io.github.eaopen:eap-file-biz;io.github.eaopen;eap-file-biz
io.github.eaopen:eap-module-infra-biz;io.github.eaopen;eap-module-infra-biz
io.github.eaopen:eap-infra-file;io.github.eaopen;eap-infra-file
io.github.eaopen:eap-module-infra-rest;io.github.eaopen;eap-module-infra-rest
io.github.eaopen:eap-cloud-system-start;io.github.eaopen;eap-cloud-system-start
io.github.eaopen:eap-module-system;io.github.eaopen;eap-module-system
io.github.eaopen:eap-module-system-rest;io.github.eaopen;eap-module-system-rest
io.github.eaopen:eap-module-infra;io.github.eaopen;eap-module-infra
io.github.eaopen:eap-server;io.github.eaopen;eap-server
io.github.eaopen:eap-module-infra-api-impl;io.github.eaopen;eap-module-infra-api-impl
io.github.eaopen:eap-module-system-api;io.github.eaopen;eap-module-system-api
io.github.eaopen:eap-gateway;io.github.eaopen;eap-gateway
io.github.eaopen:eap-spring-boot-starter-monitor;io.github.eaopen;eap-spring-boot-starter-monitor
io.github.eaopen:eap-spring-boot-starter-mybatis;io.github.eaopen;eap-spring-boot-starter-mybatis
com.purpblue:pbwired-spring-boot3-java17;com.purpblue;pbwired-spring-boot3-java17
io.github.eaopen:eap-cloud-framework;io.github.eaopen;eap-cloud-framework
io.github.eaopen:eap-common;io.github.eaopen;eap-common
io.github.eaopen:eap-boot-common;io.github.eaopen;eap-boot-common
io.github.eaopen:eap-boot-framework;io.github.eaopen;eap-boot-framework
io.github.eaopen:eap-dependencies;io.github.eaopen;eap-dependencies
io.github.eaopen:eap-spring-boot-starter-security;io.github.eaopen;eap-spring-boot-starter-security
io.github.eaopen:eap-common-share-api;io.github.eaopen;eap-common-share-api
io.github.eaopen:eap-spring-boot-starter-biz-ip;io.github.eaopen;eap-spring-boot-starter-biz-ip
io.github.eaopen:eap-spring-boot-starter-biz-tenant;io.github.eaopen;eap-spring-boot-starter-biz-tenant
io.github.eaopen:eap-spring-boot-starter-web;io.github.eaopen;eap-spring-boot-starter-web
io.github.eaopen:eap-spring-boot-starter-protection;io.github.eaopen;eap-spring-boot-starter-protection
io.github.eaopen:eap-spring-boot-starter-rpc;io.github.eaopen;eap-spring-boot-starter-rpc
io.github.eaopen:eap-spring-boot-starter-websocket;io.github.eaopen;eap-spring-boot-starter-websocket
io.github.eaopen:eap-spring-boot-starter-excel;io.github.eaopen;eap-spring-boot-starter-excel
io.github.eaopen:eap-spring-cloud-starter-rpc-all;io.github.eaopen;eap-spring-cloud-starter-rpc-all
io.github.eaopen:eap-spring-boot-starter-env;io.github.eaopen;eap-spring-boot-starter-env
io.github.eaopen:eap-spring-boot-starter-job;io.github.eaopen;eap-spring-boot-starter-job
io.github.eaopen:eap-spring-boot-starter-redis;io.github.eaopen;eap-spring-boot-starter-redis
io.github.eaopen:eap-spring-boot-starter-biz-data-permission;io.github.eaopen;eap-spring-boot-starter-biz-data-permission
io.github.eaopen:eap-cloud-dependencies;io.github.eaopen;eap-cloud-dependencies
io.github.eaopen:eap-spring-boot-starter-mq;io.github.eaopen;eap-spring-boot-starter-mq
io.github.eaopen:eap-common-pom;io.github.eaopen;eap-common-pom
io.github.eaopen:eap-spring-boot-starter-test;io.github.eaopen;eap-spring-boot-starter-test
io.github.rongaru:mysql;io.github.rongaru;mysql
io.github.sunny-chung:kdatetime-multiplatform-watchosx64;io.github.sunny-chung;kdatetime-multiplatform-watchosx64
io.github.sunny-chung:kdatetime-multiplatform-watchossimulatorarm64;io.github.sunny-chung;kdatetime-multiplatform-watchossimulatorarm64
io.github.sunny-chung:kdatetime-multiplatform-watchosarm64;io.github.sunny-chung;kdatetime-multiplatform-watchosarm64
io.github.sunny-chung:kdatetime-multiplatform-tvosx64;io.github.sunny-chung;kdatetime-multiplatform-tvosx64
io.github.sunny-chung:kdatetime-multiplatform-tvossimulatorarm64;io.github.sunny-chung;kdatetime-multiplatform-tvossimulatorarm64
io.github.sunny-chung:kdatetime-multiplatform-tvosarm64;io.github.sunny-chung;kdatetime-multiplatform-tvosarm64
io.github.sunny-chung:kdatetime-multiplatform-macosx64;io.github.sunny-chung;kdatetime-multiplatform-macosx64
io.github.sunny-chung:kdatetime-multiplatform-macosarm64;io.github.sunny-chung;kdatetime-multiplatform-macosarm64
io.github.sunny-chung:kdatetime-multiplatform;io.github.sunny-chung;kdatetime-multiplatform
io.github.sunny-chung:kdatetime-multiplatform-jvm;io.github.sunny-chung;kdatetime-multiplatform-jvm
io.github.sunny-chung:kdatetime-multiplatform-js;io.github.sunny-chung;kdatetime-multiplatform-js
io.github.sunny-chung:kdatetime-multiplatform-iosx64;io.github.sunny-chung;kdatetime-multiplatform-iosx64
io.github.sunny-chung:kdatetime-multiplatform-iossimulatorarm64;io.github.sunny-chung;kdatetime-multiplatform-iossimulatorarm64
io.github.sunny-chung:kdatetime-multiplatform-iosarm64;io.github.sunny-chung;kdatetime-multiplatform-iosarm64
io.github.sunny-chung:kdatetime-multiplatform-android;io.github.sunny-chung;kdatetime-multiplatform-android
org.lockss:lockss-util-entities;org.lockss;lockss-util-entities
io.github.rongaru:calender;io.github.rongaru;calender
io.github.rongaru:jasper;io.github.rongaru;jasper
io.github.rongaru:javaee;io.github.rongaru;javaee
io.github.dingyi222666.regex-lib:regex-lib-oniguruma;io.github.dingyi222666.regex-lib;regex-lib-oniguruma
org.webjars.npm:rc-table;org.webjars.npm;rc-table
org.webjars.npm:rc-dialog;org.webjars.npm;rc-dialog
org.webjars.npm:rc-collapse;org.webjars.npm;rc-collapse
org.webjars.npm:rc-textarea;org.webjars.npm;rc-textarea
org.webjars.npm:rc-motion;org.webjars.npm;rc-motion
org.webjars.npm:ant-design__cssinjs-utils;org.webjars.npm;ant-design__cssinjs-utils
org.webjars.npm:rc-input;org.webjars.npm;rc-input
org.duracloud.db:db;org.duracloud.db;db
org.webjars.npm:rc-tooltip;org.webjars.npm;rc-tooltip
org.duracloud.db:common;org.duracloud.db;common
org.duracloud.db:mill-db-repo;org.duracloud.db;mill-db-repo
org.duracloud.db:account-management-db-model;org.duracloud.db;account-management-db-model
org.duracloud.db:account-management-db-repo;org.duracloud.db;account-management-db-repo
org.webjars.npm:dnd-kit__core;org.webjars.npm;dnd-kit__core
org.webjars.npm:rc-notification;org.webjars.npm;rc-notification
org.webjars.npm:form-render;org.webjars.npm;form-render
org.webjars.npm:ahooks;org.webjars.npm;ahooks
org.webjars.npm:rc-input-number;org.webjars.npm;rc-input-number
org.webjars.npm:rc-upload;org.webjars.npm;rc-upload
org.webjars.npm:rc-slider;org.webjars.npm;rc-slider
org.webjars.npm:dnd-kit__accessibility;org.webjars.npm;dnd-kit__accessibility
org.webjars.npm:egjs__agent;org.webjars.npm;egjs__agent
org.webjars.npm:rc-mentions;org.webjars.npm;rc-mentions
org.webjars.npm:rc-tree-select;org.webjars.npm;rc-tree-select
org.webjars.npm:hysnappy;org.webjars.npm;hysnappy
org.webjars.npm:pdfme__schemas;org.webjars.npm;pdfme__schemas
org.webjars.npm:pdfme__generator;org.webjars.npm;pdfme__generator
org.webjars.npm:pdfme__common;org.webjars.npm;pdfme__common
org.webjars.npm:rc-menu;org.webjars.npm;rc-menu
org.webjars.npm:node-html-better-parser;org.webjars.npm;node-html-better-parser
io.nstream:nstream-adapter-runtime;io.nstream;nstream-adapter-runtime
io.nstream:nstream-adapter-redis;io.nstream;nstream-adapter-redis
io.nstream:nstream-adapter-rabbitmq;io.nstream;nstream-adapter-rabbitmq
io.nstream:nstream-adapter-pulsar;io.nstream;nstream-adapter-pulsar
io.nstream:nstream-adapter-pubsub;io.nstream;nstream-adapter-pubsub
io.nstream:nstream-adapter-postgresql;io.nstream;nstream-adapter-postgresql
io.nstream:nstream-adapter-nats;io.nstream;nstream-adapter-nats
io.nstream:nstream-adapter-mqtt;io.nstream;nstream-adapter-mqtt
io.nstream:nstream-adapter-mongodb;io.nstream;nstream-adapter-mongodb
io.nstream:nstream-adapter-kafka;io.nstream;nstream-adapter-kafka
io.nstream:nstream-adapter-jms;io.nstream;nstream-adapter-jms
io.nstream:nstream-adapter-jdbc;io.nstream;nstream-adapter-jdbc
io.nstream:nstream-adapter-http;io.nstream;nstream-adapter-http
io.nstream:nstream-adapter-geo;io.nstream;nstream-adapter-geo
io.nstream:nstream-adapter-dynamodb;io.nstream;nstream-adapter-dynamodb
io.nstream:nstream-adapter-druid;io.nstream;nstream-adapter-druid
io.nstream:nstream-adapter-csv;io.nstream;nstream-adapter-csv
io.nstream:nstream-adapter-confluent;io.nstream;nstream-adapter-confluent
io.nstream:nstream-adapter-common;io.nstream;nstream-adapter-common
io.nstream:nstream-adapter-avro;io.nstream;nstream-adapter-avro
io.nstream:nstream-adapter-aggr;io.nstream;nstream-adapter-aggr
io.nstream:nstream-toolkit;io.nstream;nstream-toolkit
io.nstream:nstream-store-snapshot;io.nstream;nstream-store-snapshot
io.nstream:nstream-store-s3snapshot;io.nstream;nstream-store-s3snapshot
io.nstream:nstream-store-rocksdb-inner;io.nstream;nstream-store-rocksdb-inner
io.nstream:nstream-store-rocksdb;io.nstream;nstream-store-rocksdb
io.nstream:nstream-store-ignite-inner;io.nstream;nstream-store-ignite-inner
io.nstream:nstream-store-ignite;io.nstream;nstream-store-ignite
io.nstream:nstream-store-cassandra-inner;io.nstream;nstream-store-cassandra-inner
io.nstream:nstream-store-cassandra;io.nstream;nstream-store-cassandra
io.nstream:nstream-reflect;io.nstream;nstream-reflect
io.nstream:nstream-persistence;io.nstream;nstream-persistence
io.nstream:nstream-persist-kv;io.nstream;nstream-persist-kv
io.nstream:nstream-persist-kernel;io.nstream;nstream-persist-kernel
io.nstream:nstream-persist-api;io.nstream;nstream-persist-api
io.nstream:nstream-fabric;io.nstream;nstream-fabric
io.nstream:nstream-cluster;io.nstream;nstream-cluster
io.nstream:nstream-platform;io.nstream;nstream-platform
org.http4s:http4s-circe_sjs1_2.13;org.http4s;http4s-circe_sjs1_2.13
org.http4s:http4s-ember-client_native0.4_3;org.http4s;http4s-ember-client_native0.4_3
org.http4s:http4s-ember-core_native0.4_3;org.http4s;http4s-ember-core_native0.4_3
org.http4s:http4s-dsl_sjs1_2.13;org.http4s;http4s-dsl_sjs1_2.13
org.http4s:http4s-scalafix-internal_2.13;org.http4s;http4s-scalafix-internal_2.13
org.http4s:http4s-client-testkit_native0.4_2.13;org.http4s;http4s-client-testkit_native0.4_2.13
org.http4s:http4s-client_sjs1_2.13;org.http4s;http4s-client_sjs1_2.13
org.http4s:http4s-core_native0.4_3;org.http4s;http4s-core_native0.4_3
org.http4s:http4s-server_sjs1_2.13;org.http4s;http4s-server_sjs1_2.13
org.http4s:http4s-core_sjs1_2.13;org.http4s;http4s-core_sjs1_2.13
org.http4s:http4s-ember-core_sjs1_3;org.http4s;http4s-ember-core_sjs1_3
org.http4s:http4s-jawn_native0.4_3;org.http4s;http4s-jawn_native0.4_3
org.http4s:http4s-laws_3;org.http4s;http4s-laws_3
org.http4s:http4s-circe_sjs1_3;org.http4s;http4s-circe_sjs1_3
org.http4s:http4s-client-testkit_native0.4_3;org.http4s;http4s-client-testkit_native0.4_3
org.http4s:http4s-jawn_sjs1_2.13;org.http4s;http4s-jawn_sjs1_2.13
org.http4s:http4s-server_sjs1_3;org.http4s;http4s-server_sjs1_3
org.http4s:http4s-client-testkit_sjs1_2.13;org.http4s;http4s-client-testkit_sjs1_2.13
org.http4s:http4s-laws_sjs1_2.13;org.http4s;http4s-laws_sjs1_2.13
org.http4s:http4s-laws_sjs1_3;org.http4s;http4s-laws_sjs1_3
org.http4s:http4s-core_3;org.http4s;http4s-core_3
org.http4s:http4s-ember-client_sjs1_2.13;org.http4s;http4s-ember-client_sjs1_2.13
org.http4s:http4s-jawn_sjs1_3;org.http4s;http4s-jawn_sjs1_3
org.http4s:http4s-circe_native0.4_2.13;org.http4s;http4s-circe_native0.4_2.13
org.http4s:http4s-ember-core_3;org.http4s;http4s-ember-core_3
org.http4s:http4s-laws_native0.4_3;org.http4s;http4s-laws_native0.4_3
org.http4s:http4s-ember-core_native0.4_2.13;org.http4s;http4s-ember-core_native0.4_2.13
org.http4s:http4s-jawn_native0.4_2.13;org.http4s;http4s-jawn_native0.4_2.13
org.http4s:http4s-client_3;org.http4s;http4s-client_3
org.http4s:http4s-scalafix-internal_3;org.http4s;http4s-scalafix-internal_3
org.http4s:http4s-server_3;org.http4s;http4s-server_3
org.http4s:http4s-docs_3;org.http4s;http4s-docs_3
org.http4s:http4s-dsl_native0.4_2.13;org.http4s;http4s-dsl_native0.4_2.13
org.http4s:http4s-dsl_sjs1_3;org.http4s;http4s-dsl_sjs1_3
org.http4s:http4s-circe_3;org.http4s;http4s-circe_3
org.http4s:http4s-ember-core_sjs1_2.13;org.http4s;http4s-ember-core_sjs1_2.13
org.http4s:http4s-client-testkit_3;org.http4s;http4s-client-testkit_3
org.http4s:http4s-dsl_native0.4_3;org.http4s;http4s-dsl_native0.4_3
org.http4s:http4s-client_sjs1_3;org.http4s;http4s-client_sjs1_3
org.http4s:http4s-ember-server_native0.4_2.13;org.http4s;http4s-ember-server_native0.4_2.13
org.http4s:http4s-jawn_3;org.http4s;http4s-jawn_3
org.http4s:http4s-client-testkit_sjs1_3;org.http4s;http4s-client-testkit_sjs1_3
org.http4s:http4s-client_native0.4_3;org.http4s;http4s-client_native0.4_3
org.http4s:http4s-docs_2.13;org.http4s;http4s-docs_2.13
org.http4s:http4s-circe_native0.4_3;org.http4s;http4s-circe_native0.4_3
org.http4s:http4s-ember-client_native0.4_2.13;org.http4s;http4s-ember-client_native0.4_2.13
org.http4s:http4s-client_native0.4_2.13;org.http4s;http4s-client_native0.4_2.13
org.http4s:http4s-ember-server_sjs1_2.13;org.http4s;http4s-ember-server_sjs1_2.13
org.http4s:http4s-laws_native0.4_2.13;org.http4s;http4s-laws_native0.4_2.13
org.http4s:http4s-core_sjs1_3;org.http4s;http4s-core_sjs1_3
org.http4s:http4s-ember-server_native0.4_3;org.http4s;http4s-ember-server_native0.4_3
org.http4s:http4s-client-testkit_2.13;org.http4s;http4s-client-testkit_2.13
org.http4s:http4s-core_native0.4_2.13;org.http4s;http4s-core_native0.4_2.13
org.http4s:http4s-ember-client_sjs1_3;org.http4s;http4s-ember-client_sjs1_3
org.http4s:http4s-ember-server_3;org.http4s;http4s-ember-server_3
org.http4s:http4s-server_native0.4_3;org.http4s;http4s-server_native0.4_3
org.http4s:http4s-ember-client_3;org.http4s;http4s-ember-client_3
org.http4s:http4s-server_native0.4_2.13;org.http4s;http4s-server_native0.4_2.13
org.http4s:http4s-dsl_3;org.http4s;http4s-dsl_3
org.http4s:http4s-ember-server_sjs1_3;org.http4s;http4s-ember-server_sjs1_3
org.mvnpm:react-addons-shallow-compare;org.mvnpm;react-addons-shallow-compare
org.apereo.cas:cas-server-support-soap-authentication;org.apereo.cas;cas-server-support-soap-authentication
com.networknt:openapi-petstore;com.networknt;openapi-petstore
io.quarkiverse.cxf:quarkus-cxf-integration-test-mtom;io.quarkiverse.cxf;quarkus-cxf-integration-test-mtom
io.quarkiverse.cxf:quarkus-cxf-integration-test-async-vertx-client;io.quarkiverse.cxf;quarkus-cxf-integration-test-async-vertx-client
org.mvnpm:debug;org.mvnpm;debug
com.palantir.delegate.processors:delegate-processor;com.palantir.delegate.processors;delegate-processor
nl.jqno.equalsverifier:equalsverifier;nl.jqno.equalsverifier;equalsverifier
nl.jqno.equalsverifier:equalsverifier-nodep;nl.jqno.equalsverifier;equalsverifier-nodep
org.mvnpm:cookie;org.mvnpm;cookie
org.mvnpm:turbo-stream;org.mvnpm;turbo-stream
org.mvnpm:set-cookie-parser;org.mvnpm;set-cookie-parser
org.webjars.npm:types__googlepay;org.webjars.npm;types__googlepay
com.caesarealabs:searchbar;com.caesarealabs;searchbar
com.caesarealabs:searchbar-jvm;com.caesarealabs;searchbar-jvm
ru.d-shap.imagemagick:ru.d-shap.imagemagick.gradle.plugin;ru.d-shap.imagemagick;ru.d-shap.imagemagick.gradle.plugin
com.caesarealabs:app-jvm;com.caesarealabs;app-jvm
com.caesarealabs:app;com.caesarealabs;app
io.github.aag-ventures:MetaOneSDK;io.github.aag-ventures;MetaOneSDK
io.github.devsong:build-tools;io.github.devsong;build-tools
io.github.devsong:basic-arch-parent;io.github.devsong;basic-arch-parent
org.gretty:gretty-runner-tomcat9;org.gretty;gretty-runner-tomcat9
org.gretty:gretty-runner-tomcat8plus;org.gretty;gretty-runner-tomcat8plus
org.gretty:gretty-runner-tomcat85;org.gretty;gretty-runner-tomcat85
org.gretty:gretty-runner-jetty94;org.gretty;gretty-runner-jetty94
org.gretty:gretty-runner-jetty93;org.gretty;gretty-runner-jetty93
org.gretty:gretty-runner-jetty9;org.gretty;gretty-runner-jetty9
org.gretty:gretty-runner-jetty8;org.gretty;gretty-runner-jetty8
org.gretty:gretty-runner-jetty7;org.gretty;gretty-runner-jetty7
org.gretty:gretty-runner-jetty10;org.gretty;gretty-runner-jetty10
org.graylog.repackaged:exec-maven-plugin;org.graylog.repackaged;exec-maven-plugin
com.github.realzimboguy.ewelink.api:ewelink-api-java;com.github.realzimboguy.ewelink.api;ewelink-api-java
com.bloxbean.cardano:yaci-cardano-test;com.bloxbean.cardano;yaci-cardano-test
org.gretty:gretty-starter;org.gretty;gretty-starter
org.gretty:gretty-springboot;org.gretty;gretty-springboot
org.gretty:gretty-spock;org.gretty;gretty-spock
org.gretty:gretty-runner-tomcat10;org.gretty;gretty-runner-tomcat10
org.gretty:gretty-runner-tomcat;org.gretty;gretty-runner-tomcat
org.gretty:gretty-runner-jetty11;org.gretty;gretty-runner-jetty11
org.gretty:gretty-runner-jetty;org.gretty;gretty-runner-jetty
org.gretty:gretty-runner-api;org.gretty;gretty-runner-api
org.gretty:gretty-runner;org.gretty;gretty-runner
org.gretty:gretty-filter;org.gretty;gretty-filter
org.gretty:gretty-core;org.gretty;gretty-core
org.gretty:gretty-common;org.gretty;gretty-common
org.gretty:gretty;org.gretty;gretty
org.opencms:opencms-gradle-plugin;org.opencms;opencms-gradle-plugin
fr.lixbox.lixbox-io:lixbox-xml;fr.lixbox.lixbox-io;lixbox-xml
fr.lixbox.lixbox-io:lixbox-json;fr.lixbox.lixbox-io;lixbox-json
fr.lixbox.lixbox-io:lixbox-jms;fr.lixbox.lixbox-io;lixbox-jms
fr.lixbox.lixbox-io:lixbox-edi;fr.lixbox.lixbox-io;lixbox-edi
fr.lixbox.lixbox-io:lixbox-document;fr.lixbox.lixbox-io;lixbox-document
org.verapdf.apps:greenfield-apps-arlington;org.verapdf.apps;greenfield-apps-arlington
org.verapdf.apps:gui-arlington;org.verapdf.apps;gui-arlington
org.verapdf:verapdf-apps-arlington;org.verapdf;verapdf-apps-arlington
com.didiglobal.booster:booster-transform-usage;com.didiglobal.booster;booster-transform-usage
com.didiglobal.booster:booster-transform-toast;com.didiglobal.booster;booster-transform-toast
com.didiglobal.booster:booster-transform-util;com.didiglobal.booster;booster-transform-util
com.didiglobal.booster:booster-transform-thread;com.didiglobal.booster;booster-transform-thread
com.didiglobal.booster:booster-transform-res-check;com.didiglobal.booster;booster-transform-res-check
com.didiglobal.booster:booster-transform-spi;com.didiglobal.booster;booster-transform-spi
com.didiglobal.booster:booster-transform-r-inline;com.didiglobal.booster;booster-transform-r-inline
com.didiglobal.booster:booster-transform-media-player;com.didiglobal.booster;booster-transform-media-player
com.didiglobal.booster:booster-transform-logcat;com.didiglobal.booster;booster-transform-logcat
com.didiglobal.booster:booster-transform-finalizer-watchdog-daemon;com.didiglobal.booster;booster-transform-finalizer-watchdog-daemon
com.didiglobal.booster:booster-transform-javassist;com.didiglobal.booster;booster-transform-javassist
com.didiglobal.booster:booster-transform-activity-thread;com.didiglobal.booster;booster-transform-activity-thread
com.didiglobal.booster:booster-transform-asm;com.didiglobal.booster;booster-transform-asm
com.didiglobal.booster:booster-test-asm;com.didiglobal.booster;booster-test-asm
com.didiglobal.booster:booster-test-javassist;com.didiglobal.booster;booster-test-javassist
com.didiglobal.booster:booster-test;com.didiglobal.booster;booster-test
com.didiglobal.booster:booster-task-spi;com.didiglobal.booster;booster-task-spi
com.didiglobal.booster:booster-task-list-permission;com.didiglobal.booster;booster-task-list-permission
com.didiglobal.booster:booster-task-list-shared-library;com.didiglobal.booster;booster-task-list-shared-library
com.didiglobal.booster:booster-task-list-artifact;com.didiglobal.booster;booster-task-list-artifact
com.didiglobal.booster:booster-task-graph;com.didiglobal.booster;booster-task-graph
com.didiglobal.booster:booster-kotlinx;com.didiglobal.booster;booster-kotlinx
com.didiglobal.booster:booster-graph-json;com.didiglobal.booster;booster-graph-json
com.didiglobal.booster:booster-graph-dot;com.didiglobal.booster;booster-graph-dot
com.didiglobal.booster:booster-cha-asm;com.didiglobal.booster;booster-cha-asm
com.didiglobal.booster:booster-cha;com.didiglobal.booster;booster-cha
com.didiglobal.booster:booster-gradle-plugin;com.didiglobal.booster;booster-gradle-plugin
com.didiglobal.booster:com.didiglobal.booster.gradle.plugin;com.didiglobal.booster;com.didiglobal.booster.gradle.plugin
